Name,Num Procs,Abs Trace - MinOverProcs,  Abs Trace - MeanOverProcs,  Abs Trace - MaxOverProcs,  Abs Trace - MeanOverCallCounts,  Anasazi: BlockKrylovSchur::Computing Ritz vectors - MinOverProcs,  Anasazi: BlockKrylovSchur::Computing Ritz vectors - MeanOverProcs,  Anasazi: BlockKrylovSchur::Computing Ritz vectors - MaxOverProcs,  Anasazi: BlockKrylovSchur::Computing Ritz vectors - MeanOverCallCounts,  Anasazi: BlockKrylovSchur::Computing Schur form - MinOverProcs,  Anasazi: BlockKrylovSchur::Computing Schur form - MeanOverProcs,  Anasazi: BlockKrylovSchur::Computing Schur form - MaxOverProcs,  Anasazi: BlockKrylovSchur::Computing Schur form - MeanOverCallCounts,  Anasazi: BlockKrylovSchur::Operation Op*x - MinOverProcs,  Anasazi: BlockKrylovSchur::Operation Op*x - MeanOverProcs,  Anasazi: BlockKrylovSchur::Operation Op*x - MaxOverProcs,  Anasazi: BlockKrylovSchur::Operation Op*x - MeanOverCallCounts,  Anasazi: BlockKrylovSchur::Orthogonalization - MinOverProcs,  Anasazi: BlockKrylovSchur::Orthogonalization - MeanOverProcs,  Anasazi: BlockKrylovSchur::Orthogonalization - MaxOverProcs,  Anasazi: BlockKrylovSchur::Orthogonalization - MeanOverCallCounts,  Anasazi: BlockKrylovSchur::Sorting Ritz values - MinOverProcs,  Anasazi: BlockKrylovSchur::Sorting Ritz values - MeanOverProcs,  Anasazi: BlockKrylovSchur::Sorting Ritz values - MaxOverProcs,  Anasazi: BlockKrylovSchur::Sorting Ritz values - MeanOverCallCounts,  Anasazi: BlockKrylovSchur::Sorting Schur form - MinOverProcs,  Anasazi: BlockKrylovSchur::Sorting Schur form - MeanOverProcs,  Anasazi: BlockKrylovSchur::Sorting Schur form - MaxOverProcs,  Anasazi: BlockKrylovSchur::Sorting Schur form - MeanOverCallCounts,  Anasazi: BlockKrylovSchurSolMgr restarting - MinOverProcs,  Anasazi: BlockKrylovSchurSolMgr restarting - MeanOverProcs,  Anasazi: BlockKrylovSchurSolMgr restarting - MaxOverProcs,  Anasazi: BlockKrylovSchurSolMgr restarting - MeanOverCallCounts,  Anasazi: BlockKrylovSchurSolMgr::solve() - MinOverProcs,  Anasazi: BlockKrylovSchurSolMgr::solve() - MeanOverProcs,  Anasazi: BlockKrylovSchurSolMgr::solve() - MaxOverProcs,  Anasazi: BlockKrylovSchurSolMgr::solve() - MeanOverCallCounts,  Antisymm Frob Norm - MinOverProcs,  Antisymm Frob Norm - MeanOverProcs,  Antisymm Frob Norm - MaxOverProcs,  Antisymm Frob Norm - MeanOverCallCounts,  Antisymm Inf Norm - MinOverProcs,  Antisymm Inf Norm - MeanOverProcs,  Antisymm Inf Norm - MaxOverProcs,  Antisymm Inf Norm - MeanOverCallCounts,  Avg Nonzeros / Row - MinOverProcs,  Avg Nonzeros / Row - MeanOverProcs,  Avg Nonzeros / Row - MaxOverProcs,  Avg Nonzeros / Row - MeanOverCallCounts,  Col Diag Dominance - MinOverProcs,  Col Diag Dominance - MeanOverProcs,  Col Diag Dominance - MaxOverProcs,  Col Diag Dominance - MeanOverCallCounts,  Col Variance - MinOverProcs,  Col Variance - MeanOverProcs,  Col Variance - MaxOverProcs,  Col Variance - MeanOverCallCounts,  Diadonal Nonzeros - MinOverProcs,  Diadonal Nonzeros - MeanOverProcs,  Diadonal Nonzeros - MaxOverProcs,  Diadonal Nonzeros - MeanOverCallCounts,  Diag Variance - MinOverProcs,  Diag Variance - MeanOverProcs,  Diag Variance - MaxOverProcs,  Diag Variance - MeanOverCallCounts,  Diagonal Mean - MinOverProcs,  Diagonal Mean - MeanOverProcs,  Diagonal Mean - MaxOverProcs,  Diagonal Mean - MeanOverCallCounts,  Diagonal Sign - MinOverProcs,  Diagonal Sign - MeanOverProcs,  Diagonal Sign - MaxOverProcs,  Diagonal Sign - MeanOverCallCounts,  Dimension - MinOverProcs,  Dimension - MeanOverProcs,  Dimension - MaxOverProcs,  Dimension - MeanOverCallCounts,  Dummy Rows - MinOverProcs,  Dummy Rows - MeanOverProcs,  Dummy Rows - MaxOverProcs,  Dummy Rows - MeanOverCallCounts,  Eigen LM - MinOverProcs,  Eigen LM - MeanOverProcs,  Eigen LM - MaxOverProcs,  Eigen LM - MeanOverCallCounts,  Eigen LR - MinOverProcs,  Eigen LR - MeanOverProcs,  Eigen LR - MaxOverProcs,  Eigen LR - MeanOverCallCounts,  Eigen SM - MinOverProcs,  Eigen SM - MeanOverProcs,  Eigen SM - MaxOverProcs,  Eigen SM - MeanOverCallCounts,  Eigen SR - MinOverProcs,  Eigen SR - MeanOverProcs,  Eigen SR - MaxOverProcs,  Eigen SR - MeanOverCallCounts,  Frob. Norm - MinOverProcs,  Frob. Norm - MeanOverProcs,  Frob. Norm - MaxOverProcs,  Frob. Norm - MeanOverCallCounts,  Inf Norm - MinOverProcs,  Inf Norm - MeanOverProcs,  Inf Norm - MaxOverProcs,  Inf Norm - MeanOverCallCounts,  Lower Bandwidth - MinOverProcs,  Lower Bandwidth - MeanOverProcs,  Lower Bandwidth - MaxOverProcs,  Lower Bandwidth - MeanOverCallCounts,  Max Nonzeros / Row - MinOverProcs,  Max Nonzeros / Row - MeanOverProcs,  Max Nonzeros / Row - MaxOverProcs,  Max Nonzeros / Row - MeanOverCallCounts,  Min Nonzeros / Row - MinOverProcs,  Min Nonzeros / Row - MeanOverProcs,  Min Nonzeros / Row - MaxOverProcs,  Min Nonzeros / Row - MeanOverCallCounts,  Nonzeros - MinOverProcs,  Nonzeros - MeanOverProcs,  Nonzeros - MaxOverProcs,  Nonzeros - MeanOverCallCounts,  One Norm - MinOverProcs,  One Norm - MeanOverProcs,  One Norm - MaxOverProcs,  One Norm - MeanOverCallCounts,  Row Diag Dominance - MinOverProcs,  Row Diag Dominance - MeanOverProcs,  Row Diag Dominance - MaxOverProcs,  Row Diag Dominance - MeanOverCallCounts,  Row Variance - MinOverProcs,  Row Variance - MeanOverProcs,  Row Variance - MaxOverProcs,  Row Variance - MeanOverCallCounts,  Symm Frob Norm - MinOverProcs,  Symm Frob Norm - MeanOverProcs,  Symm Frob Norm - MaxOverProcs,  Symm Frob Norm - MeanOverCallCounts,  Symm Inf Norm - MinOverProcs,  Symm Inf Norm - MeanOverProcs,  Symm Inf Norm - MaxOverProcs,  Symm Inf Norm - MeanOverCallCounts,  Symmetry - MinOverProcs,  Symmetry - MeanOverProcs,  Symmetry - MaxOverProcs,  Symmetry - MeanOverCallCounts,  Trace - MinOverProcs,  Trace - MeanOverProcs,  Trace - MaxOverProcs,  Trace - MeanOverCallCounts,  Upper Bandwidth - MinOverProcs,  Upper Bandwidth - MeanOverProcs,  Upper Bandwidth - MaxOverProcs,  Upper Bandwidth - MeanOverCallCounts,
nh2010.mtx,12,0.00161099,0.00161179,0.00161219,0.00161179,0.00164199,0.0016858,0.00171089,0.000561933,0.00262213,0.00265549,0.00270605,8.85E-05,0.0339396,0.0380625,0.0461998,0.000125206,0.0665772,0.0748747,0.07935,0.0002431,8.46E-05,0.000101388,0.000125885,3.38E-06,0.000442982,0.000454326,0.000465631,1.51E-05,0.00226188,0.00240467,0.00248122,9.25E-05,0.121991,0.122165,0.12237,0.0305414,0.0156059,0.0156654,0.015734,0.0156654,0.0171392,0.0171696,0.017251,0.0171696,0.000633001,0.000634591,0.000635147,0.000634591,0.00814104,0.00822181,0.00825906,0.00822181,32.6676,32.6677,32.6678,32.6677,0,2.38E-07,9.54E-07,2.38E-07,0.00316405,0.00319787,0.00327396,0.00319787,0.00168085,0.00169295,0.00171494,0.00169295,0.00238895,0.00239005,0.0023911,0.00239005,0,0,0,0,0.000592947,0.000593861,0.000595093,0.000593861,0.0372503,0.0372996,0.0373421,0.0093249,0.0128391,0.0128538,0.0129039,0.00321346,0.0812323,0.0812609,0.0813324,0.0203152,0.0128169,0.0128902,0.0129161,0.00322254,3.00E-05,3.14E-05,3.19E-05,3.14E-05,0.00469112,0.00476474,0.00483108,0.00158825,0.00171804,0.00175363,0.00183296,0.00175363,0,9.14E-07,1.19E-06,9.14E-07,0.000593901,0.000670989,0.000793934,0.000670989,0,2.38E-07,9.54E-07,2.38E-07,0.00818992,0.00823319,0.00828004,0.00823319,0.00155783,0.00158819,0.001647,0.00158819,32.7086,32.7087,32.7087,32.7087,0.0156798,0.0157588,0.015816,0.0157588,0.016901,0.0170193,0.0170999,0.0170193,0.0130279,0.0130857,0.0131171,0.0130857,0.0017159,0.00171673,0.00171804,0.00171673,0.00167394,0.00168043,0.00169086,0.00168043, 
nmos3.mtx,12,0.0010879,0.00109067,0.00109196,0.00109067,0.00030899,0.000329038,0.000354052,0.000329038,0.00855756,0.00865459,0.00870466,0.000115395,0.0846765,0.0904203,0.0956254,0.000124204,0.121313,0.126546,0.132367,0.000172877,0.000179529,0.000193218,0.000198364,2.58E-06,0.00253701,0.00256526,0.00260448,3.42E-05,0.00286722,0.00299338,0.00305152,4.22E-05,0.2347,0.234719,0.234736,0.0586797,0.0181479,0.0182439,0.018446,0.0182439,0.0191052,0.0192042,0.0194001,0.0192042,0.000241995,0.00024271,0.000244141,0.00024271,0.00863099,0.00881437,0.00884199,0.00881437,4.73574,4.73589,4.73594,4.73589,0,7.95E-08,9.54E-07,7.95E-08,0.00213194,0.00217557,0.00232601,0.00217557,0.0011189,0.00114783,0.00116897,0.00114783,0.00115705,0.00115776,0.00115895,0.00115776,0,2.38E-07,9.54E-07,2.38E-07,0.000241995,0.000243505,0.000244856,0.000243505,0.182377,0.182387,0.182397,0.0455969,0.0612259,0.0612306,0.0612359,0.0153076,0.0592561,0.0592577,0.059262,0.0148144,0.0579338,0.0579348,0.0579369,0.0144837,4.60E-05,4.65E-05,4.70E-05,4.65E-05,0.00321603,0.00333269,0.00355315,0.0011109,0.00114989,0.00117652,0.00135899,0.00117652,0,4.77E-07,9.54E-07,4.77E-07,0.000225067,0.000275771,0.000453949,0.000275771,0,7.95E-08,9.54E-07,7.95E-08,0.00870204,0.00873828,0.00880504,0.00873828,0.00104809,0.00107785,0.00124598,0.00107785,4.92648,4.92649,4.9265,4.92649,0.018182,0.0183562,0.0184109,0.0183562,0.0189669,0.0191397,0.0192089,0.0191397,0.017406,0.0175762,0.0176072,0.0175762,0.001158,0.00115871,0.00115991,0.00115871,0.00113106,0.00115059,0.00116706,0.00115059, 
nnc1374.mtx,12,5.10E-05,5.48E-05,5.60E-05,5.48E-05,0.000251293,0.000259757,0.000268221,8.66E-05,0.00586891,0.00593666,0.00603795,8.13E-05,0.00912666,0.0113358,0.0133922,1.54E-05,0.0679274,0.0702743,0.0727148,9.52E-05,0.000162125,0.000174721,0.00019145,2.39E-06,0.00116372,0.00118844,0.00121474,1.63E-05,0.00114608,0.00118931,0.00123739,1.72E-05,0.093852,0.0938822,0.0938911,0.0234706,0.000619888,0.000620425,0.00062108,0.000620425,0.000665903,0.000667135,0.000669003,0.000667135,2.12E-05,2.42E-05,2.60E-05,2.42E-05,0.000375986,0.000377854,0.000379086,0.000377854,0.031003,0.0310506,0.0310638,0.0310506,0,2.38E-07,9.54E-07,2.38E-07,0.000149965,0.000151515,0.000153065,0.000151515,4.91E-05,5.77E-05,6.20E-05,5.77E-05,5.70E-05,5.79E-05,5.79E-05,5.79E-05,0,1.79E-07,1.19E-06,1.79E-07,5.51E-05,5.53E-05,5.60E-05,5.53E-05,0.0626123,0.0626245,0.06264,0.0156561,0.0226221,0.0226309,0.0226352,0.00565774,0.0248001,0.0248035,0.0248053,0.00620087,0.018193,0.0181968,0.0181992,0.00454921,5.96E-06,1.35E-05,2.19E-05,1.35E-05,0.000171661,0.00018845,0.000197887,6.28E-05,5.10E-05,5.16E-05,5.20E-05,5.16E-05,0,3.97E-07,9.54E-07,3.97E-07,4.79E-05,4.97E-05,5.29E-05,4.97E-05,0,3.38E-07,1.19E-06,3.38E-07,0.000359058,0.000376602,0.000393867,0.000376602,6.89E-05,7.50E-05,8.49E-05,7.50E-05,0.031364,0.0313721,0.0313768,0.0313721,0.000706911,0.000708203,0.000709057,0.000708203,0.000673056,0.000675062,0.000677109,0.000675062,0.000552893,0.000560721,0.000567913,0.000560721,5.70E-05,5.90E-05,6.01E-05,5.90E-05,5.60E-05,6.56E-05,7.61E-05,6.56E-05, 
nnc261.mtx,12,1.38E-05,1.64E-05,1.69E-05,1.64E-05,0.000219107,0.000237664,0.000261545,7.92E-05,0.00452471,0.00502992,0.00517535,0.000122681,0.00528121,0.00587891,0.00649381,1.42E-05,0.0368755,0.0375969,0.038527,8.99E-05,9.54E-05,0.00010552,0.000119448,2.57E-06,0.00059247,0.000602265,0.000614882,1.47E-05,0.00054574,0.000560224,0.000576019,1.51E-05,0.0519388,0.0519586,0.0519781,0.0129896,0.00039196,0.000400285,0.000409126,0.000400285,0.000399828,0.000400941,0.000402212,0.000400941,8.11E-06,9.85E-06,1.10E-05,9.85E-06,0.000253916,0.000255485,0.000256062,0.000255485,0.00182199,0.00183531,0.00184608,0.00183531,0,0,0,0,0.000104904,0.000105858,0.000106812,0.000105858,1.41E-05,1.79E-05,2.41E-05,1.79E-05,2.10E-05,2.29E-05,2.38E-05,2.29E-05,0,1.79E-07,1.19E-06,1.79E-07,3.70E-05,3.76E-05,3.98E-05,3.76E-05,0.0503511,0.0503609,0.0503759,0.0125902,0.00781512,0.00782635,0.00783801,0.00195659,0.0220749,0.0220791,0.0220821,0.00551977,0.00774097,0.00774686,0.00774956,0.00193671,6.91E-06,1.96E-05,3.19E-05,1.96E-05,5.08E-05,6.09E-05,7.13E-05,2.03E-05,1.41E-05,1.46E-05,1.50E-05,1.46E-05,0,1.79E-07,1.19E-06,1.79E-07,3.29E-05,3.47E-05,3.60E-05,3.47E-05,0,3.38E-07,1.19E-06,3.38E-07,0.000259876,0.000268519,0.000273943,0.000268519,2.60E-05,3.50E-05,4.70E-05,3.50E-05,0.00163293,0.00163968,0.0016489,0.00163968,0.00049901,0.000502348,0.000509977,0.000502348,0.00041604,0.000421584,0.000423193,0.000421584,0.000340939,0.000350197,0.000360966,0.000350197,1.72E-05,1.87E-05,2.00E-05,1.87E-05,2.19E-05,2.51E-05,3.29E-05,2.51E-05, 
nnc666.mtx,12,2.69E-05,2.77E-05,2.79E-05,2.77E-05,0.000225306,0.000252406,0.000266075,8.41E-05,0.00551987,0.00600749,0.00612354,0.000117794,0.00622821,0.00732547,0.00839663,1.43E-05,0.0446646,0.0456208,0.046803,8.81E-05,0.00010848,0.000133197,0.000151157,2.61E-06,0.000817537,0.000828067,0.000847101,1.62E-05,0.00070858,0.000737886,0.000764608,1.57E-05,0.0632586,0.0632816,0.0633011,0.0158204,0.000503063,0.000504255,0.000504971,0.000504255,0.000510931,0.000512123,0.000513077,0.000512123,1.22E-05,1.36E-05,1.41E-05,1.36E-05,0.000304937,0.000306845,0.000308037,0.000306845,0.00819683,0.00820448,0.00821304,0.00820448,0,9.93E-08,1.19E-06,9.93E-08,0.000106096,0.000108123,0.000110149,0.000108123,2.60E-05,3.87E-05,5.29E-05,3.87E-05,3.29E-05,3.38E-05,3.48E-05,3.38E-05,0,1.59E-07,9.54E-07,1.59E-07,5.39E-05,5.41E-05,5.48E-05,5.41E-05,0.0545862,0.0545943,0.054606,0.0136486,0.01214,0.0121472,0.0121522,0.00303679,0.0225339,0.0225397,0.0225458,0.00563493,0.0100043,0.0100094,0.0100131,0.00250236,1.10E-05,2.42E-05,4.01E-05,2.42E-05,9.39E-05,0.000100533,0.000109196,3.35E-05,2.91E-05,3.07E-05,3.22E-05,3.07E-05,0,2.38E-07,9.54E-07,2.38E-07,3.22E-05,3.36E-05,3.50E-05,3.36E-05,0,7.95E-08,9.54E-07,7.95E-08,0.00027895,0.000289698,0.000301123,0.000289698,3.89E-05,5.93E-05,7.70E-05,5.93E-05,0.00801206,0.00801496,0.00801706,0.00801496,0.000576019,0.000579158,0.000581026,0.000579158,0.000524998,0.000526528,0.000528097,0.000526528,0.000411034,0.000427941,0.000446081,0.000427941,2.81E-05,2.91E-05,3.00E-05,2.91E-05,3.10E-05,4.23E-05,5.60E-05,4.23E-05, 
nopoly.mtx,12,0.000338078,0.000338952,0.000339031,0.000338952,0.000348091,0.000371397,0.000390053,0.000185698,0.0047307,0.00477997,0.00482392,8.10E-05,0.0241771,0.0293029,0.0357237,4.93E-05,0.0760031,0.0825097,0.0875635,0.000137976,0.000138283,0.000155369,0.00017333,2.63E-06,0.000948429,0.000963946,0.0009799,1.63E-05,0.00145125,0.00155443,0.0016067,2.83E-05,0.12294,0.122977,0.122996,0.0307442,0.00488615,0.00491416,0.00492597,0.00491416,0.00521088,0.00523851,0.00525093,0.00523851,0.000131845,0.000134905,0.000138044,0.000134905,0.00263,0.00265942,0.00267291,0.00265942,1.75832,1.75834,1.75835,1.75834,0,2.38E-07,9.54E-07,2.38E-07,0.000689983,0.000703712,0.000729084,0.000703712,0.000326872,0.000344237,0.000353098,0.000344237,0.000368118,0.000368754,0.000370026,0.000368754,0,0,0,0,0.000160933,0.000161489,0.000161886,0.000161489,0.0613508,0.0613566,0.0613649,0.0153391,0.0159819,0.0159884,0.0159941,0.0039971,0.0409153,0.0409175,0.0409191,0.0102294,0.0409379,0.0409403,0.0409422,0.0102351,1.38E-05,1.40E-05,1.50E-05,1.40E-05,0.00102592,0.00104382,0.00108862,0.000347939,0.000349998,0.000364284,0.000393152,0.000364284,0,2.58E-07,1.19E-06,2.58E-07,0.000128031,0.00014923,0.000169992,0.00014923,0,2.38E-07,9.54E-07,2.38E-07,0.00263715,0.00265008,0.00267196,0.00265008,0.000342131,0.000360072,0.000384808,0.000360072,1.73776,1.73778,1.73779,1.73778,0.00496006,0.00499256,0.00500989,0.00499256,0.00518799,0.0052194,0.00523901,0.0052194,0.00376701,0.00379185,0.00381017,0.00379185,0.000336885,0.000337839,0.000339031,0.000337839,0.000358105,0.000366668,0.00037694,0.000366668, 
nopss_11k.mtx,12,0.000468969,0.000470301,0.000472069,0.000470301,0.000552893,0.000577708,0.000599146,0.000192569,0.00238705,0.00358204,0.0154552,0.000149252,0.00652695,0.0151826,0.0217133,6.22E-05,0.0385718,0.0443354,0.054256,0.000178772,6.44E-05,6.96E-05,7.68E-05,2.90E-06,0.000646114,0.000679274,0.00070858,2.83E-05,0.000554323,0.000583192,0.000608683,2.92E-05,0.0658932,0.0660891,0.0662761,0.0165223,0.00428295,0.00429068,0.00430417,0.00429068,0.00468397,0.00469263,0.00470996,0.00469263,0.000178814,0.000180423,0.000184059,0.000180423,0.00213099,0.00213903,0.00215387,0.00213903,1.89349,1.8935,1.89353,1.8935,0,0,0,0,0.000877142,0.000898163,0.000910044,0.000898163,0.000441074,0.000455817,0.00046587,0.000455817,0.000486135,0.000488361,0.00048995,0.000488361,0,2.38E-07,9.54E-07,2.38E-07,0.000188828,0.000191629,0.000193119,0.000191629,0.012176,0.0121934,0.0122051,0.00304834,0.00242686,0.00243147,0.00243616,0.000607868,0.0552659,0.0552706,0.0552764,0.0138176,0.00239897,0.00240298,0.00240993,0.000600745,1.60E-05,1.66E-05,1.81E-05,1.66E-05,0.00127101,0.00134524,0.00136995,0.000448412,0.000464916,0.000480652,0.00048995,0.000480652,0,4.17E-07,1.19E-06,4.17E-07,0.000149012,0.000169297,0.000185966,0.000169297,0,3.97E-07,1.19E-06,3.97E-07,0.00214696,0.00215731,0.0021739,0.00215731,0.000404835,0.00044175,0.000465155,0.00044175,2.02972,2.02972,2.02972,2.02972,0.00449896,0.00451088,0.00452399,0.00451088,0.00468493,0.00469526,0.00471306,0.00469526,0.00434494,0.00436815,0.00440502,0.00436815,0.000458002,0.000461896,0.000463009,0.000461896,0.000439882,0.000454267,0.00047183,0.000454267, 
nos1.mtx,12,1.31E-05,1.46E-05,1.50E-05,1.46E-05,0.00768304,0.00822661,0.00840902,9.79E-05,0.00865555,0.0095368,0.00975418,1.13E-05,0.0687821,0.0694345,0.0702367,8.19E-05,0.00015831,0.000182807,0.000200272,2.18E-06,0.00130486,0.0013237,0.00134897,1.58E-05,0.00117755,0.00121178,0.00125384,1.51E-05,0.0934751,0.0937786,0.0940647,0.0234447,0.000313997,0.000315885,0.000319004,0.000315885,0.000320911,0.000322938,0.000328064,0.000322938,7.87E-06,1.01E-05,1.10E-05,1.01E-05,0.000255108,0.000258227,0.000262976,0.000258227,0.00151014,0.00151841,0.00152922,0.00151841,0,7.95E-08,9.54E-07,7.95E-08,5.39E-05,5.48E-05,5.60E-05,5.48E-05,1.81E-05,2.40E-05,3.10E-05,2.40E-05,2.19E-05,2.32E-05,2.41E-05,2.32E-05,0,0,0,0,4.60E-05,4.85E-05,5.01E-05,4.85E-05,0.0319319,0.0319498,0.031985,0.00798744,0.022563,0.0226027,0.022615,0.00565067,0.0223112,0.022318,0.0223212,0.0055795,0.0224791,0.02248,0.022481,0.00562,6.91E-06,8.88E-06,1.00E-05,8.88E-06,5.89E-05,6.46E-05,7.08E-05,2.15E-05,1.22E-05,1.68E-05,1.91E-05,1.68E-05,0,7.95E-08,9.54E-07,7.95E-08,2.50E-05,3.04E-05,3.29E-05,3.04E-05,0,0,0,0,0.000215054,0.000222166,0.000231981,0.000222166,2.81E-05,3.76E-05,4.79E-05,3.76E-05,0.00139785,0.00140299,0.0014081,0.00140299,0.000417948,0.000420411,0.000424147,0.000420411,0.000347137,0.000351051,0.000354052,0.000351051,0.000291109,0.000299752,0.000310898,0.000299752,1.29E-05,1.51E-05,1.62E-05,1.51E-05,2.19E-05,2.86E-05,4.41E-05,2.86E-05, ,,,,
nos2.mtx,12,3.41E-05,3.75E-05,3.91E-05,3.75E-05,0.00638151,0.00648121,0.00656843,7.72E-05,0.00944233,0.0101353,0.010632,1.20E-05,0.0762134,0.076822,0.077522,9.06E-05,0.000165224,0.000182211,0.000203371,2.17E-06,0.00129938,0.00132296,0.00134087,1.57E-05,0.00130677,0.0013363,0.00137448,1.67E-05,0.100148,0.100245,0.100359,0.0250612,0.000379086,0.000380218,0.000383139,0.000380218,0.000432014,0.000432571,0.000433922,0.000432571,1.81E-05,1.98E-05,2.10E-05,1.98E-05,0.000265121,0.000267108,0.000268936,0.000267108,0.015604,0.0156175,0.0156231,0.0156175,0,2.98E-07,1.19E-06,2.98E-07,0.000105143,0.000105302,0.000106096,0.000105302,4.01E-05,6.38E-05,7.70E-05,6.38E-05,4.10E-05,4.34E-05,4.60E-05,4.34E-05,0,0,0,0,4.01E-05,4.19E-05,4.29E-05,4.19E-05,0.0339692,0.0339984,0.0340462,0.0084996,0.0241902,0.0242334,0.0242581,0.00605836,0.0240538,0.024055,0.0240571,0.00601375,0.0240512,0.024053,0.0240548,0.00601324,7.87E-06,9.74E-06,1.10E-05,9.74E-06,0.000121832,0.000125945,0.000139952,4.20E-05,3.29E-05,3.77E-05,4.01E-05,3.77E-05,0,2.38E-07,9.54E-07,2.38E-07,5.98E-05,6.12E-05,6.20E-05,6.12E-05,0,1.59E-07,9.54E-07,1.59E-07,0.000249147,0.000262082,0.000275135,0.000262082,4.70E-05,5.14E-05,6.32E-05,5.14E-05,0.0155079,0.0155146,0.0155201,0.0155146,0.000452995,0.000453711,0.000454903,0.000453711,0.000396967,0.000399331,0.00040102,0.000399331,0.000329971,0.000340402,0.000343084,0.000340402,3.70E-05,3.90E-05,4.01E-05,3.90E-05,4.10E-05,5.91E-05,7.89E-05,5.91E-05, ,,,,
nos3.mtx,12,5.32E-05,5.43E-05,5.51E-05,5.43E-05,0.000187874,0.000206828,0.000221252,0.000103414,0.00481129,0.0048462,0.00487351,7.94E-05,0.00773191,0.00856169,0.00888062,1.39E-05,0.0578928,0.0583155,0.0591428,9.44E-05,0.000137568,0.000158211,0.000183344,2.59E-06,0.00098896,0.000999192,0.00101185,1.64E-05,0.000932932,0.000951727,0.000980854,1.67E-05,0.0768929,0.0769396,0.0769846,0.0192349,0.000648022,0.000651638,0.000656128,0.000651638,0.00069499,0.000697017,0.000702858,0.000697017,1.81E-05,1.92E-05,2.00E-05,1.92E-05,0.000375032,0.00037688,0.000380993,0.00037688,0.0159819,0.0159875,0.0159929,0.0159875,0,9.93E-08,1.19E-06,9.93E-08,0.000296831,0.000297328,0.000298023,0.000297328,5.60E-05,6.20E-05,6.79E-05,6.20E-05,6.08E-05,6.19E-05,6.29E-05,6.19E-05,0,7.95E-08,9.54E-07,7.95E-08,3.50E-05,3.59E-05,3.60E-05,3.59E-05,0.0233788,0.0234905,0.02354,0.00587262,0.00982094,0.00983067,0.00984001,0.00245767,0.024878,0.0248809,0.024883,0.00622024,0.024889,0.0248904,0.0248919,0.00622259,8.11E-06,1.23E-05,1.41E-05,1.23E-05,0.000165939,0.000176291,0.00018692,5.88E-05,6.20E-05,6.64E-05,6.82E-05,6.64E-05,0,1.59E-07,9.54E-07,1.59E-07,5.41E-05,5.80E-05,6.01E-05,5.80E-05,0,3.18E-07,9.54E-07,3.18E-07,0.000365973,0.000415107,0.000436068,0.000415107,6.41E-05,0.00012064,0.000142813,0.00012064,0.0158319,0.0158468,0.0158501,0.0158468,0.000778913,0.000781159,0.000784159,0.000781159,0.00068903,0.00069048,0.000691891,0.00069048,0.000720978,0.000744303,0.000799179,0.000744303,5.60E-05,5.81E-05,5.91E-05,5.81E-05,8.30E-05,8.61E-05,9.30E-05,8.61E-05, 
nos4.mtx,12,1.10E-05,1.24E-05,1.29E-05,1.24E-05,0.000135899,0.000172397,0.000205755,8.62E-05,0.00578022,0.00637354,0.00650167,0.000108026,0.00681496,0.00752298,0.00795126,1.27E-05,0.0484855,0.0490945,0.0505185,8.21E-05,0.000128508,0.000141978,0.000151873,2.41E-06,0.000809193,0.000819723,0.000835896,1.39E-05,0.000821829,0.000833372,0.000862837,1.52E-05,0.0676,0.0677588,0.0679331,0.0169397,0.000317812,0.000323892,0.000331163,0.000323892,0.000319958,0.000321368,0.000322819,0.000321368,5.96E-06,7.73E-06,9.06E-06,7.73E-06,0.000244141,0.000246465,0.000250101,0.000246465,0.000603914,0.000613232,0.000618935,0.000613232,0,1.59E-07,9.54E-07,1.59E-07,6.01E-05,6.01E-05,6.01E-05,6.01E-05,9.06E-06,1.68E-05,2.81E-05,1.68E-05,1.60E-05,1.74E-05,1.91E-05,1.74E-05,0,0,0,0,2.91E-05,3.08E-05,3.22E-05,3.08E-05,0.0171549,0.0171732,0.0171978,0.00429331,0.010972,0.0109977,0.011009,0.00274943,0.022471,0.0224758,0.0224802,0.00561894,0.0225849,0.0225891,0.0225933,0.00564728,6.91E-06,8.40E-06,1.50E-05,8.40E-06,3.17E-05,3.63E-05,4.41E-05,1.21E-05,1.00E-05,1.38E-05,1.50E-05,1.38E-05,0,1.59E-07,9.54E-07,1.59E-07,3.50E-05,3.73E-05,3.91E-05,3.73E-05,0,6.56E-07,1.19E-06,6.56E-07,0.000252008,0.0002653,0.00027585,0.0002653,2.50E-05,3.97E-05,5.70E-05,3.97E-05,0.000490189,0.000497739,0.000500917,0.000497739,0.000401974,0.000408868,0.000415087,0.000408868,0.000340223,0.000342031,0.000343084,0.000342031,0.000280857,0.000297964,0.000313997,0.000297964,1.10E-05,1.32E-05,1.38E-05,1.32E-05,1.29E-05,2.33E-05,3.50E-05,2.33E-05, 
