Name,Num Procs,Row Variance,Col Variance,Diag Variance,Nonzeros,Dimension,Frob. Norm,Symm Frob Norm,Antisymm Frob Norm,One Norm,Inf Norm,Symm Inf Norm,Antisymm Inf Norm,Max Nonzeros / Row,Min Nonzeros / Rows,Avg Nonzeros / Row,Trace,Abs Trace,Dummy Rows,Total Matching %,Total No match %,Total DNE %,Row Diag Dominance,Col Diag Dominance,Lower Bandwidth,Upper Bandwidth,Diagonal Mean,Diagonal Sign,Diagonal Nonzeros,Eigen LM,Eigen LR,Eigen SM,Eigen SR,
bcsstk36.mtx,12,4.09E+11,4.09E+11,1.80E+13,1143140,23052,9.76E+08,9.76E+08,0,2.88E+08,2.88E+08,2.88E+08,0,178,8,49.5896,5.46E+10,5.46E+10,0,1,0,0,1,1,19337,19337,2.37E+06,2,23052, 1.77539e+08 : 0, 1.77539e+08 : 0, unconverged, unconverged, 
bcsstk37.mtx,12,1.39E+11,1.39E+11,1.58E+13,1140977,25503,9.36E+08,9.36E+08,0,1.25E+08,1.25E+08,1.25E+08,0,102,8,44.7389,6.78E+10,6.78E+10,0,1,0,0,1,1,19193,19193,2.66E+06,2,25503, 8.41287e+07 : 0, 8.41287e+07 : 0, unconverged, unconverged, 
bcsstk38.mtx,12,2.03E+19,2.03E+19,4.02E+19,355460,8032,5.69E+11,5.69E+11,0,4.52E+11,4.52E+11,4.52E+11,0,614,2,44.2555,1.18E+12,1.18E+12,0,1,0,0,1,1,6029,6029,1.47E+08,2,8032, 4.04231e+11 : 0, 4.04231e+11 : 0, unconverged, unconverged, 
bcsstk39.mtx,12,1.67E+13,1.67E+13,7.51E+15,2089294,46772,3.20E+10,3.20E+10,0,1.59E+09,1.59E+09,1.59E+09,0,63,12,44.6698,3.73E+12,3.73E+12,0,1,0,0,1,1,555,555,7.98E+07,2,46772, unconverged, unconverged, unconverged, unconverged, 
bcsstm01.mtx,12,815.972,815.972,6875,48,48,774.597,774.597,0,200,200,200,0,1,1,1,3600,3600,48, -nan, -nan, -nan,1,1,0,0,75,1,48, 200 : 0, 200 : 0, -8.88178e-16 : 0, -3.55271e-15 : 0, 
bcsstm02.mtx,12,0.000445714,0.000445714,0.00218952,66,66,0.822049,0.822049,0,0.172829,0.172829,0.172829,0,1,1,1,5.9214,5.9214,66, -nan, -nan, -nan,1,1,0,0,0.0897181,2,66, 0.172829 : 0, 0.172829 : 0, 0.0197469 : 0, 0.0197469 : 0, 
bcsstm03.mtx,12,258367,258367,892115,112,112,10187.2,10187.2,0,5403.5,5403.5,5403.5,0,1,1,1,20795.6,20795.6,112, -nan, -nan, -nan,1,1,0,0,185.675,1,112, 5403.5 : 0, 5403.5 : 0, unconverged, unconverged, 
bcsstm04.mtx,12,0.000224571,0.000224571,0.00310709,132,132,0.822049,0.822049,0,0.172829,0.172829,0.172829,0,1,1,1,5.9214,5.9214,132, -nan, -nan, -nan,1,1,0,0,0.0448591,1,132, 0.172829 : 0, 0.172829 : 0, 1.04083e-17 : 0, -2.77556e-17 : 0, 
bcsstm05.mtx,12,0.00559131,0.00559131,0.0457657,153,153,4.66672,4.66672,0,0.927954,0.927954,0.927954,0,1,1,1,47.5474,47.5474,153, -nan, -nan, -nan,1,1,0,0,0.310767,2,153, 0.927954 : 0, 0.927954 : 0, 0.0730779 : 0, 0.0730779 : 0, 
bcsstm06.mtx,12,137283,137283,6.49E+06,420,420,67441,67441,0,7602.41,7602.41,7602.41,0,1,1,1,875379,875379,420, -nan, -nan, -nan,1,1,0,0,2084.24,2,420, unconverged, unconverged, unconverged, unconverged, 
bcsstm07.mtx,12,8847.8,8847.8,336195,7252,420,17968.5,17968.5,0,3102.71,3102.71,3102.71,0,26,2,17.2667,200113,200113,0,1,0,0,1,1,47,47,476.459,2,420, unconverged, unconverged, unconverged, unconverged, 
bcsstm08.mtx,12,1.94E+09,1.94E+09,4.87E+09,1074,1074,2.29E+06,2.29E+06,0,1.44E+06,1.44E+06,1.44E+06,0,1,1,1,5.50E+06,5.50E+06,1074, -nan, -nan, -nan,1,1,0,0,5123.81,2,1074, 1.44406e+06 : 0, 1.44406e+06 : 0, unconverged, unconverged, 
bcsstm09.mtx,12,6.19E-11,6.19E-11,1.49E-08,1083,1083,0.00492139,0.00492139,0,0.00025902,0.00025902,0.00025902,0,1,1,1,0.0935251,0.0935251,1083, -nan, -nan, -nan,1,1,0,0,8.64E-05,2,1083, 0.00025902 : 0, 0.00025902 : 0, 2.5902e-08 : 0, 2.5902e-08 : 0, 
bcsstm10.mtx,12,261095,261095,1.98E+07,22092,1086,295790,295790,0,40551.1,40551.1,40551.1,0,27,6,20.3425,6.45E+06,6.45E+06,0,1,0,0,1,1,37,37,5937.87,2,1086, 28830.9 : 0, 28830.9 : 0, unconverged, unconverged, 
bcsstm11.mtx,12,0.676512,0.676512,56.0285,1473,1473,301.02,301.02,0,31.5781,31.5781,31.5781,0,1,1,1,3450.51,3450.51,1473, -nan, -nan, -nan,1,1,0,0,2.3425,2,1473, 31.5781 : 0, 31.5781 : 0, unconverged, unconverged, 
bcsstm12.mtx,12,0.0537405,0.0537405,3.21869,19659,1473,82.4078,82.4078,0,14.8956,14.8956,14.8956,0,22,2,13.3462,874.197,874.197,0,1,0,0,1,1,649,649,0.593481,2,1473, 13.4156 : 0, 13.4156 : 0, unconverged, unconverged, 
bcsstm13.mtx,12,16.7743,16.7743,304.323,21943,2003,894.096,894.096,0,257.927,257.927,257.927,0,70,1,10.9551,11725.1,11725.1,1312,1,0,0,1,1,522,522,5.85376,1,2003, 257.927 : 0, 257.927 : 0, unconverged, unconverged, 
bcsstm19.mtx,12,1.91E+12,1.91E+12,1.31E+13,817,817,1.08E+08,1.08E+08,0,3.95E+07,3.95E+07,3.95E+07,0,1,1,1,8.69E+08,8.69E+08,817, -nan, -nan, -nan,1,1,0,0,1.06E+06,2,817, 3.95452e+07 : 0, 3.95452e+07 : 0, unconverged, unconverged, 
bcsstm20.mtx,12,4.70E+12,4.70E+12,2.02E+13,485,485,1.01E+08,1.01E+08,0,4.78E+07,4.78E+07,4.78E+07,0,1,1,1,4.15E+08,4.15E+08,485, -nan, -nan, -nan,1,1,0,0,856315,2,485, 4.77956e+07 : 0, 4.77956e+07 : 0, unconverged, unconverged, 
bcsstm21.mtx,12,5.97E-12,5.97E-12,4.79E-09,3600,3600,0.00623083,0.00623083,0,0.000146606,0.000146606,0.000146606,0,1,1,1,0.278639,0.278639,3600, -nan, -nan, -nan,1,1,0,0,7.74E-05,2,3600, 0.000146606 : 0, 0.000146606 : 0, 6.18187e-06 : 9.21124e-22, 6.18187e-06 : 0, 
bcsstm22.mtx,12,6.82E-07,6.82E-07,6.78E-06,138,138,0.0367116,0.0367116,0,0.00973767,0.00973767,0.00973767,0,1,1,1,0.238424,0.238424,138, -nan, -nan, -nan,1,1,0,0,0.00172771,2,138, 0.00973767 : 0, 0.00973767 : 0, unconverged, unconverged, 
bcsstm23.mtx,12,2.18E+10,2.18E+10,3.11E+11,3134,3134,3.73E+07,3.73E+07,0,8.27E+06,8.27E+06,8.27E+06,0,1,1,1,1.14E+09,1.14E+09,3134, -nan, -nan, -nan,1,1,0,0,363921,2,3134, 8.27035e+06 : 0, 8.27035e+06 : 0, unconverged, unconverged, 
bcsstm24.mtx,12,2.89E+08,2.89E+08,9.78E+09,3562,3562,6.27E+06,6.27E+06,0,1.02E+06,1.02E+06,1.02E+06,0,1,1,1,1.26E+08,1.26E+08,3562, -nan, -nan, -nan,1,1,0,0,35294,2,3562, 1.01535e+06 : 0, 1.01535e+06 : 0, unconverged, unconverged, 
bcsstm25.mtx,12,3.15E+13,3.15E+13,4.57E+15,15439,15439,8.58E+09,8.58E+09,0,6.98E+08,6.98E+08,6.98E+08,0,1,1,1,2.18E+11,2.18E+11,15439, -nan, -nan, -nan,1,1,0,0,1.41E+07,2,15439, 6.9771e+08 : 0, unconverged, unconverged, unconverged, 
bcsstm26.mtx,12,0.00118948,0.00118948,0.049926,1922,1922,11.4674,11.4674,0,1.5124,1.5124,1.5124,0,1,1,1,261.372,261.372,1922, -nan, -nan, -nan,1,1,0,0,0.13599,2,1922, 1.5124 : 0, 1.5124 : 0, unconverged, unconverged, 
bcsstm27.mtx,12,2851.47,2851.47,232723,56126,1224,30838.3,30838.3,0,4942.95,4942.95,4942.95,0,54,15,45.8546,574834,574834,0,1,0,0,1,1,56,56,469.636,2,1224, 3927.16 : 0, 3927.16 : 0, unconverged, unconverged, 
bcsstm34.mtx,12,0.0555249,0.0555249,0.261377,24270,588,16.6296,16.6296,0,13.9793,13.9793,13.9793,0,54,12,41.2755,75.2484,100.804,0,1,0,0,1,1,95,95,0.127974,3,588, 6.83308 : 0, 6.83308 : 0, unconverged, -2.68298 : 0, 
bcsstm35.mtx,12,2.87E-08,2.87E-08,1.32E-07,20619,30237,0.0652349,0.0652349,0,0.0318761,0.0318761,0.0318761,0,6,0,0.681913,1.01792,1.01792,14407,1,0,0,1,1,5,5,3.37E-05,2,15803, 0.0295055 : 0, 0.0295055 : 0, unconverged, unconverged, 
bcsstm36.mtx,12,1.26E-05,1.26E-05,0.00114415,320606,23052,6.54669,6.54669,0,0.853413,0.853413,0.853413,0,103,0,13.9079,415.722,415.722,0,1,0,0,1,1,19337,19337,0.0180341,2,12172, unconverged, unconverged, unconverged, unconverged, 
bcsstm37.mtx,12,5.38E-13,5.38E-13,6.16E-10,15525,25503,0.00480967,0.00480967,0,0.000117089,0.000117089,0.000117089,0,5,0,0.608752,0.43464,0.43464,13469,1,0,0,1,1,5,5,1.70E-05,2,14005, unconverged, unconverged, unconverged, unconverged, 
bcsstm38.mtx,12,36.4488,36.4488,66.9151,10485,8032,733.241,733.241,0,541.104,541.104,541.104,0,20,0,1.3054,1201.04,1201.04,3293,1,0,0,1,1,390,390,0.149531,2,5199, 541.104 : 0, 541.104 : 0, unconverged, unconverged, 
bcsstm39.mtx,12,0.0164176,0.0164176,8.31468,46772,46772,714.604,714.604,0,27.711,27.711,27.711,0,1,1,1,75466.4,75466.4,46772, -nan, -nan, -nan,1,1,0,0,1.6135,2,46772, 27.711 : 0, 27.711 : 0, unconverged, unconverged, 
b_dyn.mtx,12,778766,778767,2.94E-06,4264,1089,29135.3,20601.7,20601.7,29137.1,29166.8,14583.4,14583.4,11,1,3.91552,-0.0566834,0.0566834,4,0.000469263,0.0140779,0.985453,1,1,929,1087,-5.21E-05,-2,2, -0.953546 : 0, 0.750916 : 0.553486, unconverged, -0.953546 : 0, 
benzene.mtx,12,0.121804,0.121804,3.90707,242669,8219,2455.48,2455.48,0,58.9402,58.9402,58.9402,0,37,12,29.5254,201235,201235,0,1,0,0,1,1,2898,2898,24.4841,2,8219, 58.3937 : 0, 58.3937 : 0, unconverged, -0.729623 : 0, 
bfwa398.mtx,12,0.1409,0.106654,2.60744,3678,398,83.7971,83.6158,5.51032,11.8413,16.3145,12.5117,4.21481,23,3,9.24121,1323.12,1323.12,0,0.943293,0.0457317,0.0109756,1,1,304,304,3.32441,2,398, unconverged, unconverged, unconverged, unconverged, 
bfwa62.mtx,12,0.875961,0.64958,2.64181,450,62,30.6388,30.4424,3.4636,11.8636,15.8535,12.2924,3.97315,21,3,7.25806,183.813,183.813,0,0.814433,0.154639,0.0309278,1,1,49,49,2.96473,2,62, 9.21794 : 0, 9.21794 : 0, unconverged, -0.184433 : 0, 
bfwa782.mtx,12,0.155313,0.102654,2.22886,7514,782,128.604,128.094,11.4477,13.2597,25.7264,19.4931,7.2,24,3,9.6087,2801.11,2801.11,0,0.960487,0.0311943,0.00831848,1,1,594,594,3.58198,2,782, unconverged, unconverged, unconverged, unconverged, 
bfwb398.mtx,12,8.03E-13,8.03E-13,2.40E-11,2910,398,0.000235723,0.000235723,0,3.40E-05,3.40E-05,3.40E-05,0,13,2,7.31156,-0.00374923,0.00374923,0,1,0,0,1,1,303,303,-9.42E-06,-2,398, unconverged, unconverged, unconverged, -3.15194e-05 : 0, 
bfwb62.mtx,12,1.94E-10,1.94E-10,9.15E-10,342,62,0.000541245,0.000541245,0,0.0002125,0.0002125,0.0002125,0,13,2,5.51613,-0.00335319,0.00335319,0,1,0,0,1,1,48,48,-5.41E-05,-2,62, -0.000175772 : 0, unconverged, unconverged, -0.000175772 : 0, 
bfwb782.mtx,12,2.21E-13,2.21E-13,1.10E-11,5982,782,0.000253861,0.000253861,0,2.50E-05,2.50E-05,2.50E-05,0,13,2,7.64962,-0.00582684,0.00582684,0,1,0,0,1,1,593,593,-7.45E-06,-2,782, unconverged, unconverged, unconverged, unconverged, 
big.mtx,12,115897,115897,4.18975,91465,13209,39156.1,27705.9,27669.1,39168,39154,19603,19565,12,3,6.92445,155534,155534,0,0.999974,2.56E-05,0,1,1,12916,12916,11.7749,2,13209, 19.0057 : 279.484, 24.7738 : 0, unconverged, unconverged, 
bips07_1693.mtx,12,7.53E+35,7.53E+35,1.28E+06,49044,13275,2.00E+20,1.41E+20,1.41E+20,1.00E+20,1.00E+20,5.00E+19,5.00E+19,30,1,3.69446,-29131.5,2.29E+06,1387,0.584545,0.122217,0.293238,1,1,10901,10792,-2.19446,3,12797, 212.522 : 5.12604e+08, 2.49189e+07 : 0, unconverged, -4.14822e+09 : 0, 
bips07_1998.mtx,12,6.64E+19,6.64E+19,9.60E+06,62198,15066,2.00E+12,1.41E+12,1.41E+12,1.00E+12,1.00E+12,5.00E+11,5.00E+11,27,1,4.12837,-42323.9,7.08E+06,1517,0.668781,0.129085,0.202134,1,1,11643,11540,-2.80923,3,14586, -200014 : 0, 200014 : 0, unconverged, -200014 : 0, 
bips07_2476.mtx,12,5.93E+19,5.93E+19,8.58E+06,66498,16861,2.00E+12,1.41E+12,1.41E+12,1.00E+12,1.00E+12,5.00E+11,5.00E+11,27,1,3.94389,-56695.3,7.09E+06,1560,0.63491,0.122547,0.242543,1,1,13438,13335,-3.36251,3,16346, -200014 : 0, 200014 : 0, unconverged, -200014 : 0, 
bips07_3078.mtx,12,4.73E+19,4.73E+19,6.85E+06,75729,21128,2.00E+12,1.41E+12,1.41E+12,1.00E+12,1.00E+12,5.00E+11,5.00E+11,27,1,3.5843,-62378.3,7.10E+06,2231,0.575098,0.111039,0.313864,1,1,17705,17602,-2.9524,3,20361, 200014 : 0, 200014 : 0, unconverged, -200014 : 0, 
bips98_1142.mtx,12,1.03E+36,1.03E+36,1.75E+06,40983,9735,2.00E+20,1.41E+20,1.41E+20,1.00E+20,1.00E+20,5.00E+19,5.00E+19,30,1,4.20986,-22906.5,2.29E+06,935,0.669415,0.13264,0.197945,1,1,7684,7575,-2.35301,3,9454, -5.66658 : 3.73487e+08, 2.10564e+09 : 0, unconverged, -3.62159e+08 : 0, 
bips98_1450.mtx,12,8.84E+35,8.84E+35,1.50E+06,44678,11305,2.00E+20,1.41E+20,1.41E+20,1.00E+20,1.00E+20,5.00E+19,5.00E+19,30,1,3.95206,-26653.8,2.29E+06,1172,0.627781,0.131588,0.240632,1,1,8914,8805,-2.3577,3,10921, 4.72298e+08 : 0, 3.06925e+08 : 0, -4866.19 : 0, -9.77097e+07 : 0, 
blockqp1.mtx,12,0.22225,0.22225,0.00907699,640033,60012,775.652,775.652,0,40011,40011,40011,0,40011,2,10.6651,8012.1,8012.1,0,1,0,0,1,1,40012,40012,0.133508,2,40011, 447.836 : 0, 447.836 : 0, 0.100028 : 0, -446.636 : 0, 
bloweya.mtx,12,0.222191,0.222191,3.91945,150009,30004,629.593,629.593,0,10000,10000,10000,0,10001,2,4.99963,42000.2,42000.2,0,1,0,0,1,1,20004,20004,1.39982,2,10001, 100.098 : 0, 100.098 : 0, unconverged, -99.8975 : 0, 
bloweybl.mtx,12,0.222194,0.222194,8.89E-05,120000,30003,374.148,374.148,0,10000,10000,10000,0,10001,1,3.9996,200.02,200.02,1,1,0,0,1,1,20003,20003,0.00666667,1,20002, 100.008 : 0, 100.008 : 0, unconverged, -99.9875 : 0, 
bloweybq.mtx,12,2499.25,2499.25,2496.25,69991,10001,5017.22,5017.22,0,5000.75,5000.75,5000.75,0,10001,4,6.9984,34995.8,34995.8,0,1,0,0,1,1,10000,10000,3.49923,2,10001, 4999.75 : 0, 4999.75 : 0, unconverged, unconverged, 
bodyy4.mtx,12,22.1976,22.1976,2756.79,121938,17546,9957.91,9957.91,0,1017.88,1017.88,1017.88,0,9,3,6.94962,541578,541578,0,1,0,0,1,1,16818,16818,30.8662,2,17546, 832.222 : 0, 832.222 : 0, unconverged, unconverged, 
bodyy5.mtx,12,2016.57,2016.57,223110,129281,18589,87436.9,87436.9,0,9982.93,9982.93,9982.93,0,9,3,6.9547,3.86E+06,3.86E+06,0,1,0,0,1,1,17831,17831,207.798,2,18589, 8040.02 : 0, 8040.02 : 0, unconverged, unconverged, 
bodyy6.mtx,12,186999,186999,1.86E+07,134748,19366,800841,800841,0,98055,98055,98055,0,9,3,6.95797,3.17E+07,3.17E+07,0,1,0,0,1,1,18605,18605,1634.76,2,19366, 78142.7 : 0, 78142.7 : 0, unconverged, unconverged, 
boyd1.mtx,12,2.56E+15,2.56E+15,9.21E+06,1211231,93279,3.88E+10,3.88E+10,0,3.73E+12,3.73E+12,3.73E+12,0,93261,3,12.985,2.27E+08,2.27E+08,0,1,0,0,1,1,93269,93269,2435.97,2,93261, 2.5931e+10 : 0, 2.5931e+10 : 0, unconverged, -2.5931e+10 : 0, 
bp_0.mtx,12,95.5334,131.343,0.00121507,3276,822,977.754,691.371,691.382,543.131,617.542,369.994,369.994,266,1,3.9854,1,1,286,0.00122137,0.00793893,0.99084,1,1,516,820,0.00121655,2,1, unconverged, 10.017 : 2.43045, unconverged, -9.47965 : 3.67251, 
bp_1000.mtx,12,96.3421,131.343,0.00152467,4661,822,1118.68,791.029,791.019,543.131,510.46,319.031,319.031,308,1,5.67032,1.606,1.606,127,0.000429461,0.00901868,0.990552,1,1,795,820,0.00195377,2,4, unconverged, unconverged, unconverged, unconverged, 
bp_1200.mtx,12,96.3421,131.343,0.00274449,4726,822,1182.85,836.417,836.384,543.131,499.412,318.531,318.531,311,1,5.74939,0.607,2.607,129,0.000423729,0.00889831,0.990678,1,1,804,820,0.000738443,3,6, unconverged, unconverged, unconverged, -15.5965 : 3.69418, 
bp_1400.mtx,12,96.4988,131.343,0.00152467,4790,822,1126.71,796.72,796.694,543.131,504.594,318.853,318.853,311,1,5.82725,1.607,1.607,128,0.000417973,0.0100313,0.989551,1,1,804,820,0.00195499,2,5, unconverged, 17.5375 : 0, unconverged, -16.3651 : 5.11342, 
bp_1600.mtx,12,96.5049,131.343,0.00152562,4841,822,1131.37,800.006,799.987,543.131,507.294,325.258,325.258,304,1,5.88929,1.637,1.637,134,0.00041365,0.0103413,0.989245,1,1,804,820,0.00199148,2,6, unconverged, unconverged, unconverged, unconverged, 
bp_200.mtx,12,95.6125,131.343,0.00122132,3802,822,993.485,702.484,702.517,543.131,526.513,272.565,272.565,283,1,4.6253,1.073,1.073,200,0,0.00631579,0.993684,1,1,776,820,0.00130535,2,2, 14.7501 : 0, 14.7501 : 0, unconverged, -11.4623 : 1.08183, 
bp_400.mtx,12,72.0577,98.7503,0.00122132,4028,822,985.443,696.822,696.806,490.673,510.522,280.363,280.363,295,1,4.90024,1.073,1.073,169,0.000496771,0.00496771,0.994536,1,1,795,820,0.00130535,2,2, unconverged, 12.7088 : 0, unconverged, -11.3804 : 3.35722, 
bp_600.mtx,12,96.3421,131.343,0.00122132,4172,822,1059.59,749.263,749.226,543.131,517.901,319.031,319.031,302,1,5.07543,1.073,1.073,163,0.000479616,0.0057554,0.993765,1,1,795,820,0.00130535,2,2, 14.1466 : 0, 14.1466 : 0, unconverged, -13.0779 : 1.95024, 
bp_800.mtx,12,96.4988,131.343,0.00163244,4534,822,1082.95,765.771,765.753,543.131,504.594,319.353,319.353,304,1,5.51582,1.722,1.722,138,0.000441501,0.00485651,0.994702,1,1,795,820,0.00209489,2,4, unconverged, unconverged, unconverged, -13.6752 : 3.35086, 
brainpc2.mtx,12,649.666,649.666,18730.8,179395,27607,235959,235959,0,7379.24,7379.24,7379.24,0,13799,1,6.49817,157278,157278,1,1,0,0,1,1,20707,20707,5.69705,2,13807, 4464.85 : 0, 4464.85 : 0, unconverged, unconverged, 
bratu3d.mtx,12,0.00150613,0.00150613,0.00435772,173796,27792,1009.32,1009.32,0,11.9882,11.9882,11.9882,0,7,1,6.25345,691.6,691.6,284,1,0,0,1,1,26687,26687,0.0248849,2,3458, unconverged, unconverged, unconverged, unconverged, 
bundle1.mtx,12,3.89E+21,3.89E+21,5.05E+22,770901,10581,2.36E+13,2.36E+13,0,1.63E+13,1.63E+13,1.63E+13,0,1711,17,72.8571,4.37E+14,4.37E+14,0,1,0,0,1,1,10461,10461,4.13E+10,2,10581, 6.429e+12 : 0, 6.429e+12 : 0, unconverged, unconverged, 
bwm2000.mtx,12,2.78E+06,2.78E+06,2.32E+08,7996,2000,2.64E+06,2.64E+06,211.308,121830,121828,121825,4.725,4,3,3.998,-9.14E+07,9.14E+07,0,0.666444,0.333556,0,1,1,1000,1000,-45685.5,-2,2000, unconverged, unconverged, unconverged, unconverged, 
bwm200.mtx,12,2856.94,2857.01,22744.1,796,200,8460.08,8459.81,66.8216,1241.29,1239.84,1236.57,4.725,4,3,3.98,-92976.9,92976.9,0,0.66443,0.33557,0,1,1,100,100,-464.885,-2,200, unconverged, unconverged, unconverged, unconverged, 
c-18.mtx,12,1.89E+08,1.89E+08,2.46E+08,15145,2169,731495,731495,0,641046,641046,641046,0,170,2,6.98248,1.61E+06,1.61E+06,0,1,0,0,1,1,2168,2168,743.62,3,2169, 641045 : 0, 641045 : 0, unconverged, unconverged, 
c-19.mtx,12,145995,145995,257924,21817,2327,25127.8,25127.8,0,18505.3,18505.3,18505.3,0,362,2,9.37559,268621,268621,0,1,0,0,1,1,2316,2316,115.437,3,2327, 18435.7 : 0, 18435.7 : 0, unconverged, unconverged, 
c-20.mtx,12,9.20E+10,9.20E+10,9.23E+10,22685,2921,1.64E+07,1.64E+07,0,1.64E+07,1.64E+07,1.64E+07,0,158,2,7.76618,1.76E+07,1.76E+07,0,1,0,0,1,1,2890,2890,6022.34,3,2921, 1.63967e+07 : 0, 1.63967e+07 : 0, unconverged, unconverged, 
c-21.mtx,12,10161.9,10161.9,23370.7,32157,3509,9101.17,9101.17,0,5973.28,5973.28,5973.28,0,451,2,9.16415,48463.6,48463.6,0,1,0,0,1,1,3284,3284,13.8112,3,3509, 5972.28 : 0, 5972.28 : 0, unconverged, unconverged, 
c-22.mtx,12,1.09E+06,1.09E+06,6.08E+06,28872,3792,152108,152108,0,64187.3,64187.3,64187.3,0,208,2,7.61392,550715,550715,0,1,0,0,1,1,3791,3791,145.231,3,3792, 64186.3 : 0, 64186.3 : 0, unconverged, unconverged, 
c-23.mtx,12,298.874,298.874,8480.16,31079,3969,5982.78,5982.78,0,1214.7,1214.7,1214.7,0,655,2,7.83044,70776.1,70776.1,0,1,0,0,1,1,3930,3930,17.8322,3,3969, 1089.71 : 0, 1089.71 : 0, unconverged, -91.5217 : 0, 
c-24.mtx,12,634091,634091,753960,35699,4119,55785.8,55785.8,0,51113.2,51113.2,51113.2,0,232,2,8.66691,162814,162814,0,1,0,0,1,1,4010,4010,39.5276,3,4119, 51112.2 : 0, 51112.2 : 0, unconverged, unconverged, 
c-25.mtx,12,1173,1173,8967.34,49635,3797,6074.3,6074.3,0,2111.7,2111.7,2111.7,0,600,2,13.0722,99286,99286,0,1,0,0,1,1,3706,3706,26.1485,3,3797, 2110.7 : 0, 2110.7 : 0, unconverged, unconverged, 
c-26.mtx,12,6.25E+07,6.25E+07,6.34E+07,34537,4307,522728,522728,0,518814,518814,518814,0,438,2,8.01881,691471,691471,0,1,0,0,1,1,4204,4204,160.546,3,4307, 518813 : 0, 518813 : 0, unconverged, unconverged, 
c-27.mtx,12,80661.5,80661.5,359119,31375,4563,40512.6,40512.6,0,19188,19188,19188,0,369,2,6.87596,108677,108677,0,1,0,0,1,1,4525,4525,23.8171,3,4563, 19187 : 0, 19187 : 0, unconverged, unconverged, 
c-28.mtx,12,1.89E+09,1.89E+09,1.96E+09,30590,4598,3.00E+06,3.00E+06,0,2.95E+06,2.95E+06,2.95E+06,0,386,2,6.65289,3.85E+06,3.85E+06,0,1,0,0,1,1,4597,4597,838.151,3,4598, 2.94753e+06 : 0, 2.94753e+06 : 0, unconverged, unconverged, 
c-29.mtx,12,9.86E+08,9.86E+08,9.86E+08,43731,5033,2.23E+06,2.23E+06,0,2.23E+06,2.23E+06,2.23E+06,0,481,2,8.68885,2.50E+06,2.50E+06,0,1,0,0,1,1,5024,5024,497.367,3,5033, 2.22805e+06 : 0, 2.22805e+06 : 0, unconverged, unconverged, 
c-30.mtx,12,4.12E+09,4.12E+09,8.24E+09,65693,5321,6.62E+06,6.62E+06,0,4.68E+06,4.68E+06,4.68E+06,0,2110,2,12.346,9.39E+06,9.39E+06,0,1,0,0,1,1,5320,5320,1764.36,3,5321, 4.68199e+06 : 0, 4.68199e+06 : 0, unconverged, -320.795 : 0, 
c-31.mtx,12,565244,565244,745761,78571,5339,63133.1,63133.1,0,54941,54941,54941,0,458,2,14.7164,147810,147810,0,1,0,0,1,1,5304,5304,27.6849,3,5339, 54940 : 0, 54940 : 0, unconverged, -75.2796 : 0, 
c-32.mtx,12,8207.52,8207.52,538585,54471,5975,57193.8,57193.8,0,7004.44,7004.44,7004.44,0,1986,2,9.11649,557397,557397,0,1,0,0,1,1,5974,5974,93.2882,3,5975, 7003.44 : 0, 7003.44 : 0, unconverged, -549 : 0, 
c-33.mtx,12,6.62E+06,6.62E+06,6.87E+06,56123,6317,208415,208415,0,205057,205057,205057,0,986,2,8.88444,332067,332067,0,1,0,0,1,1,6300,6300,52.5672,3,6317, 204541 : 0, 204541 : 0, unconverged, -216.307 : 0, 
c-34.mtx,12,453.103,453.103,461.141,64333,6611,1796.47,1796.47,0,1731.87,1731.87,1731.87,0,862,2,9.73121,4470.83,4470.83,0,1,0,0,1,1,6595,6595,0.676272,3,6611, 1730.87 : 0, 1730.87 : 0, unconverged, -50.9856 : 0, 
c-35.mtx,12,53163.1,53163.1,177437,62891,6537,35508.5,35508.5,0,18710.9,18710.9,18710.9,0,964,2,9.62077,809966,809966,0,1,0,0,1,1,6389,6389,123.905,3,6537, 18643.5 : 0, 18643.5 : 0, unconverged, unconverged, 
c-36.mtx,12,10214.9,10214.9,37059.7,65941,7479,16681.1,16681.1,0,8742.12,8742.12,8742.12,0,674,2,8.81682,83303.3,83303.3,0,1,0,0,1,1,7474,7474,11.1383,3,7479, 8741.12 : 0, 8741.12 : 0, unconverged, -173.824 : 0, 
c-37.mtx,12,236915,236915,715303,74676,8204,76694.9,76694.9,0,44090.6,44090.6,44090.6,0,652,2,9.10239,335446,335446,0,1,0,0,1,1,8203,8203,40.8881,3,8204, 44089.6 : 0, 44089.6 : 0, unconverged, unconverged, 
c-38.mtx,12,45.5323,45.5323,225.188,77689,8127,1775.91,1775.91,0,1681,1681,1681,0,889,2,9.55937,17427,17427,0,1,0,0,1,1,8031,8031,2.14433,3,8127, 608.348 : 0, 608.348 : 0, unconverged, -108.988 : 0, 
c-39.mtx,12,6.88E+06,6.88E+06,7.08E+06,136811,9271,256225,256225,0,252568,252568,252568,0,668,2,14.7569,388515,388515,0,1,0,0,1,1,9188,9188,41.9065,3,9271, 252567 : 0, 252567 : 0, unconverged, unconverged, 
c-40.mtx,12,216.426,216.426,2849.49,81501,9941,5421.99,5421.99,0,3627.23,3627.23,3627.23,0,1619,2,8.19847,48782.9,48782.9,0,1,0,0,1,1,9932,9932,4.90724,3,9941, 1470.33 : 0, 1470.33 : 0, unconverged, -336.723 : 0, 
