% Generated on 2015-06-09 12:13:09,  dyna6-73.cs.uoregon.edu: /Users/norris/research/lighthouse/lighthouse-git/sandbox/petsc/scripts/anamod2arff.py, Command: "../scripts/anamod2arff.py -f ../anamod-features -p ../timing/bgq -n solvers_anamod -s -b 5"
@RELATION petsc_data
@ATTRIBUTE lambda-max-by-magnitude-im NUMERIC
@ATTRIBUTE right-bandwidth NUMERIC
@ATTRIBUTE n-nonzero-diags NUMERIC
@ATTRIBUTE n-dummy-rows NUMERIC
@ATTRIBUTE blocksize NUMERIC
@ATTRIBUTE max-nnzeros-per-row NUMERIC
@ATTRIBUTE diag-definite NUMERIC
@ATTRIBUTE avgnnzprow NUMERIC
@ATTRIBUTE lambda-max-by-magnitude-re NUMERIC
@ATTRIBUTE ellipse-cy NUMERIC
@ATTRIBUTE nnzup NUMERIC
@ATTRIBUTE ruhe75-bound NUMERIC
@ATTRIBUTE avg-diag-dist NUMERIC
@ATTRIBUTE nnz NUMERIC
@ATTRIBUTE lambda-min-by-magnitude-re NUMERIC
@ATTRIBUTE lambda-max-by-im-part-im NUMERIC
@ATTRIBUTE left-bandwidth NUMERIC
@ATTRIBUTE norm1 NUMERIC
@ATTRIBUTE sigma-min NUMERIC
@ATTRIBUTE upband NUMERIC
@ATTRIBUTE nnzeros NUMERIC
@ATTRIBUTE lambda-min-by-magnitude-im NUMERIC
@ATTRIBUTE diagonal-average NUMERIC
@ATTRIBUTE diagonal-dominance NUMERIC
@ATTRIBUTE dummy-rows NUMERIC
@ATTRIBUTE ritz-values-r NUMERIC
@ATTRIBUTE nnzlow NUMERIC
@ATTRIBUTE colours NUMERIC
@ATTRIBUTE lambda-max-by-im-part-re NUMERIC
@ATTRIBUTE col-variability NUMERIC
@ATTRIBUTE trace-abs NUMERIC
@ATTRIBUTE ritz-values-c NUMERIC
@ATTRIBUTE diag-zerostart NUMERIC
@ATTRIBUTE loband NUMERIC
@ATTRIBUTE positive-fraction NUMERIC
@ATTRIBUTE trace NUMERIC
@ATTRIBUTE min-nnzeros-per-row NUMERIC
@ATTRIBUTE diagonal-sign NUMERIC
@ATTRIBUTE row-variability NUMERIC
@ATTRIBUTE nrows NUMERIC
@ATTRIBUTE colour-offsets NUMERIC
@ATTRIBUTE n-colours NUMERIC
@ATTRIBUTE diagonal-variance NUMERIC
@ATTRIBUTE departure NUMERIC
@ATTRIBUTE dummy-rows-kind NUMERIC
@ATTRIBUTE kappa NUMERIC
@ATTRIBUTE sigma-max NUMERIC
@ATTRIBUTE colour-set-sizes NUMERIC
@ATTRIBUTE sigma-diag-dist NUMERIC
@ATTRIBUTE n-ritz-values NUMERIC
@ATTRIBUTE ellipse-ax NUMERIC
@ATTRIBUTE ellipse-ay NUMERIC
@ATTRIBUTE ellipse-cx NUMERIC
@ATTRIBUTE normF NUMERIC
@ATTRIBUTE normInf NUMERIC
@ATTRIBUTE lambda-max-by-real-part-im NUMERIC
@ATTRIBUTE lambda-max-by-real-part-re NUMERIC
@ATTRIBUTE nnzdia NUMERIC
@ATTRIBUTE avgdistfromdiag NUMERIC
@ATTRIBUTE solver {89565283,8793455,90197667,49598909,91036839,45869639,45869638,45869637,47942867,89269802,89269803,89269801,89269804,59072883,59072882,59072881,7285381,7285384,59072884,49598911,49598910,49598912,30870721,36025723,36025722,53302993,30870720,64278029,36025724,44526267,8793454,8793456,8793453,17734818,32168839,32168838,57331597,95762352,57331599,57331598,32168837,88865078,88865079,49834417,49834419,49834418,88865076,88865077,11256942,11256943,11256941,42851841,11256944,31459546,17887723,91845162,53362206,95762355,12321508,75830644,57331600,43373444,95762353,43373441,43373442,43373443,91068411,91068410,5890861,85483012,5890863,5890862,18868444,18868441,18868443,18868442,91068408,47942864,47942865,47942866,91068409,8520536,5890860,82456576,29030069,95762354,90783920,99720138,29030071,29030070,29030072,85490469,30870723,30870722,26415435,26415434,26415433,26415432,13323659,45869640,36564233,68908713,7285382,36564232,7285383,75830645,36564234,81986705,29553941,29553943,29553942,69654761,29553944,69654763,69654762,32874609,32168840,90197664,90197665,90197666,69654760,37052870,37052871,19932321,19932323,19932322,19932324,80361466,80361467,80361464,80361465,49834420,1216556,38678404,38678401,38678402,38678403,32874611,32874610,32874612,44114477,44114476,44114479,44114478,36564235,36025721,75830647,75830646,85490471,85490470,85490472,18524981,37052869,37052868}
@ATTRIBUTE class {good,bad}
@DATA
?,6527,2929,?,57,68,?,5,-1.068887,?,8207,1136620.0,1711.529,38692,-5.018548e-06,?,6528,949602.7,1136623.0,6527,38692,?,2026.361,-2563731.0,?,?,23711,?,1.0,10.7586,13726570.0,?,6774,6528,0.5528455,9749812.0,2,?,10.7586,6774,?,10,32283.26,6886530.0,?,237587.1,1265421.0,?,7278564.0,123,360839.4,5.51209,258796.5,7383228.0,2563734.0,?,619635.9,6774,5,59072882,bad
?,6527,2929,?,57,68,?,5,-1.068887,?,8207,1136620.0,1711.529,38692,-5.018548e-06,?,6528,949602.7,1136623.0,6527,38692,?,2026.361,-2563731.0,?,?,23711,?,1.0,10.7586,13726570.0,?,6774,6528,0.5528455,9749812.0,2,?,10.7586,6774,?,10,32283.26,6886530.0,?,237587.1,1265421.0,?,7278564.0,123,360839.4,5.51209,258796.5,7383228.0,2563734.0,?,619635.9,6774,5,30870720,bad
?,6527,2929,?,57,68,?,5,-1.068887,?,8207,1136620.0,1711.529,38692,-5.018548e-06,?,6528,949602.7,1136623.0,6527,38692,?,2026.361,-2563731.0,?,?,23711,?,1.0,10.7586,13726570.0,?,6774,6528,0.5528455,9749812.0,2,?,10.7586,6774,?,10,32283.26,6886530.0,?,237587.1,1265421.0,?,7278564.0,123,360839.4,5.51209,258796.5,7383228.0,2563734.0,?,619635.9,6774,5,64278029,bad
?,6527,2929,?,57,68,?,5,-1.068887,?,8207,1136620.0,1711.529,38692,-5.018548e-06,?,6528,949602.7,1136623.0,6527,38692,?,2026.361,-2563731.0,?,?,23711,?,1.0,10.7586,13726570.0,?,6774,6528,0.5528455,9749812.0,2,?,10.7586,6774,?,10,32283.26,6886530.0,?,237587.1,1265421.0,?,7278564.0,123,360839.4,5.51209,258796.5,7383228.0,2563734.0,?,619635.9,6774,5,91068410,bad
?,6527,2929,?,57,68,?,5,-1.068887,?,8207,1136620.0,1711.529,38692,-5.018548e-06,?,6528,949602.7,1136623.0,6527,38692,?,2026.361,-2563731.0,?,?,23711,?,1.0,10.7586,13726570.0,?,6774,6528,0.5528455,9749812.0,2,?,10.7586,6774,?,10,32283.26,6886530.0,?,237587.1,1265421.0,?,7278564.0,123,360839.4,5.51209,258796.5,7383228.0,2563734.0,?,619635.9,6774,5,18868441,bad
?,6527,2929,?,57,68,?,5,-1.068887,?,8207,1136620.0,1711.529,38692,-5.018548e-06,?,6528,949602.7,1136623.0,6527,38692,?,2026.361,-2563731.0,?,?,23711,?,1.0,10.7586,13726570.0,?,6774,6528,0.5528455,9749812.0,2,?,10.7586,6774,?,10,32283.26,6886530.0,?,237587.1,1265421.0,?,7278564.0,123,360839.4,5.51209,258796.5,7383228.0,2563734.0,?,619635.9,6774,5,47942865,bad
?,6527,2929,?,57,68,?,5,-1.068887,?,8207,1136620.0,1711.529,38692,-5.018548e-06,?,6528,949602.7,1136623.0,6527,38692,?,2026.361,-2563731.0,?,?,23711,?,1.0,10.7586,13726570.0,?,6774,6528,0.5528455,9749812.0,2,?,10.7586,6774,?,10,32283.26,6886530.0,?,237587.1,1265421.0,?,7278564.0,123,360839.4,5.51209,258796.5,7383228.0,2563734.0,?,619635.9,6774,5,47942866,bad
?,6527,2929,?,57,68,?,5,-1.068887,?,8207,1136620.0,1711.529,38692,-5.018548e-06,?,6528,949602.7,1136623.0,6527,38692,?,2026.361,-2563731.0,?,?,23711,?,1.0,10.7586,13726570.0,?,6774,6528,0.5528455,9749812.0,2,?,10.7586,6774,?,10,32283.26,6886530.0,?,237587.1,1265421.0,?,7278564.0,123,360839.4,5.51209,258796.5,7383228.0,2563734.0,?,619635.9,6774,5,26415433,bad
?,6527,2929,?,57,68,?,5,-1.068887,?,8207,1136620.0,1711.529,38692,-5.018548e-06,?,6528,949602.7,1136623.0,6527,38692,?,2026.361,-2563731.0,?,?,23711,?,1.0,10.7586,13726570.0,?,6774,6528,0.5528455,9749812.0,2,?,10.7586,6774,?,10,32283.26,6886530.0,?,237587.1,1265421.0,?,7278564.0,123,360839.4,5.51209,258796.5,7383228.0,2563734.0,?,619635.9,6774,5,13323659,bad
?,6527,2929,?,57,68,?,5,-1.068887,?,8207,1136620.0,1711.529,38692,-5.018548e-06,?,6528,949602.7,1136623.0,6527,38692,?,2026.361,-2563731.0,?,?,23711,?,1.0,10.7586,13726570.0,?,6774,6528,0.5528455,9749812.0,2,?,10.7586,6774,?,10,32283.26,6886530.0,?,237587.1,1265421.0,?,7278564.0,123,360839.4,5.51209,258796.5,7383228.0,2563734.0,?,619635.9,6774,5,68908713,bad
?,6527,2929,?,57,68,?,5,-1.068887,?,8207,1136620.0,1711.529,38692,-5.018548e-06,?,6528,949602.7,1136623.0,6527,38692,?,2026.361,-2563731.0,?,?,23711,?,1.0,10.7586,13726570.0,?,6774,6528,0.5528455,9749812.0,2,?,10.7586,6774,?,10,32283.26,6886530.0,?,237587.1,1265421.0,?,7278564.0,123,360839.4,5.51209,258796.5,7383228.0,2563734.0,?,619635.9,6774,5,36564232,bad
?,6527,2929,?,57,68,?,5,-1.068887,?,8207,1136620.0,1711.529,38692,-5.018548e-06,?,6528,949602.7,1136623.0,6527,38692,?,2026.361,-2563731.0,?,?,23711,?,1.0,10.7586,13726570.0,?,6774,6528,0.5528455,9749812.0,2,?,10.7586,6774,?,10,32283.26,6886530.0,?,237587.1,1265421.0,?,7278564.0,123,360839.4,5.51209,258796.5,7383228.0,2563734.0,?,619635.9,6774,5,80361466,bad
?,6527,2929,?,57,68,?,5,-1.068887,?,8207,1136620.0,1711.529,38692,-5.018548e-06,?,6528,949602.7,1136623.0,6527,38692,?,2026.361,-2563731.0,?,?,23711,?,1.0,10.7586,13726570.0,?,6774,6528,0.5528455,9749812.0,2,?,10.7586,6774,?,10,32283.26,6886530.0,?,237587.1,1265421.0,?,7278564.0,123,360839.4,5.51209,258796.5,7383228.0,2563734.0,?,619635.9,6774,5,38678401,bad
?,6527,2929,?,57,68,?,5,-1.068887,?,8207,1136620.0,1711.529,38692,-5.018548e-06,?,6528,949602.7,1136623.0,6527,38692,?,2026.361,-2563731.0,?,?,23711,?,1.0,10.7586,13726570.0,?,6774,6528,0.5528455,9749812.0,2,?,10.7586,6774,?,10,32283.26,6886530.0,?,237587.1,1265421.0,?,7278564.0,123,360839.4,5.51209,258796.5,7383228.0,2563734.0,?,619635.9,6774,5,44114476,bad
?,100,9,?,99,9,1,8,56267.25,?,38612,46646.47,66.22222,87025,100.4695,?,100,84152.5,46646.78,100,87025,?,1666.789,-0.07760163,?,?,38612,?,56267.25,1.096194,16336200.0,?,9801,100,1.0,16336200.0,4,2,1.393384,9801,?,8,3565.913,8408.434,?,179235.1,56316.53,?,10920.05,30,28133.47,?,28133.78,411735.3,84152.58,?,56267.25,9801,8,89565283,bad
?,100,9,?,99,9,1,8,56267.25,?,38612,46646.47,66.22222,87025,100.4695,?,100,84152.5,46646.78,100,87025,?,1666.789,-0.07760163,?,?,38612,?,56267.25,1.096194,16336200.0,?,9801,100,1.0,16336200.0,4,2,1.393384,9801,?,8,3565.913,8408.434,?,179235.1,56316.53,?,10920.05,30,28133.47,?,28133.78,411735.3,84152.58,?,56267.25,9801,8,18868441,good
?,100,9,?,99,9,1,8,56403.24,?,38612,46810.06,66.22222,87025,79.79329,?,100,84463.15,46810.37,100,87025,?,1667.223,-12.88893,?,?,38612,?,56403.24,1.096194,16340450.0,?,9801,100,1.0,16340450.0,4,2,1.393384,9801,?,8,3569.828,8436.874,?,179668.7,56450.71,?,10920.05,30,28201.46,?,28201.78,412120.8,84476.04,?,56403.24,9801,8,89565283,bad
?,100,9,?,99,9,1,8,427.1599,?,38612,345.8087,66.22222,87025,3.75581,?,100,675.1248,345.8122,100,87025,?,9.741228,-2.830544,?,?,38612,?,427.1599,1.192953,95473.78,?,9801,100,1.0,95473.78,4,2,1.356471,9801,?,8,22.17429,81.15664,?,122483.7,427.303,?,10920.05,31,213.5782,?,213.5817,2529.861,676.6892,?,427.1599,9801,8,89565283,bad
?,6527,2929,?,57,68,?,5,2.0,?,8207,168.3498,1711.529,38692,-0.6577911,?,6528,386.2931,172.3305,6527,38692,?,3.360932,-250.0158,?,?,23711,?,1.0,4.707724,22766.95,?,6774,6528,0.9777778,20470.68,2,?,4.817186,6774,?,10,15.46459,720.3709,?,64.30901,256.1053,?,7278564.0,45,129.9904,2.135964,126.0096,1488.598,336.0388,?,256.0,6774,5,89565283,bad
?,6527,2929,?,57,68,?,5,2.0,?,8207,168.3498,1711.529,38692,-0.6577911,?,6528,386.2931,172.3305,6527,38692,?,3.360932,-250.0158,?,?,23711,?,1.0,4.707724,22766.95,?,6774,6528,0.9777778,20470.68,2,?,4.817186,6774,?,10,15.46459,720.3709,?,64.30901,256.1053,?,7278564.0,45,129.9904,2.135964,126.0096,1488.598,336.0388,?,256.0,6774,5,59072882,bad
?,6527,2929,?,57,68,?,5,2.0,?,8207,168.3498,1711.529,38692,-0.6577911,?,6528,386.2931,172.3305,6527,38692,?,3.360932,-250.0158,?,?,23711,?,1.0,4.707724,22766.95,?,6774,6528,0.9777778,20470.68,2,?,4.817186,6774,?,10,15.46459,720.3709,?,64.30901,256.1053,?,7278564.0,45,129.9904,2.135964,126.0096,1488.598,336.0388,?,256.0,6774,5,30870720,bad
?,6527,2929,?,57,68,?,5,2.0,?,8207,168.3498,1711.529,38692,-0.6577911,?,6528,386.2931,172.3305,6527,38692,?,3.360932,-250.0158,?,?,23711,?,1.0,4.707724,22766.95,?,6774,6528,0.9777778,20470.68,2,?,4.817186,6774,?,10,15.46459,720.3709,?,64.30901,256.1053,?,7278564.0,45,129.9904,2.135964,126.0096,1488.598,336.0388,?,256.0,6774,5,64278029,bad
?,6527,2929,?,57,68,?,5,2.0,?,8207,168.3498,1711.529,38692,-0.6577911,?,6528,386.2931,172.3305,6527,38692,?,3.360932,-250.0158,?,?,23711,?,1.0,4.707724,22766.95,?,6774,6528,0.9777778,20470.68,2,?,4.817186,6774,?,10,15.46459,720.3709,?,64.30901,256.1053,?,7278564.0,45,129.9904,2.135964,126.0096,1488.598,336.0388,?,256.0,6774,5,91068410,bad
?,6527,2929,?,57,68,?,5,2.0,?,8207,168.3498,1711.529,38692,-0.6577911,?,6528,386.2931,172.3305,6527,38692,?,3.360932,-250.0158,?,?,23711,?,1.0,4.707724,22766.95,?,6774,6528,0.9777778,20470.68,2,?,4.817186,6774,?,10,15.46459,720.3709,?,64.30901,256.1053,?,7278564.0,45,129.9904,2.135964,126.0096,1488.598,336.0388,?,256.0,6774,5,18868441,bad
?,6527,2929,?,57,68,?,5,2.0,?,8207,168.3498,1711.529,38692,-0.6577911,?,6528,386.2931,172.3305,6527,38692,?,3.360932,-250.0158,?,?,23711,?,1.0,4.707724,22766.95,?,6774,6528,0.9777778,20470.68,2,?,4.817186,6774,?,10,15.46459,720.3709,?,64.30901,256.1053,?,7278564.0,45,129.9904,2.135964,126.0096,1488.598,336.0388,?,256.0,6774,5,47942865,bad
?,6527,2929,?,57,68,?,5,2.0,?,8207,168.3498,1711.529,38692,-0.6577911,?,6528,386.2931,172.3305,6527,38692,?,3.360932,-250.0158,?,?,23711,?,1.0,4.707724,22766.95,?,6774,6528,0.9777778,20470.68,2,?,4.817186,6774,?,10,15.46459,720.3709,?,64.30901,256.1053,?,7278564.0,45,129.9904,2.135964,126.0096,1488.598,336.0388,?,256.0,6774,5,47942866,bad
?,6527,2929,?,57,68,?,5,2.0,?,8207,168.3498,1711.529,38692,-0.6577911,?,6528,386.2931,172.3305,6527,38692,?,3.360932,-250.0158,?,?,23711,?,1.0,4.707724,22766.95,?,6774,6528,0.9777778,20470.68,2,?,4.817186,6774,?,10,15.46459,720.3709,?,64.30901,256.1053,?,7278564.0,45,129.9904,2.135964,126.0096,1488.598,336.0388,?,256.0,6774,5,26415433,bad
?,6527,2929,?,57,68,?,5,2.0,?,8207,168.3498,1711.529,38692,-0.6577911,?,6528,386.2931,172.3305,6527,38692,?,3.360932,-250.0158,?,?,23711,?,1.0,4.707724,22766.95,?,6774,6528,0.9777778,20470.68,2,?,4.817186,6774,?,10,15.46459,720.3709,?,64.30901,256.1053,?,7278564.0,45,129.9904,2.135964,126.0096,1488.598,336.0388,?,256.0,6774,5,13323659,bad
?,6527,2929,?,57,68,?,5,2.0,?,8207,168.3498,1711.529,38692,-0.6577911,?,6528,386.2931,172.3305,6527,38692,?,3.360932,-250.0158,?,?,23711,?,1.0,4.707724,22766.95,?,6774,6528,0.9777778,20470.68,2,?,4.817186,6774,?,10,15.46459,720.3709,?,64.30901,256.1053,?,7278564.0,45,129.9904,2.135964,126.0096,1488.598,336.0388,?,256.0,6774,5,68908713,bad
?,6527,2929,?,57,68,?,5,2.0,?,8207,168.3498,1711.529,38692,-0.6577911,?,6528,386.2931,172.3305,6527,38692,?,3.360932,-250.0158,?,?,23711,?,1.0,4.707724,22766.95,?,6774,6528,0.9777778,20470.68,2,?,4.817186,6774,?,10,15.46459,720.3709,?,64.30901,256.1053,?,7278564.0,45,129.9904,2.135964,126.0096,1488.598,336.0388,?,256.0,6774,5,36564232,bad
?,6527,2929,?,57,68,?,5,2.0,?,8207,168.3498,1711.529,38692,-0.6577911,?,6528,386.2931,172.3305,6527,38692,?,3.360932,-250.0158,?,?,23711,?,1.0,4.707724,22766.95,?,6774,6528,0.9777778,20470.68,2,?,4.817186,6774,?,10,15.46459,720.3709,?,64.30901,256.1053,?,7278564.0,45,129.9904,2.135964,126.0096,1488.598,336.0388,?,256.0,6774,5,29553944,bad
?,6527,2929,?,57,68,?,5,2.0,?,8207,168.3498,1711.529,38692,-0.6577911,?,6528,386.2931,172.3305,6527,38692,?,3.360932,-250.0158,?,?,23711,?,1.0,4.707724,22766.95,?,6774,6528,0.9777778,20470.68,2,?,4.817186,6774,?,10,15.46459,720.3709,?,64.30901,256.1053,?,7278564.0,45,129.9904,2.135964,126.0096,1488.598,336.0388,?,256.0,6774,5,80361466,bad
?,6527,2929,?,57,68,?,5,2.0,?,8207,168.3498,1711.529,38692,-0.6577911,?,6528,386.2931,172.3305,6527,38692,?,3.360932,-250.0158,?,?,23711,?,1.0,4.707724,22766.95,?,6774,6528,0.9777778,20470.68,2,?,4.817186,6774,?,10,15.46459,720.3709,?,64.30901,256.1053,?,7278564.0,45,129.9904,2.135964,126.0096,1488.598,336.0388,?,256.0,6774,5,38678401,bad
?,6527,2929,?,57,68,?,5,2.0,?,8207,168.3498,1711.529,38692,-0.6577911,?,6528,386.2931,172.3305,6527,38692,?,3.360932,-250.0158,?,?,23711,?,1.0,4.707724,22766.95,?,6774,6528,0.9777778,20470.68,2,?,4.817186,6774,?,10,15.46459,720.3709,?,64.30901,256.1053,?,7278564.0,45,129.9904,2.135964,126.0096,1488.598,336.0388,?,256.0,6774,5,44114476,bad
?,5726,1737,?,1,7,?,4,3361.548,?,39434,728928400.0,4480.759,79834,3361.548,?,15713,929504400.0,97440740.0,5726,79834,?,?,-763132100.0,?,?,23972,?,3361.548,7.426279,?,?,?,15713,0.5241379,?,2,10,5.294551,16428,?,5,?,1170888000.0,?,1.709329,728932200.0,?,68914140.0,145,3613.923,3634.496,-78.96795,1170888000.0,763132100.0,?,3361.548,16428,4,89565283,good
?,4052,1461,?,1,7,?,4,-314.594,?,27110,290107900.0,3137.309,55738,-314.594,?,10937,366869700.0,52024770.0,4052,55738,?,?,-304505200.0,?,?,17096,?,971.1612,7.027274,?,?,?,10937,0.4958333,?,2,10,4.933308,11532,?,5,?,457184900.0,?,1.364181,290109000.0,?,33676850.0,240,1131.827,1063.404,21.61574,457184900.0,304505200.0,?,971.1612,11532,4,89565283,bad
?,4052,1461,?,1,7,?,4,-314.594,?,27110,290107900.0,3137.309,55738,-314.594,?,10937,366869700.0,52024770.0,4052,55738,?,?,-304505200.0,?,?,17096,?,971.1612,7.027274,?,?,?,10937,0.4958333,?,2,10,4.933308,11532,?,5,?,457184900.0,?,1.364181,290109000.0,?,33676850.0,240,1131.827,1063.404,21.61574,457184900.0,304505200.0,?,971.1612,11532,4,30870720,good
?,4052,1461,?,1,7,?,4,-314.594,?,27110,290107900.0,3137.309,55738,-314.594,?,10937,366869700.0,52024770.0,4052,55738,?,?,-304505200.0,?,?,17096,?,971.1612,7.027274,?,?,?,10937,0.4958333,?,2,10,4.933308,11532,?,5,?,457184900.0,?,1.364181,290109000.0,?,33676850.0,240,1131.827,1063.404,21.61574,457184900.0,304505200.0,?,971.1612,11532,4,91068410,bad
?,256,459,1,20,82,?,23,-808.1069,?,88303,727.1585,813.4031,98213,1.0,?,3934,2086.87,88.26804,256,98213,?,0.9369409,-4497.982,?,?,5776,?,3.773655,5.173044,3873.314,?,4134,3934,0.09836066,-3835.747,1,?,6.190687,4134,?,22,19.12173,1557.521,?,553.3918,1535.265,?,4126025.0,61,405.9403,1.456997,-402.1666,2060.921,4497.982,?,3.773655,4134,23,89565283,good
?,242,406,1,15,62,?,18,-712.3087,?,53892,482.8417,541.0123,59920,1.0,?,2986,1645.075,37.27685,242,59920,?,0.6574629,-2673.767,?,?,2830,?,12.28778,6.366517,2102.566,?,3198,2986,0.1320755,-2012.996,1,?,7.588062,3198,?,16,14.86605,1225.948,?,247.0458,1195.15,?,1775019.0,53,362.2983,2.883045,-350.0105,1574.962,2673.767,?,12.28778,3198,18,89565283,good
?,242,406,1,15,62,?,18,-712.3087,?,53892,482.8417,541.0123,59920,1.0,?,2986,1645.075,37.27685,242,59920,?,0.6574629,-2673.767,?,?,2830,?,12.28778,6.366517,2102.566,?,3198,2986,0.1320755,-2012.996,1,?,7.588062,3198,?,16,14.86605,1225.948,?,247.0458,1195.15,?,1775019.0,53,362.2983,2.883045,-350.0105,1574.962,2673.767,?,12.28778,3198,18,59072882,bad
?,242,406,1,15,62,?,18,-712.3087,?,53892,482.8417,541.0123,59920,1.0,?,2986,1645.075,37.27685,242,59920,?,0.6574629,-2673.767,?,?,2830,?,12.28778,6.366517,2102.566,?,3198,2986,0.1320755,-2012.996,1,?,7.588062,3198,?,16,14.86605,1225.948,?,247.0458,1195.15,?,1775019.0,53,362.2983,2.883045,-350.0105,1574.962,2673.767,?,12.28778,3198,18,64278029,bad
?,242,406,1,15,62,?,18,-712.3087,?,53892,482.8417,541.0123,59920,1.0,?,2986,1645.075,37.27685,242,59920,?,0.6574629,-2673.767,?,?,2830,?,12.28778,6.366517,2102.566,?,3198,2986,0.1320755,-2012.996,1,?,7.588062,3198,?,16,14.86605,1225.948,?,247.0458,1195.15,?,1775019.0,53,362.2983,2.883045,-350.0105,1574.962,2673.767,?,12.28778,3198,18,91068410,bad
?,242,406,1,15,62,?,18,-712.3087,?,53892,482.8417,541.0123,59920,1.0,?,2986,1645.075,37.27685,242,59920,?,0.6574629,-2673.767,?,?,2830,?,12.28778,6.366517,2102.566,?,3198,2986,0.1320755,-2012.996,1,?,7.588062,3198,?,16,14.86605,1225.948,?,247.0458,1195.15,?,1775019.0,53,362.2983,2.883045,-350.0105,1574.962,2673.767,?,12.28778,3198,18,26415433,bad
?,242,406,1,15,62,?,18,-712.3087,?,53892,482.8417,541.0123,59920,1.0,?,2986,1645.075,37.27685,242,59920,?,0.6574629,-2673.767,?,?,2830,?,12.28778,6.366517,2102.566,?,3198,2986,0.1320755,-2012.996,1,?,7.588062,3198,?,16,14.86605,1225.948,?,247.0458,1195.15,?,1775019.0,53,362.2983,2.883045,-350.0105,1574.962,2673.767,?,12.28778,3198,18,68908713,bad
?,242,406,1,15,62,?,18,-712.3087,?,53892,482.8417,541.0123,59920,1.0,?,2986,1645.075,37.27685,242,59920,?,0.6574629,-2673.767,?,?,2830,?,12.28778,6.366517,2102.566,?,3198,2986,0.1320755,-2012.996,1,?,7.588062,3198,?,16,14.86605,1225.948,?,247.0458,1195.15,?,1775019.0,53,362.2983,2.883045,-350.0105,1574.962,2673.767,?,12.28778,3198,18,44114476,bad
?,2666,1185,?,1,7,?,4,-475.1529,?,17090,102915800.0,2031.867,35962,-475.1529,?,7025,128724000.0,16826100.0,2666,35962,?,?,-108350400.0,?,?,11372,?,255.3363,6.57851,?,?,?,7025,0.4958333,?,2,10,4.530277,7500,?,5,?,158801600.0,?,2.008423,102916300.0,?,14068480.0,240,475.488,475.8314,0.01827377,158801600.0,108350400.0,?,475.2239,7500,4,89565283,bad
?,2666,1185,?,1,7,?,4,-475.1529,?,17090,102915800.0,2031.867,35962,-475.1529,?,7025,128724000.0,16826100.0,2666,35962,?,?,-108350400.0,?,?,11372,?,255.3363,6.57851,?,?,?,7025,0.4958333,?,2,10,4.530277,7500,?,5,?,158801600.0,?,2.008423,102916300.0,?,14068480.0,240,475.488,475.8314,0.01827377,158801600.0,108350400.0,?,475.2239,7500,4,68908713,good
?,100,9,?,99,9,1,8,8293.715,?,38612,609.8284,66.22222,87025,4.305043,?,100,13238.71,6857.033,100,87025,?,113.86,-38.3144,?,?,38612,?,8293.715,1.274212,1115942.0,?,9801,100,1.0,1115942.0,4,2,1.425323,9801,?,8,415.1602,1534.61,?,1.327588,8296.49,?,10920.05,31,1023.255,?,7270.46,44983.41,13265.9,?,8293.715,9801,8,89565283,bad
?,100,9,?,99,9,1,8,8293.715,?,38612,609.8284,66.22222,87025,4.305043,?,100,13238.71,6857.033,100,87025,?,113.86,-38.3144,?,?,38612,?,8293.715,1.274212,1115942.0,?,9801,100,1.0,1115942.0,4,2,1.425323,9801,?,8,415.1602,1534.61,?,1.327588,8296.49,?,10920.05,31,1023.255,?,7270.46,44983.41,13265.9,?,8293.715,9801,8,49598909,bad
?,100,9,?,99,9,1,8,8293.715,?,38612,609.8284,66.22222,87025,4.305043,?,100,13238.71,6857.033,100,87025,?,113.86,-38.3144,?,?,38612,?,8293.715,1.274212,1115942.0,?,9801,100,1.0,1115942.0,4,2,1.425323,9801,?,8,415.1602,1534.61,?,1.327588,8296.49,?,10920.05,31,1023.255,?,7270.46,44983.41,13265.9,?,8293.715,9801,8,59072882,bad
?,100,9,?,99,9,1,8,8293.715,?,38612,609.8284,66.22222,87025,4.305043,?,100,13238.71,6857.033,100,87025,?,113.86,-38.3144,?,?,38612,?,8293.715,1.274212,1115942.0,?,9801,100,1.0,1115942.0,4,2,1.425323,9801,?,8,415.1602,1534.61,?,1.327588,8296.49,?,10920.05,31,1023.255,?,7270.46,44983.41,13265.9,?,8293.715,9801,8,30870720,bad
?,100,9,?,99,9,1,8,8293.715,?,38612,609.8284,66.22222,87025,4.305043,?,100,13238.71,6857.033,100,87025,?,113.86,-38.3144,?,?,38612,?,8293.715,1.274212,1115942.0,?,9801,100,1.0,1115942.0,4,2,1.425323,9801,?,8,415.1602,1534.61,?,1.327588,8296.49,?,10920.05,31,1023.255,?,7270.46,44983.41,13265.9,?,8293.715,9801,8,64278029,bad
?,100,9,?,99,9,1,8,8293.715,?,38612,609.8284,66.22222,87025,4.305043,?,100,13238.71,6857.033,100,87025,?,113.86,-38.3144,?,?,38612,?,8293.715,1.274212,1115942.0,?,9801,100,1.0,1115942.0,4,2,1.425323,9801,?,8,415.1602,1534.61,?,1.327588,8296.49,?,10920.05,31,1023.255,?,7270.46,44983.41,13265.9,?,8293.715,9801,8,91068410,bad
