% Generated on 2015-12-03 17:28:05,  dyna6-73.cs.uoregon.edu: /Users/norris/research/lighthouse/lighthouse-git/sandbox/scripts/anamod2arff.py, Command: "../scripts/anamod2arff.py -f ../petsc/anamod-features -p ../petsc/timing/aciss -n petsc_anamod_aciss -b 10"
@RELATION petsc_data
@ATTRIBUTE lambda-max-by-magnitude-im NUMERIC
@ATTRIBUTE right-bandwidth NUMERIC
@ATTRIBUTE avgdistfromdiag NUMERIC
@ATTRIBUTE symmetry NUMERIC
@ATTRIBUTE n-dummy-rows NUMERIC
@ATTRIBUTE blocksize NUMERIC
@ATTRIBUTE max-nnzeros-per-row NUMERIC
@ATTRIBUTE diag-definite NUMERIC
@ATTRIBUTE avgnnzprow NUMERIC
@ATTRIBUTE lambda-max-by-magnitude-re NUMERIC
@ATTRIBUTE ellipse-cy NUMERIC
@ATTRIBUTE nnzup NUMERIC
@ATTRIBUTE ruhe75-bound NUMERIC
@ATTRIBUTE avg-diag-dist NUMERIC
@ATTRIBUTE nnz NUMERIC
@ATTRIBUTE lambda-min-by-magnitude-re NUMERIC
@ATTRIBUTE lambda-max-by-im-part-im NUMERIC
@ATTRIBUTE left-bandwidth NUMERIC
@ATTRIBUTE norm1 NUMERIC
@ATTRIBUTE sigma-min NUMERIC
@ATTRIBUTE upband NUMERIC
@ATTRIBUTE n-struct-unsymm NUMERIC
@ATTRIBUTE lambda-min-by-magnitude-im NUMERIC
@ATTRIBUTE diagonal-average NUMERIC
@ATTRIBUTE diagonal-dominance NUMERIC
@ATTRIBUTE dummy-rows NUMERIC
@ATTRIBUTE ritz-values-r NUMERIC
@ATTRIBUTE symmetry-snorm NUMERIC
@ATTRIBUTE symmetry-fanorm NUMERIC
@ATTRIBUTE symmetry-fsnorm NUMERIC
@ATTRIBUTE colours NUMERIC
@ATTRIBUTE lambda-max-by-im-part-re NUMERIC
@ATTRIBUTE col-variability NUMERIC
@ATTRIBUTE trace-abs NUMERIC
@ATTRIBUTE ritz-values-c NUMERIC
@ATTRIBUTE nnzeros NUMERIC
@ATTRIBUTE diag-zerostart NUMERIC
@ATTRIBUTE loband NUMERIC
@ATTRIBUTE positive-fraction NUMERIC
@ATTRIBUTE trace NUMERIC
@ATTRIBUTE min-nnzeros-per-row NUMERIC
@ATTRIBUTE diagonal-sign NUMERIC
@ATTRIBUTE row-variability NUMERIC
@ATTRIBUTE nrows NUMERIC
@ATTRIBUTE lambda-max-by-real-part-im NUMERIC
@ATTRIBUTE colour-offsets NUMERIC
@ATTRIBUTE n-colours NUMERIC
@ATTRIBUTE relsymm NUMERIC
@ATTRIBUTE diagonal-variance NUMERIC
@ATTRIBUTE departure NUMERIC
@ATTRIBUTE nnzlow NUMERIC
@ATTRIBUTE n-nonzero-diags NUMERIC
@ATTRIBUTE sigma-max NUMERIC
@ATTRIBUTE dummy-rows-kind NUMERIC
@ATTRIBUTE kappa NUMERIC
@ATTRIBUTE n-ritz-values NUMERIC
@ATTRIBUTE colour-set-sizes NUMERIC
@ATTRIBUTE sigma-diag-dist NUMERIC
@ATTRIBUTE symmetry-anorm NUMERIC
@ATTRIBUTE ellipse-ax NUMERIC
@ATTRIBUTE ellipse-ay NUMERIC
@ATTRIBUTE ellipse-cx NUMERIC
@ATTRIBUTE normF NUMERIC
@ATTRIBUTE normInf NUMERIC
@ATTRIBUTE lee95-bound NUMERIC
@ATTRIBUTE lambda-max-by-real-part-re NUMERIC
@ATTRIBUTE nnzdia NUMERIC
@ATTRIBUTE trace-asquared NUMERIC
@ATTRIBUTE solver {"89565283","8793455","90197667","49598909","91036839","45869639","45869638","45869637","47942867","89269802","89269803","89269801","89269804","59072883","59072882","59072881","7285381","7285384","59072884","49598911","49598910","49598912","30870721","36025723","36025722","53302993","30870720","64278029","36025724","44526267","8793454","8793456","8793453","17734818","32168839","32168838","57331597","95762352","57331599","57331598","32168837","88865078","88865079","49834417","49834419","49834418","88865076","88865077","11256942","11256943","11256941","42851841","11256944","31459546","17887723","91845162","53362206","95762355","12321508","75830644","57331600","43373444","95762353","43373441","43373442","43373443","91068411","91068410","5890861","85483012","5890863","5890862","18868444","18868441","18868443","18868442","91068408","47942864","47942865","47942866","91068409","8520536","5890860","82456576","29030069","95762354","90783920","99720138","29030071","29030070","29030072","85490469","30870723","30870722","26415435","26415434","26415433","26415432","13323659","45869640","36564233","68908713","7285382","36564232","7285383","75830645","36564234","81986705","29553941","29553943","29553942","69654761","29553944","69654763","69654762","32874609","32168840","90197664","90197665","90197666","69654760","37052870","37052871","19932321","19932323","19932322","19932324","80361466","80361467","80361464","80361465","49834420","1216556","38678404","38678401","38678402","38678403","32874611","32874610","32874612","44114477","44114476","44114479","44114478","36564235","36025721","75830647","75830646","85490471","85490470","85490472","18524981","37052869","37052868"}
@ATTRIBUTE class {good,bad}
@DATA
?,?,7,?,8702,1,630,?,7,0.00241588,?,?,459.4059,10958.44,113372,-1e-08,?,14870,375384.1,459.4062,?,98029,?,25.26885,-3071.0,?,?,375383.6,274.1238,375413.4,?,0.0023374,8.0,387699.9,?,113372,15343,14870,0.9736842,387699.9,1,?,9.681241,15343,?,?,2,0.1353332,3030.676,387.6696,98029,7668,375383.1,1,1130046000.0,76,?,485763000.0,1693.409,187691.5,?,187691.5,375413.5,375383.1,387.6696,375383.1,15343,1.409352e+11,"69654763",good
?,4499,4,?,?,3396,1274,?,4,1.000392,?,9964,23.18103,1536.241,21208,0.002354648,?,1278,696.0369,1.000005,4499,?,?,0.7194708,-6.0,?,?,?,?,?,?,1.0,15.0,3244.813,?,21208,4509,1278,0.5955056,3244.813,2,1,15.0,4510,?,?,20,?,0.4460966,56.83309,6734,4356,26.38701,?,8579.879,89,?,2712893.0,?,2.69573,?,0.5102493,80.58666,8.323142,?,3.205979,4510,?,"69654763",good
?,4499,4,?,?,3396,1274,?,4,1.000392,?,9964,23.18103,1536.241,21208,0.002354648,?,1278,696.0369,1.000005,4499,?,?,0.7194708,-6.0,?,?,?,?,?,?,1.0,15.0,3244.813,?,21208,4509,1278,0.5955056,3244.813,2,1,15.0,4510,?,?,20,?,0.4460966,56.83309,6734,4356,26.38701,?,8579.879,89,?,2712893.0,?,2.69573,?,0.5102493,80.58666,8.323142,?,3.205979,4510,?,"37052868",bad
?,864,4,?,?,224,36,?,4,2.871652,?,2118,0.5330757,460.3435,5976,0.1818182,?,864,5.735498,1.090977,864,?,?,0.2578168,-1.0,?,?,?,?,?,?,2.87165,168.7222,314.5365,?,5976,1154,864,0.6,314.5365,2,1,168.7222,1220,?,?,5,?,0.2616946,0.0007170933,2638,1601,2.875123,?,5.153464,20,?,475474.4,?,1.937561,?,0.9375613,18.80871,5.735455,?,2.875123,1220,?,"29030070",good
?,2835,4,?,?,1,10,?,4,626.1771,?,4639,740647.1,1306.618,13799,626.1771,?,2481,741299.6,262322.2,2835,10925,?,0.0007096894,-742044.3,?,?,598477.7,3811772.0,3811772.0,?,626.1771,13.80673,2.012679,?,13799,1485,2481,0.475,-2.012679,2,-1,10.67681,2836,?,?,6,0.208276,0.03776253,5390656.0,6324,4482,741299.9,?,1.447031,240,?,3713880.0,598477.7,622.2906,624.6237,3.902444,5390660.0,742044.3,5390660.0,626.1771,2836,2926.555,"37052868",good
?,2486,4,?,?,1295,11,?,4,-402.8296,?,4749,61565.83,1295.615,11887,-402.8296,?,2835,62073.03,30000.0,2486,8979,?,0.008882524,-91954.07,?,?,60123.42,317004.2,317004.1,?,497.9248,13.73004,25.19084,?,11887,1299,2835,0.5,-25.19084,2,-1,9.192277,2836,?,?,6,0.244637,0.4545542,448244.5,4302,4291,62063.76,?,7.165538,240,?,4219856.0,60123.42,450.3772,473.5546,47.54759,448311.5,91954.07,448311.5,497.9248,2836,-57465.26,"37052868",good
?,2486,4,?,?,1295,11,?,4,-402.8296,?,4749,61565.83,1295.615,11887,-402.8296,?,2835,62073.03,30000.0,2486,8979,?,0.008882524,-91954.07,?,?,60123.42,317004.2,317004.1,?,497.9248,13.73004,25.19084,?,11887,1299,2835,0.5,-25.19084,2,-1,9.192277,2836,?,?,6,0.244637,0.4545542,448244.5,4302,4291,62063.76,?,7.165538,240,?,4219856.0,60123.42,450.3772,473.5546,47.54759,448311.5,91954.07,448311.5,497.9248,2836,-57465.26,"29030070",good
?,327,30,?,321,12,62,?,30,8.473707,?,66701,21.22897,215.1551,139386,8.473707,?,327,36.81352,21.49721,327,6310,?,4.112334,-26.00598,?,?,24.09154,240.7668,390.9731,?,8.473707,18.46949,18760.47,?,139386,4559,327,0.5625,18760.47,1,1,18.46949,4562,?,?,23,0.95473,3.12307,150.9861,68123,303,22.96099,?,74.07946,16,?,103989.1,27.20845,6.606208,17.94499,6.337861,459.1608,41.51344,340.4957,12.93804,4562,94891.35,"69654763",good
?,327,30,?,?,4,62,?,30,4.376252,?,68123,22.76381,215.1551,139386,0.0003382039,?,327,46.79771,23.11299,327,6310,?,4.112334,-29.79513,?,?,32.63239,280.4156,392.6678,?,1.0,18.46866,18760.47,?,139386,4559,327,0.4,18760.47,9,1,18.46866,4562,?,?,23,0.95473,3.126105,167.3773,66701,303,25.6231,?,62.89811,15,?,103989.1,33.8656,6.623328,20.26194,6.273746,482.5152,45.92712,392.527,12.90237,4562,75555.11,"29030070",good
?,327,30,?,321,12,62,?,30,8.44418,?,66701,24.97096,215.1551,139386,8.44418,?,327,44.55077,25.40694,327,6310,?,4.112334,-33.72984,?,?,27.49082,317.6777,392.2368,?,8.44418,18.46773,18760.47,?,139386,4559,327,0.8888889,18760.47,1,1,18.46773,4562,?,?,23,0.95473,3.129665,172.246,68123,303,27.90766,?,55.48681,27,?,103989.1,34.11813,6.683615,22.74759,6.247612,504.7463,50.29859,391.6641,12.93649,4562,52930.58,"29030070",good
?,864,4,?,?,224,36,?,4,4.947726,?,2114,1.370102,460.5644,5968,0.1818182,?,864,9.457435,2.231111,864,?,?,0.2699873,-1.0,?,?,?,?,?,?,4.412246,238.6169,329.3845,?,5968,1154,864,0.952381,329.3845,2,1,238.6169,1220,?,?,5,?,0.3164885,0.004915707,2634,1600,4.947726,?,5.746427,42,?,475894.8,?,2.973863,?,1.973863,20.21482,9.45733,?,4.947726,1220,?,"29030070",good
?,202,3,?,4,21,13,?,3,1000.0,?,581,23638.82,102.0418,1608,0.0004999999,?,329,2004013.0,23638.89,202,?,?,30362.47,-30291.55,?,?,?,?,?,?,1.0,36.09691,13055860.0,?,1608,430,329,0.9230769,13055860.0,1,1,36.09691,430,?,?,4,?,138532.1,36382.59,597,311,2001004.0,?,28580020.0,78,?,25586.49,?,1000531.0,2.972213,1000473.0,4138862.0,2004013.0,?,2001004.0,430,?,"29030070",good
?,202,3,?,4,21,13,?,3,1000.0,?,581,23638.82,102.0418,1608,0.0004999999,?,329,2004013.0,23638.89,202,?,?,30362.47,-30291.55,?,?,?,?,?,?,1.0,36.09691,13055860.0,?,1608,430,329,0.9230769,13055860.0,1,1,36.09691,430,?,?,4,?,138532.1,36382.59,597,311,2001004.0,?,28580020.0,78,?,25586.49,?,1000531.0,2.972213,1000473.0,4138862.0,2004013.0,?,2001004.0,430,?,"69654763",bad
?,5789,7,?,?,4,60,?,7,1.708013,?,14185,26115.91,2314.406,45465,0.8708744,?,5837,27158.11,2545.508,5789,37165,?,2.262367,-28860.87,?,?,14227.42,23462.29,23292.09,?,1.0,16.354,13234.85,?,45465,5850,5837,0.9615385,9476.954,2,?,16.80601,5850,?,?,13,0.182558,2.538109,30131.65,25430,1752,27126.91,?,5.012472,52,?,16429140.0,14847.68,6.815465,1011.0,-1.13504,33060.55,28860.87,32939.52,16.13279,5850,-7957414.0,"69654763",good
?,?,26,?,1,1,30,1,26,6589.855,?,?,19595.43,124.9746,143300,239.3891,?,191,52852.89,47385.08,?,?,?,7192.823,-10749.2,?,?,?,?,?,?,239.3891,21.59572,39481410.0,?,143300,5489,191,1.0,39481410.0,1,2,21.59572,5489,?,?,17,?,9728.211,434344.3,137811,118,47561.37,1,1.557572,44,?,64932.77,?,9424.333,13898.66,33819.75,996045.3,52847.06,?,26359.42,5489,?,"69654763",good
?,?,26,?,1,1,30,1,26,6589.855,?,?,19595.43,124.9746,143300,239.3891,?,191,52852.89,47385.08,?,?,?,7192.823,-10749.2,?,?,?,?,?,?,239.3891,21.59572,39481410.0,?,143300,5489,191,1.0,39481410.0,1,2,21.59572,5489,?,?,17,?,9728.211,434344.3,137811,118,47561.37,1,1.557572,44,?,64932.77,?,9424.333,13898.66,33819.75,996045.3,52847.06,?,26359.42,5489,?,"37052868",bad
?,?,26,?,1,1,721,1,26,6.0,?,?,125.0459,6735.32,363961,6.0,?,13577,288.0,164.1201,?,?,?,6.0,-4314.0,?,?,?,?,?,?,6.0,?,82086.0,?,363961,13681,13577,0.8333333,82086.0,1,2,?,13681,?,?,17,?,?,3551.067,350280,760,193.2691,1,3.861687,36,?,198615700.0,?,94.99153,109.2496,55.44886,3619.751,4326.0,?,6.0,13681,?,"29030070",good
?,1801,6,?,?,76,1310,?,6,1.179827,?,5681,0.007171683,793.8216,11258,0.002308828,?,1763,1.663467,0.01869093,1801,?,?,0.00254887,-1.000004,?,?,?,?,?,?,1.179827,98.94543,4.621101,?,11258,1813,1763,0.6235294,4.621101,2,1,98.94543,1813,?,?,7,?,0.008102867,0.00228031,3764,3127,1.179827,?,102.4223,85,?,1328154.0,?,1.089914,?,0.0899137,4.258774,1.663415,?,1.179827,1813,?,"69654763",good
?,1801,6,?,?,76,1310,?,6,1.179954,?,5681,0.007173299,793.8216,11258,0.002308828,?,1763,1.663846,0.01869093,1801,?,?,0.002550847,-1.000034,?,?,?,?,?,?,1.179954,98.94544,4.624685,?,11258,1813,1763,0.6235294,4.624685,2,1,98.94544,1813,?,?,7,?,0.008108512,0.001321336,3764,3127,1.179954,?,102.4476,85,?,1328154.0,?,1.089977,?,0.089977,4.258799,1.66388,?,1.179954,1813,?,"37052868",good
?,1801,6,?,?,76,1310,?,6,1.179858,?,5681,0.007171003,793.8216,11257,0.002308828,?,1763,1.663552,0.01869094,1801,?,?,0.002548563,-1.000002,?,?,?,?,?,?,1.179858,98.94544,4.620544,?,11257,1813,1763,0.6235294,4.620544,2,1,98.94544,1813,?,?,7,?,0.008103905,0.001621187,3763,3127,1.179858,?,102.4188,85,?,1328154.0,?,1.089929,?,0.08992891,4.258777,1.663518,?,1.179858,1813,?,"29030070",good
?,?,34,?,13,1,72,1,34,391.3772,?,?,55160480000.0,4441.235,674195,88.96696,?,11786,5.054576e+11,1.052873e+11,?,?,?,780992000.0,-2057520.0,?,?,?,?,?,?,387.3129,18.3202,1.544724e+13,?,674195,19779,11786,1.0,1.544724e+13,1,2,18.20671,19779,?,?,22,?,6550897000.0,4.553692e+11,654416,3517,2.119765e+11,1,2.747541,84,?,92123780.0,?,49870480000.0,843261600.0,1.069455e+11,1.03355e+12,2.894242e+11,?,1.568159e+11,19779,?,"29030070",bad
?,?,34,?,13,1,72,1,34,391.3772,?,?,55160480000.0,4441.235,674195,88.96696,?,11786,5.054576e+11,1.052873e+11,?,?,?,780992000.0,-2057520.0,?,?,?,?,?,?,387.3129,18.3202,1.544724e+13,?,674195,19779,11786,1.0,1.544724e+13,1,2,18.20671,19779,?,?,22,?,6550897000.0,4.553692e+11,654416,3517,2.119765e+11,1,2.747541,84,?,92123780.0,?,49870480000.0,843261600.0,1.069455e+11,1.03355e+12,2.894242e+11,?,1.568159e+11,19779,?,"69654763",good
?,346,5,?,?,6,18,?,5,0.0005952381,?,2312,2.6759,118.9696,6107,0.0005952381,?,816,12.6,2.676037,346,2859,?,0.2201474,-2.0,?,?,12.1,15.05774,40.15546,?,0.0005952381,323.3062,224.5504,?,6107,1020,816,0.8064516,224.5504,2,1,323.3062,1020,?,?,7,0.5318487,0.5514701,21.29484,2775,263,6.510995,?,46975.93,31,?,38043.24,1.49,3.922031,0.006235187,2.490666,42.88585,11.6,21.29486,6.412696,1020,1385.725,"29030070",good
?,2819,6,?,?,4,36,?,6,1.319023,?,5330,12504.77,964.4461,19635,0.6740364,?,2867,13573.88,1485.234,2819,15565,?,2.185246,-17038.67,?,?,8346.357,15374.42,15015.19,?,1.0,16.30513,6293.508,?,19635,2880,2867,0.962963,4423.963,2,?,17.01146,2880,?,?,9,0.2072829,2.570888,15665.32,11425,1002,13934.54,?,60.48911,54,?,3050901.0,8966.615,5.814319,1429.769,2.931825,21490.2,17038.67,21234.36,16.01541,2880,-10916860.0,"69654763",good
?,4535,4,?,?,2358,13,?,4,-8.48727e-19,?,9620,2854849.0,2407.43,24798,-8.48727e-19,?,5307,2269721.0,936251.7,4535,?,?,0.03477523,-4473697.0,?,?,?,?,?,?,451.3334,29.19731,184.5869,?,24798,2386,5307,0.475,184.5869,2,1,29.98449,5308,?,?,6,?,2.519657,8647319.0,9870,7951,2954849.0,?,194.4439,240,?,14939860.0,?,653.6408,100000.0,-34.2732,8648478.0,4473697.0,?,489.1295,5308,?,"29030070",good
?,4535,4,?,?,2358,13,?,4,-6.505213e-19,?,9618,2854849.0,2406.893,24794,-6.505213e-19,?,5307,2269721.0,1004030.0,4535,19420,?,0.03477523,-4473697.0,?,?,2236850.0,6116216.0,6114581.0,?,451.3334,29.17585,184.5869,?,24794,2386,5307,0.5,184.5869,2,1,26.63972,5308,?,?,6,0.216746,2.519657,8647321.0,9868,7949,2954849.0,?,180.7404,240,?,14933270.0,2236850.0,729.0283,100000.0,178.1289,8648480.0,4473697.0,8647323.0,489.1295,5308,-20000880000.0,"29030070",good
?,5307,5,?,?,2780,15,?,5,-1994.591,?,9984,2990174.0,2425.989,29058,8.351432e-07,?,4535,2298395.0,950894.7,5307,23652,?,0.0006064399,-4530303.0,?,?,2265152.0,7837701.0,7837702.0,?,1994.585,26.96212,3.218983,?,29058,2797,4535,0.525,-1.218983,2,?,24.47935,5308,?,?,6,0.1860417,0.03340153,11084170.0,13766,8321,2992168.0,?,1.367163,240,?,12668070.0,2265152.0,1994.728,1472.492,-0.09252412,11084180.0,4530303.0,11084180.0,1994.585,5308,9056565.0,"69654763",good
?,900,6,?,?,25230,7,1,6,0.0882707,?,75564,0.1206275,621.3043,177196,0.02236121,?,900,0.1727136,0.1206874,900,?,?,0.0282616,-0.118776,?,?,0.166936,1.462161,5.477362,?,0.0882707,10.49759,736.7234,?,177196,26068,900,1.0,736.7234,4,2,10.49759,26068,?,?,6,1.0,0.008441828,2.067809,75564,23,0.1301494,?,1474.289,20,?,932298.8,0.07772592,0.04410709,0.00426116,0.04416358,5.669163,0.1611584,2.067809,0.0882707,26068,27.86357,"37052868",good
?,15047,12,?,?,4,153,?,12,1.0,?,128575,66579690.0,6827.318,293976,4.072221e-07,?,14782,93360220.0,55911070.0,15047,260296,?,82744.16,-208143000.0,?,?,104071500.0,275819700.0,307063500.0,?,1.0,25.32251,1958554000.0,?,293976,23670,14782,0.1111111,-1958528000.0,2,?,19.77358,23670,?,?,23,0.1145672,873237.0,390068000.0,141731,4180,91557140.0,?,34565.42,18,?,120399000.0,104071500.0,12489080.0,662.4893,-12488360.0,412752400.0,208143000.0,390068000.0,12.28012,23670,1.821145e+16,"29030070",good
?,38514,45,?,?,318,126,1,45,2.518442,?,739497,2699.093,16155.4,1771722,2.518442,?,38516,6438.955,2728.996,38514,815304,?,1.803732,-5441.159,?,?,3093.131,56368.03,42834.68,?,2.518442,20.67733,69883.81,?,1771722,38744,38516,0.75,69883.81,6,2,21.68499,38744,?,?,54,0.539824,1.467253,55829.67,993481,514,3992.307,?,2.027133,16,?,824567400.0,3352.67,5.88922,1293.211,3.586619,70796.64,5457.746,60575.31,19.92829,38744,-1342544000.0,"37052868",good
?,100,8,?,?,99,9,1,8,56403.24,?,38612,46810.06,66.22222,87025,100.4695,?,100,84463.15,46810.37,100,?,?,1667.223,-12.88893,?,?,?,?,?,?,56403.24,1.096194,16340450.0,?,87025,9801,100,1.0,16340450.0,4,2,1.393384,9801,?,?,8,?,3569.828,8436.874,38612,9,56450.71,?,179662.1,30,?,10920.05,?,28201.46,?,28201.78,412120.8,84476.04,?,56403.24,9801,?,"69654763",good
?,267,10,?,1,8,27,?,10,-200936.4,?,23161,200188.8,115.3713,51412,1.0,?,267,285463.4,200189.0,267,26212,?,102456.8,-225016.0,?,?,245131.7,713811.5,8126167.0,?,1.0,24.66798,523349100.0,?,51412,5108,267,0.2,-523349100.0,1,?,24.66798,5108,?,?,9,0.4901579,1458.434,1004558.0,23143,439,202339.2,?,805168.4,10,?,31803.79,77381.23,100468.6,7042.234,-100467.6,8157458.0,225016.0,1009482.0,1.0,5108,6.552506e+13,"69654763",good
?,109,3,?,?,1,8,?,3,-43.87414,?,197,18673610.0,63.71242,527,4.55965e-13,?,147,18672110.0,7.231636,109,?,?,?,-19023930.0,?,?,?,?,?,?,2.690689,21.03124,?,?,527,?,147,0.6,?,2,10,21.03124,156,?,?,4,?,?,19453760.0,174,153,18673660.0,?,20.16326,65,?,10121.59,?,41.73428,42.82662,-2.139868,19453760.0,19023930.0,?,39.59441,156,?,"37052868",good
?,202,3,?,4,21,13,?,3,1000.0,?,581,23638.46,102.0418,1608,0.0002002002,?,329,2004013.0,23638.89,202,?,?,30361.99,-30291.55,?,?,?,?,?,?,1.0,36.09691,13055660.0,?,1608,430,329,0.956044,13055660.0,1,1,36.09691,430,?,?,4,?,138532.3,36698.58,597,311,2001004.0,?,4692269.0,91,?,25586.49,?,1000533.0,0.4182647,1000471.0,4138865.0,2004013.0,?,2001004.0,430,?,"37052868",good
?,202,3,?,4,21,13,?,3,1000.0,?,581,23638.63,102.0418,1608,1.294551e-07,?,329,2004013.0,23638.89,202,?,?,30361.99,-30291.55,?,?,?,?,?,?,1.0,36.09691,13055660.0,?,1608,430,329,0.9534884,13055660.0,1,1,36.09691,430,?,?,4,?,138532.3,36698.43,597,311,2001004.0,?,7819316.0,86,?,25586.49,?,1000533.0,0.1407756,1000471.0,4138865.0,2004013.0,?,2001004.0,430,?,"69654763",good
?,3993,21,?,30,858,64,?,21,3.223246,?,30035,10.19089,1089.52,86693,-1.0,?,3594,32.81664,11.35177,3993,81340,?,0.008974935,-31.0,?,?,22.83271,78.61875,78.86327,?,3.223246,54.32055,36.80621,?,86693,2990,3594,0.3333333,-27.4397,1,?,54.32055,4101,?,?,18,0.06174662,0.08998575,91.74712,52557,3410,13.41414,1,1.603471,9,?,3152817.0,22.83271,2.599097,2.402853,0.6241486,111.3567,31.0,111.1837,3.223246,4101,38.50762,"29030070",good
?,76,27,?,330,10,41,?,27,-4.388506,?,106763,4.438016,57.75926,328323,-4.388506,?,142,9.07655,5.629699,76,?,?,0.6937356,-9.769133,?,?,?,?,?,?,2.34854,19.87968,8137.518,?,328323,11730,142,0.2916667,-3510.278,1,?,19.87968,11730,?,?,21,?,0.8842937,111.6589,209830,54,6.572719,?,4.419455,48,?,11117.28,?,3.904626,2.860905,-1.360614,190.7227,9.769133,?,2.34854,11730,?,"29030070",good
?,4535,4,?,?,2358,13,?,4,2.710505e-19,?,9622,2903055.0,2407.734,24809,2.710505e-19,?,5307,2306860.0,939970.9,4535,?,?,0.03483541,-4548316.0,?,?,?,?,?,?,2.710505e-19,28.73782,184.9063,?,24809,2386,5307,0.4833333,184.9063,2,1,26.20832,5308,?,?,6,?,2.52404,8698384.0,9879,7952,3003055.0,?,199.3481,240,?,14946190.0,?,662.3,100000.0,-38.449,8699536.0,4548316.0,?,490.1379,5308,?,"29030070",good
?,4535,4,?,?,2358,13,?,4,1.843144e-18,?,9614,2934796.0,2407.744,24791,1.843144e-18,?,5307,2331310.0,1010697.0,4535,19417,?,0.03438987,-4597404.0,?,?,2298703.0,6166556.0,6164934.0,?,1.843144e-18,29.49899,182.5414,?,24791,2386,5307,0.5083333,182.5414,2,1,30.09026,5308,?,?,6,0.2167722,2.491584,8718531.0,9869,7950,3034796.0,?,174.474,240,?,14948420.0,2298703.0,883.7871,100000.0,-290.8916,8719681.0,4597404.0,8718534.0,490.2122,5308,-20000880000.0,"29030070",good
?,5307,5,?,?,2780,15,?,5,-38.71383,?,9762,60523.49,2427.536,28847,-2.386015e-07,?,4535,46523.68,20159.75,5307,23445,?,2.23279e-05,-91745.92,?,?,45872.97,165749.5,165749.5,?,38.71082,29.49883,0.1185165,?,28847,2797,4535,0.5,0.07860444,2,?,27.77095,5308,?,?,6,0.1872638,0.001380082,234404.9,13777,8308,60562.47,?,1.288774,240,?,12701570.0,45872.97,38.84442,33.76472,-0.1228329,234405.2,91745.92,234405.2,38.71082,5308,3578.536,"37052868",good
?,4535,4,?,?,2358,13,?,4,1.246832e-18,?,9622,2922392.0,2407.734,24809,1.246832e-18,?,5307,2321754.0,940596.5,4535,?,?,0.03460328,-4578208.0,?,?,?,?,?,?,1.246832e-18,29.05739,183.6742,?,24809,2386,5307,0.5,183.6742,2,1,26.68532,5308,?,?,6,?,2.507131,8672595.0,9879,7952,3022392.0,?,237.2332,240,?,14946190.0,?,661.6046,100000.0,-38.81548,8673751.0,4578208.0,?,489.7917,5308,?,"69654763",good
?,4535,4,?,?,2358,13,?,4,4.87891e-19,?,9615,2922392.0,2407.734,24801,4.87891e-19,?,5307,2321754.0,940596.5,4535,?,?,0.03460328,-4578208.0,?,?,?,?,?,?,4.87891e-19,27.37574,183.6742,?,24801,2386,5307,0.5,183.6742,2,1,27.43293,5308,?,?,6,?,2.507131,8672619.0,9878,7952,3022392.0,?,237.9745,240,?,14946190.0,?,661.6054,100000.0,-38.81464,8673775.0,4578208.0,?,489.7917,5308,?,"29030070",good
?,4535,4,?,?,2358,13,?,4,-6.505213e-19,?,9619,2921781.0,2407.453,24812,-6.505213e-19,?,5307,2321284.0,1009534.0,4535,19438,?,0.03443932,-4577270.0,?,?,2288636.0,6083068.0,6081424.0,?,457.5238,29.65389,182.8039,?,24812,2386,5307,0.5083333,182.8039,2,1,29.02894,5308,?,?,6,0.2165887,2.495187,8600429.0,9885,7951,3021781.0,?,186.7466,240,?,14939620.0,2288636.0,537.5907,100000.0,-2.262548,8601595.0,4577270.0,8600432.0,490.4894,5308,-20000880000.0,"29030070",good
?,100,8,?,?,99,9,1,8,395697.2,?,38612,61355.33,66.22222,87025,101.3535,?,100,628785.8,311615.4,100,?,?,4802.857,-1448.134,?,?,?,?,?,?,395697.2,1.20324,47072800.0,?,87025,9801,100,1.0,47072800.0,4,2,1.560951,9801,?,?,8,?,18251.71,74983.69,38612,9,395860.9,?,1.581144,37,?,10920.05,?,72718.55,?,322978.6,1969674.0,630234.0,?,395697.2,9801,?,"29030070",good
?,864,4,?,?,224,36,?,4,2.871652,?,2118,0.6280655,460.3435,5976,0.1818182,?,864,5.727292,1.090976,864,?,?,0.2578103,-1.0,?,?,?,?,?,?,2.87165,77.12001,314.5286,?,5976,1154,864,0.5128205,314.5286,2,1,77.12001,1220,?,?,5,?,0.2616685,0.0007024671,2638,1601,2.871659,?,6.203483,39,?,475474.4,?,1.93583,?,0.9358295,18.80816,5.727291,?,2.871659,1220,?,"37052868",good
?,864,4,?,?,224,36,?,4,2.871652,?,2118,0.5370867,460.3435,5976,0.1818182,?,864,5.727274,0.9999986,864,?,?,0.2578098,-1.0,?,?,?,?,?,?,2.87165,77.12,314.528,?,5976,1154,864,0.7012987,314.528,2,1,77.12,1220,?,?,5,?,0.2616686,3.583091e-05,2638,1601,2.871652,?,6.203451,77,?,475474.4,?,1.935826,?,0.9358258,18.80816,5.727273,?,2.871652,1220,?,"37052868",good
