@relation 'petsc_data-weka.filters.unsupervised.attribute.Remove-R33-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R2,4-5,9-11,13-16,18-26'

@attribute DiagonalNonZeros numeric
@attribute AvgDiagonalDistance numeric
@attribute Trace numeric
@attribute AvgNonzerosPerRow numeric
@attribute ColumnDiagonalDominance numeric
@attribute SymmetricFrobeniusNorm numeric
@attribute DiagonalAverage numeric
@attribute solver {89565283,8793455,90197667,49598909,91036839,45869639,45869638,45869637,47942867,89269802,89269803,89269801,89269804,59072883,59072882,59072881,7285381,7285384,59072884,49598911,49598910,49598912,30870721,36025723,36025722,53302993,30870720,64278029,36025724,44526267,8793454,8793456,8793453,17734818,32168839,32168838,57331597,95762352,57331599,57331598,32168837,88865078,88865079,49834417,49834419,49834418,88865076,88865077,11256942,11256943,11256941,42851841,11256944,31459546,17887723,91845162,53362206,95762355,12321508,75830644,57331600,43373444,95762353,43373441,43373442,43373443,91068411,91068410,5890861,85483012,5890863,5890862,18868444,18868441,18868443,18868442,91068408,47942864,47942865,47942866,91068409,8520536,5890860,82456576,29030069,95762354,90783920,99720138,29030071,29030070,29030072,85490469,30870723,30870722,26415435,26415434,26415433,26415432,13323659,45869640,36564233,68908713,7285382,36564232,7285383,75830645,36564234,81986705,29553941,29553943,29553942,69654761,29553944,69654763,69654762,32874609,32168840,90197664,90197665,90197666,69654760,37052870,37052871,19932321,19932323,19932322,19932324,80361466,80361467,80361464,80361465,49834420,1216556,38678404,38678401,38678402,38678403,32874611,32874610,32874612,44114477,44114476,44114479,44114478,36564235,36025721,75830647,75830646,85490471,85490470,85490472,18524981,37052869,37052868}
@attribute class {good,bad}

@data
9801,74.5,20000000,8.2,1,389820,6.25722,36564233,bad
9801,74.5,20000000,8.2,1,389820,6.25722,36564232,bad
9801,74.5,20000000,8.2,1,389820,6.25722,75830645,bad
9801,74.5,20000000,8.2,1,389820,6.25722,36564234,bad
9801,74.5,20000000,8.2,1,389820,6.25722,81986705,bad
9801,74.5,20000000,8.2,1,389820,6.25722,37052870,bad
9801,74.5,20000000,8.2,1,389820,6.25722,37052871,bad
9801,74.5,20000000,8.2,1,389820,6.25722,80361466,bad
9801,74.5,20000000,8.2,1,389820,6.25722,80361467,bad
9801,74.5,20000000,8.2,1,389820,6.25722,80361464,bad
9801,74.5,20000000,8.2,1,389820,6.25722,80361465,bad
9801,74.5,20000000,8.2,1,389820,6.25722,49834420,bad
9801,74.5,20000000,8.2,1,389820,6.25722,1216556,bad
9801,74.5,20000000,8.2,1,389820,6.25722,36564235,bad
9801,74.5,20000000,8.2,1,389820,6.25722,75830647,good
9801,74.5,20000000,8.2,1,389820,6.25722,75830646,good
9801,74.5,20000000,8.2,1,389820,6.25722,18524981,good
9801,74.5,20000000,8.2,1,389820,6.25722,37052869,bad
9801,74.5,20000000,8.2,1,389820,6.25722,37052868,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,89565283,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,91036839,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,45869639,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,45869638,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,45869637,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,89269802,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,89269803,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,89269801,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,89269804,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,30870721,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,53302993,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,30870720,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,64278029,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,44526267,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,95762352,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,49834417,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,49834419,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,49834418,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,11256942,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,11256943,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,11256941,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,42851841,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,11256944,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,31459546,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,17887723,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,91845162,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,53362206,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,95762355,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,12321508,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,75830644,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,95762353,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,85483012,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,47942864,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,47942865,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,47942866,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,8520536,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,82456576,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,95762354,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,90783920,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,99720138,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,30870723,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,30870722,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,13323659,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,45869640,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,36564233,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,36564232,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,75830645,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,36564234,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,81986705,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,37052870,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,37052871,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,80361466,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,80361467,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,80361464,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,80361465,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,49834420,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,1216556,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,36564235,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,75830647,good
9801,74.1549,16900000,8.1,1,559520,5.29079,75830646,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,18524981,good
9801,74.1549,16900000,8.1,1,559520,5.29079,37052869,bad
9801,74.1549,16900000,8.1,1,559520,5.29079,37052868,bad
9801,?,84396.6,1,1,15675.5,0.024691,89565283,bad
9801,?,84396.6,1,1,15675.5,0.024691,91036839,bad
9801,?,84396.6,1,1,15675.5,0.024691,45869639,bad
9801,?,84396.6,1,1,15675.5,0.024691,45869638,bad
9801,?,84396.6,1,1,15675.5,0.024691,45869637,bad
9801,?,84396.6,1,1,15675.5,0.024691,89269802,bad
9801,?,84396.6,1,1,15675.5,0.024691,89269803,bad
9801,?,84396.6,1,1,15675.5,0.024691,89269801,bad
9801,?,84396.6,1,1,15675.5,0.024691,89269804,bad
9801,?,84396.6,1,1,15675.5,0.024691,30870721,bad
9801,?,84396.6,1,1,15675.5,0.024691,53302993,bad
9801,?,84396.6,1,1,15675.5,0.024691,30870720,bad
9801,?,84396.6,1,1,15675.5,0.024691,64278029,bad
9801,?,84396.6,1,1,15675.5,0.024691,44526267,bad
9801,?,84396.6,1,1,15675.5,0.024691,95762352,bad
9801,?,84396.6,1,1,15675.5,0.024691,49834417,bad
9801,?,84396.6,1,1,15675.5,0.024691,49834419,bad
9801,?,84396.6,1,1,15675.5,0.024691,49834418,bad
9801,?,84396.6,1,1,15675.5,0.024691,11256942,bad
9801,?,84396.6,1,1,15675.5,0.024691,11256943,bad
9801,?,84396.6,1,1,15675.5,0.024691,11256941,bad
9801,?,84396.6,1,1,15675.5,0.024691,42851841,bad
9801,?,84396.6,1,1,15675.5,0.024691,11256944,bad
9801,?,84396.6,1,1,15675.5,0.024691,31459546,bad
9801,?,84396.6,1,1,15675.5,0.024691,17887723,bad
9801,?,84396.6,1,1,15675.5,0.024691,91845162,bad
9801,?,84396.6,1,1,15675.5,0.024691,53362206,bad
9801,?,84396.6,1,1,15675.5,0.024691,95762355,bad
9801,?,84396.6,1,1,15675.5,0.024691,12321508,bad
9801,?,84396.6,1,1,15675.5,0.024691,75830644,bad
9801,?,84396.6,1,1,15675.5,0.024691,95762353,bad
9801,?,84396.6,1,1,15675.5,0.024691,85483012,bad
9801,?,84396.6,1,1,15675.5,0.024691,47942864,bad
9801,?,84396.6,1,1,15675.5,0.024691,47942865,bad
9801,?,84396.6,1,1,15675.5,0.024691,47942866,bad
9801,?,84396.6,1,1,15675.5,0.024691,8520536,bad
9801,?,84396.6,1,1,15675.5,0.024691,82456576,bad
9801,?,84396.6,1,1,15675.5,0.024691,95762354,bad
9801,?,84396.6,1,1,15675.5,0.024691,90783920,bad
9801,?,84396.6,1,1,15675.5,0.024691,99720138,bad
9801,?,84396.6,1,1,15675.5,0.024691,30870723,bad
9801,?,84396.6,1,1,15675.5,0.024691,30870722,bad
9801,?,84396.6,1,1,15675.5,0.024691,13323659,bad
9801,?,84396.6,1,1,15675.5,0.024691,45869640,bad
9801,?,84396.6,1,1,15675.5,0.024691,36564233,bad
9801,?,84396.6,1,1,15675.5,0.024691,36564232,bad
9801,?,84396.6,1,1,15675.5,0.024691,75830645,bad
9801,?,84396.6,1,1,15675.5,0.024691,36564234,bad
9801,?,84396.6,1,1,15675.5,0.024691,81986705,bad
9801,?,84396.6,1,1,15675.5,0.024691,37052870,bad
9801,?,84396.6,1,1,15675.5,0.024691,37052871,bad
9801,?,84396.6,1,1,15675.5,0.024691,80361466,bad
9801,?,84396.6,1,1,15675.5,0.024691,80361467,bad
9801,?,84396.6,1,1,15675.5,0.024691,80361464,bad
9801,?,84396.6,1,1,15675.5,0.024691,80361465,bad
9801,?,84396.6,1,1,15675.5,0.024691,49834420,bad
9801,?,84396.6,1,1,15675.5,0.024691,1216556,bad
9801,?,84396.6,1,1,15675.5,0.024691,36564235,bad
9801,?,84396.6,1,1,15675.5,0.024691,75830647,good
9801,?,84396.6,1,1,15675.5,0.024691,75830646,good
9801,?,84396.6,1,1,15675.5,0.024691,18524981,good
9801,?,84396.6,1,1,15675.5,0.024691,37052869,bad
9801,?,84396.6,1,1,15675.5,0.024691,37052868,bad
0,1378.55,0,2,0,0,?,89565283,good
0,1378.55,0,2,0,0,?,64278029,good
0,1378.55,0,2,0,0,?,44526267,good
0,1378.55,0,2,0,0,?,17887723,good
0,1378.55,0,2,0,0,?,53362206,good
0,1378.55,0,2,0,0,?,8520536,good
0,1378.55,0,2,0,0,?,82456576,good
0,1378.55,0,2,0,0,?,90783920,good
0,1378.55,0,2,0,0,?,68908713,good
0,1378.55,0,2,0,0,?,81986705,good
0,1378.55,0,2,0,0,?,1216556,good
0,2164.25,0,2,0,0,?,89565283,good
0,2164.25,0,2,0,0,?,64278029,good
0,2164.25,0,2,0,0,?,44526267,good
0,2164.25,0,2,0,0,?,17887723,good
0,2164.25,0,2,0,0,?,53362206,good
0,2164.25,0,2,0,0,?,8520536,good
0,2164.25,0,2,0,0,?,82456576,good
0,2164.25,0,2,0,0,?,90783920,good
0,2164.25,0,2,0,0,?,68908713,good
0,2164.25,0,2,0,0,?,81986705,good
0,2164.25,0,2,0,0,?,1216556,good
9801,74.1549,43300000,8.1,1,604427,13.5203,89565283,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,91036839,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,45869639,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,45869638,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,45869637,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,89269802,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,89269803,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,89269801,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,89269804,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,30870721,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,53302993,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,30870720,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,64278029,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,44526267,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,95762352,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,49834417,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,49834419,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,49834418,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,11256942,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,11256943,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,11256941,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,42851841,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,11256944,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,31459546,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,17887723,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,91845162,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,53362206,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,95762355,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,12321508,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,75830644,good
9801,74.1549,43300000,8.1,1,604427,13.5203,95762353,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,85483012,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,47942864,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,47942865,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,47942866,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,8520536,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,82456576,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,95762354,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,90783920,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,99720138,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,30870723,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,30870722,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,13323659,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,45869640,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,36564233,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,36564232,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,75830645,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,36564234,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,81986705,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,37052870,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,37052871,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,80361466,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,80361467,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,80361464,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,80361465,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,49834420,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,1216556,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,36564235,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,75830647,good
9801,74.1549,43300000,8.1,1,604427,13.5203,75830646,good
9801,74.1549,43300000,8.1,1,604427,13.5203,18524981,good
9801,74.1549,43300000,8.1,1,604427,13.5203,37052869,bad
9801,74.1549,43300000,8.1,1,604427,13.5203,37052868,bad
0,2164.25,0,2,0,0,?,89565283,good
0,2164.25,0,2,0,0,?,64278029,good
0,2164.25,0,2,0,0,?,44526267,good
0,2164.25,0,2,0,0,?,17887723,good
0,2164.25,0,2,0,0,?,53362206,good
0,2164.25,0,2,0,0,?,8520536,good
0,2164.25,0,2,0,0,?,82456576,good
0,2164.25,0,2,0,0,?,90783920,good
0,2164.25,0,2,0,0,?,68908713,good
0,2164.25,0,2,0,0,?,81986705,good
0,2164.25,0,2,0,0,?,1216556,good
0,2164.25,0,2,0,0,?,89565283,good
0,2164.25,0,2,0,0,?,64278029,good
0,2164.25,0,2,0,0,?,44526267,good
0,2164.25,0,2,0,0,?,17887723,good
0,2164.25,0,2,0,0,?,53362206,good
0,2164.25,0,2,0,0,?,8520536,good
0,2164.25,0,2,0,0,?,82456576,good
0,2164.25,0,2,0,0,?,90783920,good
0,2164.25,0,2,0,0,?,68908713,good
0,2164.25,0,2,0,0,?,81986705,good
0,2164.25,0,2,0,0,?,1216556,good
0,2164.25,0,2,0,0,?,89565283,good
0,2164.25,0,2,0,0,?,64278029,good
0,2164.25,0,2,0,0,?,44526267,good
0,2164.25,0,2,0,0,?,17887723,good
0,2164.25,0,2,0,0,?,53362206,good
0,2164.25,0,2,0,0,?,8520536,good
0,2164.25,0,2,0,0,?,82456576,good
0,2164.25,0,2,0,0,?,90783920,good
0,2164.25,0,2,0,0,?,68908713,good
0,2164.25,0,2,0,0,?,81986705,good
0,2164.25,0,2,0,0,?,1216556,good
45.1724,5.91667,67.697,1.3,0,29300000,0.221374,89565283,good
45.1724,5.91667,67.697,1.3,0,29300000,0.221374,64278029,good
45.1724,5.91667,67.697,1.3,0,29300000,0.221374,44526267,good
45.1724,5.91667,67.697,1.3,0,29300000,0.221374,17887723,good
45.1724,5.91667,67.697,1.3,0,29300000,0.221374,53362206,good
45.1724,5.91667,67.697,1.3,0,29300000,0.221374,8520536,good
45.1724,5.91667,67.697,1.3,0,29300000,0.221374,82456576,good
45.1724,5.91667,67.697,1.3,0,29300000,0.221374,90783920,good
45.1724,5.91667,67.697,1.3,0,29300000,0.221374,68908713,good
45.1724,5.91667,67.697,1.3,0,29300000,0.221374,81986705,good
45.1724,5.91667,67.697,1.3,0,29300000,0.221374,1216556,good
9801,74.8551,309000000,7.9,1,30700000,96.6042,89565283,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,91036839,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,45869639,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,45869638,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,45869637,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,89269802,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,89269803,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,89269801,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,89269804,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,30870721,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,53302993,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,30870720,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,64278029,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,44526267,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,95762352,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,49834417,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,49834419,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,49834418,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,11256942,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,11256943,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,11256941,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,42851841,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,11256944,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,31459546,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,17887723,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,91845162,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,53362206,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,95762355,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,12321508,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,75830644,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,95762353,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,85483012,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,47942864,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,47942865,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,47942866,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,8520536,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,82456576,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,95762354,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,90783920,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,99720138,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,30870723,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,30870722,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,13323659,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,45869640,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,36564233,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,36564232,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,75830645,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,36564234,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,81986705,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,37052870,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,37052871,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,80361466,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,80361467,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,80361464,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,80361465,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,49834420,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,1216556,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,36564235,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,75830647,good
9801,74.8551,309000000,7.9,1,30700000,96.6042,75830646,good
9801,74.8551,309000000,7.9,1,30700000,96.6042,18524981,good
9801,74.8551,309000000,7.9,1,30700000,96.6042,37052869,bad
9801,74.8551,309000000,7.9,1,30700000,96.6042,37052868,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,89565283,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,91036839,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,45869639,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,45869638,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,45869637,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,89269802,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,89269803,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,89269801,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,89269804,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,30870721,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,53302993,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,30870720,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,64278029,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,44526267,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,95762352,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,49834417,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,49834419,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,49834418,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,11256942,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,11256943,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,11256941,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,42851841,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,11256944,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,31459546,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,17887723,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,91845162,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,53362206,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,95762355,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,12321508,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,75830644,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,95762353,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,85483012,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,47942864,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,47942865,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,47942866,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,8520536,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,82456576,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,95762354,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,90783920,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,99720138,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,30870723,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,30870722,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,13323659,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,45869640,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,36564233,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,36564232,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,75830645,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,36564234,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,81986705,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,37052870,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,37052871,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,80361466,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,80361467,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,80361464,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,80361465,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,49834420,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,1216556,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,36564235,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,75830647,good
9801,74.8551,690000000,7.9,1,60000000,215.356,75830646,good
9801,74.8551,690000000,7.9,1,60000000,215.356,18524981,good
9801,74.8551,690000000,7.9,1,60000000,215.356,37052869,bad
9801,74.8551,690000000,7.9,1,60000000,215.356,37052868,bad
9801,74.8551,130000000,7.9,1,19800000,40.7341,89565283,bad
9801,74.8551,130000000,7.9,1,19800000,40.7341,91036839,bad
9801,74.8551,130000000,7.9,1,19800000,40.7341,45869639,bad
9801,74.8551,130000000,7.9,1,19800000,40.7341,45869638,bad
9801,74.8551,130000000,7.9,1,19800000,40.7341,45869637,bad
9801,74.8551,130000000,7.9,1,19800000,40.7341,89269802,bad
9801,74.8551,130000000,7.9,1,19800000,40.7341,89269803,bad
9801,74.8551,130000000,7.9,1,19800000,40.7341,89269801,bad
9801,74.8551,130000000,7.9,1,19800000,40.7341,89269804,bad
9801,74.8551,130000000,7.9,1,19800000,40.7341,30870721,bad
9801,74.8551,130000000,7.9,1,19800000,40.7341,53302993,bad
9801,74.8551,130000000,7.9,1,19800000,40.7341,30870720,bad
9801,74.8551,130000000,7.9,1,19800000,40.7341,64278029,bad
9801,74.8551,130000000,7.9,1,19800000,40.7341,44526267,bad
9801,74.8551,130000000,7.9,1,19800000,40.7341,95762352,bad
