@relation 'petsc_data-weka.filters.unsupervised.attribute.Remove-R25-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.Remove-R1-9,12-13,15-22,24-29,31,33-38,40,42-53'

@attribute avg-diag-dist numeric
@attribute nnz numeric
@attribute norm1 numeric
@attribute col-variability numeric
@attribute min-nnzeros-per-row numeric
@attribute row-variability numeric
@attribute n-nonzero-diags numeric
@attribute kappa numeric
@attribute solver {89565283,8793455,90197667,49598909,91036839,45869639,45869638,45869637,47942867,89269802,89269803,89269801,89269804,59072883,59072882,59072881,7285381,7285384,59072884,49598911,49598910,49598912,30870721,36025723,36025722,53302993,30870720,64278029,36025724,44526267,8793454,8793456,8793453,17734818,32168839,32168838,57331597,95762352,57331599,57331598,32168837,88865078,88865079,49834417,49834419,49834418,88865076,88865077,11256942,11256943,11256941,42851841,11256944,31459546,17887723,91845162,53362206,95762355,12321508,75830644,57331600,43373444,95762353,43373441,43373442,43373443,91068411,91068410,5890861,85483012,5890863,5890862,18868444,18868441,18868443,18868442,91068408,47942864,47942865,47942866,91068409,8520536,5890860,82456576,29030069,95762354,90783920,99720138,29030071,29030070,29030072,85490469,30870723,30870722,26415435,26415434,26415433,26415432,13323659,45869640,36564233,68908713,7285382,36564232,7285383,75830645,36564234,81986705,29553941,29553943,29553942,69654761,29553944,69654763,69654762,32874609,32168840,90197664,90197665,90197666,69654760,37052870,37052871,19932321,19932323,19932322,19932324,80361466,80361467,80361464,80361465,49834420,1216556,38678404,38678401,38678402,38678403,32874611,32874610,32874612,44114477,44114476,44114479,44114478,36564235,36025721,75830647,75830646,85490471,85490470,85490472,18524981,37052869,37052868}
@attribute class {good,bad}

@data
793.8216,11258,1.916559,99.21325,2,99.21325,3127,81.59196,36564234,good
793.8216,11258,1.916559,99.21325,2,99.21325,3127,81.59196,37052871,good
793.8216,11258,1.916559,99.21325,2,99.21325,3127,81.59196,29553943,good
793.8216,11258,1.916559,99.21325,2,99.21325,3127,81.59196,49598909,bad
793.8216,11258,1.916559,99.21325,2,99.21325,3127,81.59196,29553944,good
793.8216,11258,1.916559,99.21325,2,99.21325,3127,81.59196,68908713,bad
793.8216,11258,1.916559,99.21325,2,99.21325,3127,81.59196,38678403,good
1371.345,24295,1212874000,47.45047,2,47.45047,4682,3.480313,59072882,bad
1371.345,24295,1212874000,47.45047,2,47.45047,4682,3.480313,89565283,good
1371.345,24295,1212874000,47.45047,2,47.45047,4682,3.480313,36564232,good
1371.345,24295,1212874000,47.45047,2,47.45047,4682,3.480313,36564234,good
1371.345,24295,1212874000,47.45047,2,47.45047,4682,3.480313,37052871,good
1371.345,24295,1212874000,47.45047,2,47.45047,4682,3.480313,68908713,good
1371.345,24295,1212874000,47.45047,2,47.45047,4682,3.480313,49598909,bad
1381.141,30582,1160759000,59.49158,2,59.49158,4546,3.610837,89565283,bad
1381.141,30582,1160759000,59.49158,2,59.49158,4546,3.610837,49598909,bad
1381.255,31102,3670644000000,111.0801,2,113.3405,4550,3.72918,89565283,good
1381.255,31102,3670644000000,111.0801,2,113.3405,4550,3.72918,49598909,bad
9171.338,179627,3379670000,255.4039,2,257.1909,31531,9.845392,89565283,bad
9171.338,179627,3379670000,255.4039,2,257.1909,31531,9.845392,49598909,bad
1381.255,31102,3670644000000,47.50547,2,49.65997,4550,3.72585,89565283,good
1381.255,31102,3670644000000,47.50547,2,49.65997,4550,3.72585,49598909,bad
6493.718,77610,126001,30.47297,2,30.47297,22373,2.338928,89565283,good
6493.718,77610,126001,30.47297,2,30.47297,22373,2.338928,49598909,bad
2954.932,62934,541830200,152.0121,2,150.747,10611,1.241919,89565283,bad
2954.932,62934,541830200,152.0121,2,150.747,10611,1.241919,49598909,bad
793.8216,11255,2.932791,248.7111,2,248.7111,3127,70.99239,89565283,bad
793.8216,11255,2.932791,248.7111,2,248.7111,3127,70.99239,45869640,bad
793.8216,11255,2.932791,248.7111,2,248.7111,3127,70.99239,49598909,bad
66.22222,87025,4791.044,1.199713,4,1.354117,9,396406.3,89565283,bad
107.229,20516,29625580,17.16111,1,16.90036,214,14061.46,89565283,bad
107.229,20516,29625580,17.16111,1,16.90036,214,14061.46,18868441,good
107.229,20516,29625580,17.16111,1,16.90036,214,14061.46,68908713,bad
107.229,20516,29625580,17.16111,1,16.90036,214,14061.46,47942866,good
115.0087,93781,272.2243,7.553177,1,7.550828,231,2.717751,29553943,good
115.0087,93781,272.2243,7.553177,1,7.550828,231,2.717751,80361466,good
115.0087,93781,272.2243,7.553177,1,7.550828,231,2.717751,89565283,good
2408.201,24784,2258658,28.5598,2,26.37626,7952,177.4445,89565283,bad
66.22222,87025,654304.8,1.293912,4,1.550128,9,1.483663,89565283,bad
66.22222,87025,654304.8,1.293912,4,1.550128,9,1.483663,18868441,bad
66.22222,87025,654304.8,1.293912,4,1.550128,9,1.483663,47942866,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,89565283,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,47942866,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,47942867,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,49834418,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,88865076,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,88865077,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,11256941,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,29553943,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,29553942,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,69654761,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,69654763,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,69654762,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,49834417,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,45869639,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,80361465,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,95762355,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,89269803,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,89269801,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,37052871,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,89269804,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,19932321,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,19932323,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,7285382,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,7285381,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,80361466,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,80361467,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,7285384,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,59072884,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,29030071,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,36025721,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,64278029,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,38678404,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,85483012,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,38678401,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,38678402,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,38678403,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,31459546,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,30870721,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,30870720,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,18868442,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,36564233,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,36564232,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,75830644,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,13323659,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,75830646,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,32168839,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,95762354,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,45869640,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,85490471,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,57331599,good
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,85490472,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,32168837,bad
4871.523,75167,1000000000000,48.35862,1,48.35862,13235,1125.627,37052869,good
2455.749,23884,0.08414,37.70429,2,37.70429,3899,136.4266,59072882,bad
2455.749,23884,0.08414,37.70429,2,37.70429,3899,136.4266,89565283,bad
2455.749,23884,0.08414,37.70429,2,37.70429,3899,136.4266,85490472,bad
2455.749,23884,0.08414,37.70429,2,37.70429,3899,136.4266,36564232,bad
2455.749,23884,0.08414,37.70429,2,37.70429,3899,136.4266,36564234,bad
2455.749,23884,0.08414,37.70429,2,37.70429,3899,136.4266,37052871,bad
2455.749,23884,0.08414,37.70429,2,37.70429,3899,136.4266,45869640,bad
2455.749,23884,0.08414,37.70429,2,37.70429,3899,136.4266,29553943,bad
2455.749,23884,0.08414,37.70429,2,37.70429,3899,136.4266,49598909,good
2455.749,23884,0.08414,37.70429,2,37.70429,3899,136.4266,8793453,good
2455.749,23884,0.08414,37.70429,2,37.70429,3899,136.4266,29553944,good
2455.749,23884,0.08414,37.70429,2,37.70429,3899,136.4266,68908713,bad
2455.749,23884,0.08414,37.70429,2,37.70429,3899,136.4266,38678403,good
2407.108,24783,2296333,27.27038,2,26.60902,7950,188.4794,89565283,bad
66.22222,87025,12789.05,1.122296,4,1.252157,9,1.503853,89565283,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,88865078,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,89565283,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,47942864,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,47942865,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,49834419,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,49834418,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,88865077,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,32874610,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,75830647,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,85483012,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,29553941,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,17887723,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,29553944,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,29030069,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,29553942,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,91845162,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,53362206,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,32874609,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,45869637,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,18524981,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,80361465,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,90197664,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,90197665,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,69654760,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,12321508,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,85490469,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,89269801,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,37052870,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,89269804,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,19932322,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,19932324,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,8793454,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,91036839,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,59072882,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,59072881,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,80361466,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,80361464,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,17734818,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,49834420,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,29030070,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,91068411,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,91068410,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,1216556,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,64278029,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,75830646,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,44114477,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,5890863,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,5890862,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,38678401,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,8793453,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,38678403,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,18868444,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,30870721,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,30870720,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,26415433,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,44114476,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,18868442,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,49598909,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,36564232,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,75830644,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,13323659,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,43373441,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,95762355,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,85490471,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,57331598,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,32168837,bad
66.22222,87025,33713.19,1.208104,4,1.349296,9,1.451379,30870722,bad
66.22222,87025,1743.923,0.964094,4,1.071613,9,55273.51,89565283,bad
66.22222,87025,39.41596,0.91895,4,0.932924,9,7523.403,89565283,bad
66.22222,87025,1895.947,0.964094,4,1.071613,9,59879.56,89565283,bad
66.22222,87025,1895.947,0.964094,4,1.071613,9,59879.56,45869640,bad
66.22222,87025,1895.947,0.964094,4,1.071613,9,59879.56,37052868,bad
66.22222,87025,2710.358,0.968866,4,1.071601,9,84801.77,89269802,bad
66.22222,87025,2710.358,0.968866,4,1.071601,9,84801.77,89565283,bad
5351.887,114671,42447280,24.64615,2,19.29646,3374,103741.2,89565283,bad
2427.571,28863,53002.2,28.01667,2,26.66484,8313,1.219051,89565283,bad
726.2133,1137732,0,19.78574,241,19.78574,2907,121969.4,80361466,bad
726.2133,1137732,0,19.78574,241,19.78574,2907,121969.4,29553943,bad
726.2133,1137732,0,19.78574,241,19.78574,2907,121969.4,18868441,bad
726.2133,1137732,0,19.78574,241,19.78574,2907,121969.4,89565283,bad
726.2133,1137732,0,19.78574,241,19.78574,2907,121969.4,18868442,bad
315.2407,663643,729364000,20.04573,1,20.96626,1242,70.65166,7285382,bad
315.2407,663643,729364000,20.04573,1,20.96626,1242,70.65166,89565283,good
315.2407,663643,729364000,20.04573,1,20.96626,1242,70.65166,7285381,bad
315.2407,663643,729364000,20.04573,1,20.96626,1242,70.65166,29030071,good
315.2407,663643,729364000,20.04573,1,20.96626,1242,70.65166,88865077,bad
315.2407,663643,729364000,20.04573,1,20.96626,1242,70.65166,88865076,bad
315.2407,663643,729364000,20.04573,1,20.96626,1242,70.65166,85490469,bad
315.2407,663643,729364000,20.04573,1,20.96626,1242,70.65166,36025723,good
315.2407,663643,729364000,20.04573,1,20.96626,1242,70.65166,38678404,bad
315.2407,663643,729364000,20.04573,1,20.96626,1242,70.65166,36025721,bad
315.2407,663643,729364000,20.04573,1,20.96626,1242,70.65166,64278029,bad
315.2407,663643,729364000,20.04573,1,20.96626,1242,70.65166,68908713,bad
315.2407,663643,729364000,20.04573,1,20.96626,1242,70.65166,19932321,bad
315.2407,663643,729364000,20.04573,1,20.96626,1242,70.65166,19932323,good
315.2407,663643,729364000,20.04573,1,20.96626,1242,70.65166,17887723,bad
315.2407,663643,729364000,20.04573,1,20.96626,1242,70.65166,32168837,bad
315.2407,663643,729364000,20.04573,1,20.96626,1242,70.65166,69654760,good
315.2407,663643,729364000,20.04573,1,20.96626,1242,70.65166,38678402,bad
315.2407,663643,729364000,20.04573,1,20.96626,1242,70.65166,38678403,bad
8446.742,1889447,7312655,21.00991,1,20.51548,14026,827.7749,29553943,bad
8446.742,1889447,7312655,21.00991,1,20.51548,14026,827.7749,80361466,bad
8446.742,1889447,7312655,21.00991,1,20.51548,14026,827.7749,89565283,bad
8446.742,1889447,7312655,21.00991,1,20.51548,14026,827.7749,18868442,bad
66.22222,87025,1819.361,1.115002,4,1.257349,9,155824.7,89565283,bad
66.22222,87025,1819.361,1.115002,4,1.257349,9,155824.7,57331598,bad
66.22222,87025,55.45941,0.958951,4,1.019407,9,10475.32,89565283,bad
66.22222,87025,39.41596,0.91895,4,0.932924,9,7591.559,89565283,bad
66.22222,87025,107.8268,1.027002,4,1.144468,9,20002.43,89565283,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,88865078,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,89565283,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,47942864,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,47942865,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,47942866,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,49834419,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,49834418,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,88865077,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,32874610,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,75830647,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,85483012,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,29553941,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,17887723,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,29553944,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,29030069,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,29553942,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,53362206,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,32874609,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,45869637,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,18524981,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,80361465,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,90197664,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,69654760,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,12321508,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,85490469,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,91036839,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,89269804,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,43373444,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,19932322,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,19932324,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,8793454,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,59072882,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,59072881,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,80361466,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,80361464,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,17734818,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,49834420,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,29030070,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,91068410,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,1216556,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,64278029,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,26415433,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,5890863,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,5890862,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,38678401,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,8793453,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,18868444,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,30870721,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,30870720,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,18868441,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,44114476,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,18868442,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,49598909,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,36564232,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,75830644,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,13323659,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,75830646,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,95762355,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,45869640,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,85490471,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,57331598,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,32168837,bad
66.22222,87025,1864.36,1.267202,4,1.427216,9,283224.2,30870722,bad
66.22222,87025,5.333333,1.034632,4,1.034632,9,2208.528,29553943,bad
66.22222,87025,5.333333,1.034632,4,1.034632,9,2208.528,80361466,bad
66.22222,87025,5.333333,1.034632,4,1.034632,9,2208.528,89565283,bad
66.22222,87025,36.66171,0.908476,4,0.919111,9,7148.292,89565283,bad
66.22222,87025,36.56131,0.908476,4,0.919111,9,7135.22,89565283,bad
52.25962,6346,4481.628,27.67633,1,27.67454,208,12642.22,89565283,good
52.25962,6346,4481.628,27.67633,1,27.67454,208,12642.22,30870720,bad
52.25962,6346,4481.628,27.67633,1,27.67454,208,12642.22,36564232,bad
52.25962,6346,4481.628,27.67633,1,27.67454,208,12642.22,36564234,bad
52.25962,6346,4481.628,27.67633,1,27.67454,208,12642.22,91068410,good
52.25962,6346,4481.628,27.67633,1,27.67454,208,12642.22,29553943,bad
52.25962,6346,4481.628,27.67633,1,27.67454,208,12642.22,29553944,good
52.25962,6346,4481.628,27.67633,1,27.67454,208,12642.22,38678403,good
2.5,49980,441546400000,5.300943,1,5.300943,6,?,89565283,bad
2.5,49980,441546400000,5.300943,1,5.300943,6,?,18868441,good
2.5,49980,441546400000,5.300943,1,5.300943,6,?,68908713,bad
267.613,67391,2815.21,15.2769,4,15.2769,801,4749346,89565283,good
267.613,67391,2815.21,15.2769,4,15.2769,801,4749346,30870720,bad
267.613,67391,2815.21,15.2769,4,15.2769,801,4749346,18868441,bad
267.613,67391,2815.21,15.2769,4,15.2769,801,4749346,47942865,bad
267.613,67391,2815.21,15.2769,4,15.2769,801,4749346,47942866,bad
267.613,67391,2815.21,15.2769,4,15.2769,801,4749346,91068410,bad
267.613,67391,2815.21,15.2769,4,15.2769,801,4749346,68908713,bad
66.22222,87025,273.16,0.923498,4,0.960462,9,24106.41,89565283,bad
2.5,49980,0.000071,15.58133,1,15.58133,6,?,89565283,bad
8.393939,11766,14331850,27.09879,1,25.93517,33,8.125526,89565283,bad
8.393939,11766,14331850,27.09879,1,25.93517,33,8.125526,30870720,good
8.393939,11766,14331850,27.09879,1,25.93517,33,8.125526,18868441,good
8.393939,11766,14331850,27.09879,1,25.93517,33,8.125526,47942865,bad
8.393939,11766,14331850,27.09879,1,25.93517,33,8.125526,47942866,bad
8.393939,11766,14331850,27.09879,1,25.93517,33,8.125526,36564232,good
8.393939,11766,14331850,27.09879,1,25.93517,33,8.125526,36564234,good
8.393939,11766,14331850,27.09879,1,25.93517,33,8.125526,91068410,good
8.393939,11766,14331850,27.09879,1,25.93517,33,8.125526,29553943,good
8.393939,11766,14331850,27.09879,1,25.93517,33,8.125526,85490472,good
8.393939,11766,14331850,27.09879,1,25.93517,33,8.125526,29553944,good
8.393939,11766,14331850,27.09879,1,25.93517,33,8.125526,68908713,good
8.393939,11766,14331850,27.09879,1,25.93517,33,8.125526,38678403,good
2154.625,61166,49.42937,6.153075,7,6.15286,7251,71.7098,47942866,bad
2154.625,61166,49.42937,6.153075,7,6.15286,7251,71.7098,47942867,bad
2154.625,61166,49.42937,6.153075,7,6.15286,7251,71.7098,11256941,bad
2154.625,61166,49.42937,6.153075,7,6.15286,7251,71.7098,29553943,bad
2154.625,61166,49.42937,6.153075,7,6.15286,7251,71.7098,29553942,bad
2154.625,61166,49.42937,6.153075,7,6.15286,7251,71.7098,69654763,bad
2154.625,61166,49.42937,6.153075,7,6.15286,7251,71.7098,69654762,bad
2154.625,61166,49.42937,6.153075,7,6.15286,7251,71.7098,80361465,bad
2154.625,61166,49.42937,6.153075,7,6.15286,7251,71.7098,95762355,bad
2154.625,61166,49.42937,6.153075,7,6.15286,7251,71.7098,89269803,bad
2154.625,61166,49.42937,6.153075,7,6.15286,7251,71.7098,89269801,bad
2154.625,61166,49.42937,6.153075,7,6.15286,7251,71.7098,37052871,bad
2154.625,61166,49.42937,6.153075,7,6.15286,7251,71.7098,89269804,bad
2154.625,61166,49.42937,6.153075,7,6.15286,7251,71.7098,19932323,bad
2154.625,61166,49.42937,6.153075,7,6.15286,7251,71.7098,7285382,good
2154.625,61166,49.42937,6.153075,7,6.15286,7251,71.7098,80361466,bad
