% Generated on 2015-06-01 17:06:35,  dyna6-73.cs.uoregon.edu: /Users/norris/research/lighthouse/lighthouse-git/sandbox/petsc/scripts/anamod2arff.py, Command: "../scripts/anamod2arff.py -f ../anamod-features -p ../timing/bgq -n solvers_anamod -t"
lambda-max-by-magnitude-im,right-bandwidth,n-nonzero-diags,n-dummy-rows,blocksize,max-nnzeros-per-row,diag-definite,avgnnzprow,lambda-max-by-magnitude-re,ellipse-cy,nnzup,ruhe75-bound,avg-diag-dist,nnz,lambda-min-by-magnitude-re,lambda-max-by-im-part-im,left-bandwidth,norm1,sigma-min,upband,nnzeros,lambda-min-by-magnitude-im,diagonal-average,diagonal-dominance,dummy-rows,ritz-values-r,nnzlow,colours,lambda-max-by-im-part-re,col-variability,trace-abs,ritz-values-c,diag-zerostart,loband,positive-fraction,trace,min-nnzeros-per-row,diagonal-sign,row-variability,nrows,colour-offsets,n-colours,diagonal-variance,departure,dummy-rows-kind,kappa,sigma-max,colour-set-sizes,sigma-diag-dist,n-ritz-values,ellipse-ax,ellipse-ay,ellipse-cx,normF,normInf,lambda-max-by-real-part-im,lambda-max-by-real-part-re,nnzdia,avgdistfromdiag, time, class
?,16871,11519,12090,95,336,1,2,1.0,?,11359,14.46739,6005.228,37849,0.94,?,16917,2.0,9.368636,16871,37849,?,0.9999141,-277.348,?,?,9535,?,1.0,4.0,16953.54,?,16955,16917,1.0,16953.54,1,2,4.0,16955,?,7,0.00539686,109.9028,1,3.29894,15.99179,?,88007410.0,36,0.5311577,0.4368404,0.993247,170.4115,279.348,?,1.524404,16955,2,0.6525619,bad
?,16871,11519,12090,95,336,1,2,1.0,?,11359,14.46739,6005.228,37849,0.94,?,16917,2.0,9.368636,16871,37849,?,0.9999141,-277.348,?,?,9535,?,1.0,4.0,16953.54,?,16955,16917,1.0,16953.54,1,2,4.0,16955,?,7,0.00539686,109.9028,1,3.29894,15.99179,?,88007410.0,36,0.5311577,0.4368404,0.993247,170.4115,279.348,?,1.524404,16955,2,0.3665697,bad
?,16871,11519,12090,95,336,1,2,1.0,?,11359,14.46739,6005.228,37849,0.94,?,16917,2.0,9.368636,16871,37849,?,0.9999141,-277.348,?,?,9535,?,1.0,4.0,16953.54,?,16955,16917,1.0,16953.54,1,2,4.0,16955,?,7,0.00539686,109.9028,1,3.29894,15.99179,?,88007410.0,36,0.5311577,0.4368404,0.993247,170.4115,279.348,?,1.524404,16955,2,0.1210738,bad
?,16871,11519,12090,95,336,1,2,1.0,?,11359,14.46739,6005.228,37849,0.94,?,16917,2.0,9.368636,16871,37849,?,0.9999141,-277.348,?,?,9535,?,1.0,4.0,16953.54,?,16955,16917,1.0,16953.54,1,2,4.0,16955,?,7,0.00539686,109.9028,1,3.29894,15.99179,?,88007410.0,36,0.5311577,0.4368404,0.993247,170.4115,279.348,?,1.524404,16955,2,0.4284603,bad
?,16871,11519,12090,95,336,1,2,1.0,?,11359,14.46739,6005.228,37849,0.94,?,16917,2.0,9.368636,16871,37849,?,0.9999141,-277.348,?,?,9535,?,1.0,4.0,16953.54,?,16955,16917,1.0,16953.54,1,2,4.0,16955,?,7,0.00539686,109.9028,1,3.29894,15.99179,?,88007410.0,36,0.5311577,0.4368404,0.993247,170.4115,279.348,?,1.524404,16955,2,0.1017813,bad
?,16871,11519,12090,95,336,1,2,1.0,?,11359,14.46739,6005.228,37849,0.94,?,16917,2.0,9.368636,16871,37849,?,0.9999141,-277.348,?,?,9535,?,1.0,4.0,16953.54,?,16955,16917,1.0,16953.54,1,2,4.0,16955,?,7,0.00539686,109.9028,1,3.29894,15.99179,?,88007410.0,36,0.5311577,0.4368404,0.993247,170.4115,279.348,?,1.524404,16955,2,0.1017324,bad
?,16871,11519,12090,95,336,1,2,1.0,?,11359,14.46739,6005.228,37849,0.94,?,16917,2.0,9.368636,16871,37849,?,0.9999141,-277.348,?,?,9535,?,1.0,4.0,16953.54,?,16955,16917,1.0,16953.54,1,2,4.0,16955,?,7,0.00539686,109.9028,1,3.29894,15.99179,?,88007410.0,36,0.5311577,0.4368404,0.993247,170.4115,279.348,?,1.524404,16955,2,0.05775118,bad
?,16871,11519,12090,95,336,1,2,1.0,?,11359,14.46739,6005.228,37849,0.94,?,16917,2.0,9.368636,16871,37849,?,0.9999141,-277.348,?,?,9535,?,1.0,4.0,16953.54,?,16955,16917,1.0,16953.54,1,2,4.0,16955,?,7,0.00539686,109.9028,1,3.29894,15.99179,?,88007410.0,36,0.5311577,0.4368404,0.993247,170.4115,279.348,?,1.524404,16955,2,0.4442287,bad
?,16871,11519,12090,95,336,1,2,1.0,?,11359,14.46739,6005.228,37849,0.94,?,16917,2.0,9.368636,16871,37849,?,0.9999141,-277.348,?,?,9535,?,1.0,4.0,16953.54,?,16955,16917,1.0,16953.54,1,2,4.0,16955,?,7,0.00539686,109.9028,1,3.29894,15.99179,?,88007410.0,36,0.5311577,0.4368404,0.993247,170.4115,279.348,?,1.524404,16955,2,0.1656041,bad
?,16871,11519,12090,95,336,1,2,1.0,?,11359,14.46739,6005.228,37849,0.94,?,16917,2.0,9.368636,16871,37849,?,0.9999141,-277.348,?,?,9535,?,1.0,4.0,16953.54,?,16955,16917,1.0,16953.54,1,2,4.0,16955,?,7,0.00539686,109.9028,1,3.29894,15.99179,?,88007410.0,36,0.5311577,0.4368404,0.993247,170.4115,279.348,?,1.524404,16955,2,0.1153709,bad
?,16871,11519,12090,95,336,1,2,1.0,?,11359,14.46739,6005.228,37849,0.94,?,16917,2.0,9.368636,16871,37849,?,0.9999141,-277.348,?,?,9535,?,1.0,4.0,16953.54,?,16955,16917,1.0,16953.54,1,2,4.0,16955,?,7,0.00539686,109.9028,1,3.29894,15.99179,?,88007410.0,36,0.5311577,0.4368404,0.993247,170.4115,279.348,?,1.524404,16955,2,0.1529733,bad
?,16871,11519,12090,95,336,1,2,1.0,?,11359,14.46739,6005.228,37849,0.94,?,16917,2.0,9.368636,16871,37849,?,0.9999141,-277.348,?,?,9535,?,1.0,4.0,16953.54,?,16955,16917,1.0,16953.54,1,2,4.0,16955,?,7,0.00539686,109.9028,1,3.29894,15.99179,?,88007410.0,36,0.5311577,0.4368404,0.993247,170.4115,279.348,?,1.524404,16955,2,0.113585,bad
?,16871,11519,12090,95,336,1,2,1.0,?,11359,14.46739,6005.228,37849,0.94,?,16917,2.0,9.368636,16871,37849,?,0.9999141,-277.348,?,?,9535,?,1.0,4.0,16953.54,?,16955,16917,1.0,16953.54,1,2,4.0,16955,?,7,0.00539686,109.9028,1,3.29894,15.99179,?,88007410.0,36,0.5311577,0.4368404,0.993247,170.4115,279.348,?,1.524404,16955,2,100.7189,bad
?,16871,11519,12090,95,336,1,2,1.0,?,11359,14.46739,6005.228,37849,0.94,?,16917,2.0,9.368636,16871,37849,?,0.9999141,-277.348,?,?,9535,?,1.0,4.0,16953.54,?,16955,16917,1.0,16953.54,1,2,4.0,16955,?,7,0.00539686,109.9028,1,3.29894,15.99179,?,88007410.0,36,0.5311577,0.4368404,0.993247,170.4115,279.348,?,1.524404,16955,2,0.04823976,bad
?,16871,11519,12090,95,336,1,2,1.0,?,11359,14.46739,6005.228,37849,0.94,?,16917,2.0,9.368636,16871,37849,?,0.9999141,-277.348,?,?,9535,?,1.0,4.0,16953.54,?,16955,16917,1.0,16953.54,1,2,4.0,16955,?,7,0.00539686,109.9028,1,3.29894,15.99179,?,88007410.0,36,0.5311577,0.4368404,0.993247,170.4115,279.348,?,1.524404,16955,2,2.03639,bad
?,16871,11519,12090,95,336,1,2,1.0,?,11359,14.46739,6005.228,37849,0.94,?,16917,2.0,9.368636,16871,37849,?,0.9999141,-277.348,?,?,9535,?,1.0,4.0,16953.54,?,16955,16917,1.0,16953.54,1,2,4.0,16955,?,7,0.00539686,109.9028,1,3.29894,15.99179,?,88007410.0,36,0.5311577,0.4368404,0.993247,170.4115,279.348,?,1.524404,16955,2,0.1004748,bad
?,33784,22793,25531,83,304,1,2,1.0,?,35796,13.91799,14124.42,73249,0.9469,?,8250,2.0,13.84702,33784,73249,?,0.9998241,-246.7492,?,?,3620,?,1.0,5.0,33827.05,?,33833,8250,1.0,33827.05,1,2,5.0,33833,?,5,0.005403151,159.1799,1,8.274903,15.6251,?,99566070.0,8,0.7504043,0.6873648,0.9567038,243.2728,248.7492,?,1.707107,33833,2,53.90677,bad
?,33784,22793,25531,83,304,1,2,1.0,?,35796,13.91799,14124.42,73249,0.9469,?,8250,2.0,13.84702,33784,73249,?,0.9998241,-246.7492,?,?,3620,?,1.0,5.0,33827.05,?,33833,8250,1.0,33827.05,1,2,5.0,33833,?,5,0.005403151,159.1799,1,8.274903,15.6251,?,99566070.0,8,0.7504043,0.6873648,0.9567038,243.2728,248.7492,?,1.707107,33833,2,0.9310194,bad
?,1087,1643,?,4,12,?,4,-0.9535459,?,1927,29134.2,497.1564,5351,1.466976e-08,?,929,29137.14,28.59275,1087,5351,?,5.205091e-05,-29166.82,?,?,2335,?,0.04958096,10.34716,0.05668344,?,563,929,0.475,-0.05668344,2,-1,11.61732,1089,?,6,0.001715295,29135.27,?,47.95203,29135.15,?,530612.5,240,0.8522311,0.8955464,-0.1013148,29135.27,29166.82,?,0.7509164,1089,4,0.04064624,bad
?,1087,1643,?,4,12,?,4,-0.9535459,?,1927,29134.2,497.1564,5351,1.466976e-08,?,929,29137.14,28.59275,1087,5351,?,5.205091e-05,-29166.82,?,?,2335,?,0.04958096,10.34716,0.05668344,?,563,929,0.475,-0.05668344,2,-1,11.61732,1089,?,6,0.001715295,29135.27,?,47.95203,29135.15,?,530612.5,240,0.8522311,0.8955464,-0.1013148,29135.27,29166.82,?,0.7509164,1089,4,0.01905051,bad
?,1087,1643,?,4,12,?,4,-0.9535459,?,1927,29134.2,497.1564,5351,1.466976e-08,?,929,29137.14,28.59275,1087,5351,?,5.205091e-05,-29166.82,?,?,2335,?,0.04958096,10.34716,0.05668344,?,563,929,0.475,-0.05668344,2,-1,11.61732,1089,?,6,0.001715295,29135.27,?,47.95203,29135.15,?,530612.5,240,0.8522311,0.8955464,-0.1013148,29135.27,29166.82,?,0.7509164,1089,4,35.64176,bad
?,1087,1643,?,4,12,?,4,-0.9535459,?,1927,29134.2,497.1564,5351,1.466976e-08,?,929,29137.14,28.59275,1087,5351,?,5.205091e-05,-29166.82,?,?,2335,?,0.04958096,10.34716,0.05668344,?,563,929,0.475,-0.05668344,2,-1,11.61732,1089,?,6,0.001715295,29135.27,?,47.95203,29135.15,?,530612.5,240,0.8522311,0.8955464,-0.1013148,29135.27,29166.82,?,0.7509164,1089,4,35.87264,bad
?,1087,1643,?,4,12,?,4,-0.9535459,?,1927,29134.2,497.1564,5351,1.466976e-08,?,929,29137.14,28.59275,1087,5351,?,5.205091e-05,-29166.82,?,?,2335,?,0.04958096,10.34716,0.05668344,?,563,929,0.475,-0.05668344,2,-1,11.61732,1089,?,6,0.001715295,29135.27,?,47.95203,29135.15,?,530612.5,240,0.8522311,0.8955464,-0.1013148,29135.27,29166.82,?,0.7509164,1089,4,0.01208669,bad
?,1087,1643,?,4,12,?,4,-0.9535459,?,1927,29134.2,497.1564,5351,1.466976e-08,?,929,29137.14,28.59275,1087,5351,?,5.205091e-05,-29166.82,?,?,2335,?,0.04958096,10.34716,0.05668344,?,563,929,0.475,-0.05668344,2,-1,11.61732,1089,?,6,0.001715295,29135.27,?,47.95203,29135.15,?,530612.5,240,0.8522311,0.8955464,-0.1013148,29135.27,29166.82,?,0.7509164,1089,4,0.03120162,bad
?,1087,1643,?,4,12,?,4,-0.9535459,?,1927,29134.2,497.1564,5351,1.466976e-08,?,929,29137.14,28.59275,1087,5351,?,5.205091e-05,-29166.82,?,?,2335,?,0.04958096,10.34716,0.05668344,?,563,929,0.475,-0.05668344,2,-1,11.61732,1089,?,6,0.001715295,29135.27,?,47.95203,29135.15,?,530612.5,240,0.8522311,0.8955464,-0.1013148,29135.27,29166.82,?,0.7509164,1089,4,17.13223,bad
?,13447,3247,?,57,68,?,6,-1.720123,?,18477,150.6585,2275.247,82842,-0.6577911,?,6771,386.2931,158.6486,13447,82842,?,3.527638,-349.3516,?,?,50671,?,1.0,5.590216,48307.47,?,13694,6771,0.9705882,43493.81,2,?,5.090156,13694,?,11,15.75,964.0864,?,32.03981,259.5699,?,12360330.0,34,131.995,7.57345,124.005,2120.701,470.3709,?,256.0,13694,6,0.06811849,bad
?,76,54,330,10,41,?,27,-4.388506,?,106763,4.438016,57.75926,328323,-4.388506,?,142,9.07655,5.629699,76,328323,?,0.6937356,-9.769133,?,?,209830,?,2.34854,19.87968,8137.518,?,11730,142,0.2916667,-3510.278,1,?,19.87968,11730,?,21,0.8842937,111.6589,?,4.419455,6.572719,?,11117.28,48,3.904626,2.860905,-1.360614,190.7227,9.769133,?,2.34854,11730,27,0.2983415,bad
?,?,6839,3564,1,126,?,3,?,?,?,26.03316,3554.343,34996,?,?,7337,179.0,14.43553,?,34996,?,?,-125.0,?,?,24316,?,?,0.30103,?,?,?,7337,0.5104895,?,1,10,0.30103,10680,?,10,?,150.2398,1,2.555536,27.58082,?,54945620.0,143,1.130081,1.265782,0.4048041,156.1666,125.0,?,?,10680,3,8.906597,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,0.004709914,good
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,56.71232,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,44.64953,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,42.05681,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,0.8000366,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,0.8082989,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,0.8060521,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,54.92919,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,37.71469,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,4.345332,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,5.3134,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,55.75292,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,49.43875,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,51.24998,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,28.8025,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,25.67115,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,66.06431,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,0.9066487,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,38.03473,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,3.408396,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,0.642628,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,0.1073926,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,0.042811,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,0.05581487,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,0.05135823,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,0.0513545,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,0.1407184,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,32.06335,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,0.5253166,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,2.656644,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,2.631081,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,0.1769657,bad
