% Generated on 2015-05-27 17:55:34
% Location dyna6-73.cs.uoregon.edu: /Users/norris/research/lighthouse/lighthouse-git/sandbox/petsc/scripts/anamod2arff.py
% ../scripts/anamod2arff.py -f ../anamod-features -p ../timing -b 350
@RELATION petsc_data
@ATTRIBUTE lambda-max-by-magnitude-im NUMERIC
@ATTRIBUTE right-bandwidth NUMERIC
@ATTRIBUTE n-nonzero-diags NUMERIC
@ATTRIBUTE n-dummy-rows NUMERIC
@ATTRIBUTE blocksize NUMERIC
@ATTRIBUTE max-nnzeros-per-row NUMERIC
@ATTRIBUTE diag-definite NUMERIC
@ATTRIBUTE avgnnzprow NUMERIC
@ATTRIBUTE lambda-max-by-magnitude-re NUMERIC
@ATTRIBUTE ellipse-cy NUMERIC
@ATTRIBUTE nnzup NUMERIC
@ATTRIBUTE ruhe75-bound NUMERIC
@ATTRIBUTE avg-diag-dist NUMERIC
@ATTRIBUTE nnz NUMERIC
@ATTRIBUTE lambda-min-by-magnitude-re NUMERIC
@ATTRIBUTE lambda-max-by-im-part-im NUMERIC
@ATTRIBUTE left-bandwidth NUMERIC
@ATTRIBUTE norm1 NUMERIC
@ATTRIBUTE sigma-min NUMERIC
@ATTRIBUTE upband NUMERIC
@ATTRIBUTE nnzeros NUMERIC
@ATTRIBUTE lambda-min-by-magnitude-im NUMERIC
@ATTRIBUTE diagonal-average NUMERIC
@ATTRIBUTE diagonal-dominance NUMERIC
@ATTRIBUTE dummy-rows NUMERIC
@ATTRIBUTE ritz-values-r NUMERIC
@ATTRIBUTE nnzlow NUMERIC
@ATTRIBUTE colours NUMERIC
@ATTRIBUTE lambda-max-by-im-part-re NUMERIC
@ATTRIBUTE col-variability NUMERIC
@ATTRIBUTE trace-abs NUMERIC
@ATTRIBUTE ritz-values-c NUMERIC
@ATTRIBUTE diag-zerostart NUMERIC
@ATTRIBUTE loband NUMERIC
@ATTRIBUTE positive-fraction NUMERIC
@ATTRIBUTE trace NUMERIC
@ATTRIBUTE min-nnzeros-per-row NUMERIC
@ATTRIBUTE diagonal-sign NUMERIC
@ATTRIBUTE row-variability NUMERIC
@ATTRIBUTE nrows NUMERIC
@ATTRIBUTE colour-offsets NUMERIC
@ATTRIBUTE n-colours NUMERIC
@ATTRIBUTE diagonal-variance NUMERIC
@ATTRIBUTE departure NUMERIC
@ATTRIBUTE dummy-rows-kind NUMERIC
@ATTRIBUTE kappa NUMERIC
@ATTRIBUTE sigma-max NUMERIC
@ATTRIBUTE colour-set-sizes NUMERIC
@ATTRIBUTE sigma-diag-dist NUMERIC
@ATTRIBUTE n-ritz-values NUMERIC
@ATTRIBUTE ellipse-ax NUMERIC
@ATTRIBUTE ellipse-ay NUMERIC
@ATTRIBUTE ellipse-cx NUMERIC
@ATTRIBUTE normF NUMERIC
@ATTRIBUTE normInf NUMERIC
@ATTRIBUTE lambda-max-by-real-part-im NUMERIC
@ATTRIBUTE lambda-max-by-real-part-re NUMERIC
@ATTRIBUTE nnzdia NUMERIC
@ATTRIBUTE avgdistfromdiag NUMERIC
@ATTRIBUTE class {good,bad}
@DATA
?,?,14495,742,1,12,1,8,2.666667,?,?,1.177993,7482.938,134569,0.8,?,16052,8.59932,0.6672545,?,134569,?,1.725984,-0.8329932,?,?,118440,?,0.8,19.86382,27838.4,?,16129,16052,1.0,27838.4,1,2,19.86382,16129,?,8,0.6599459,92.19168,1,3.418892,3.913107,?,242281300.0,44,0.9675453,0.1299197,1.767545,252.136,5.333333,?,2.666667,16129,8,bad
?,100,9,?,99,9,1,8,86062.62,?,38612,1263.576,66.22222,87025,79.80454,?,100,132173.3,69779.53,100,87025,?,1833.956,-218.6362,?,?,38612,?,84672.36,1.096194,17974600.0,?,9801,100,1.0,17974600.0,4,2,1.393387,9801,?,8,4626.598,14127.22,?,1.256096,86116.34,?,10920.05,26,8773.33,?,77289.29,520020.5,132392.0,?,86062.62,9801,8,bad
?,100,9,?,99,9,1,8,60418.4,?,38612,49223.42,66.22222,87025,104.4578,?,100,91833.2,49223.73,100,87025,?,1683.587,-90.24792,?,?,38612,?,60147.19,1.096194,16500840.0,?,9801,100,1.0,16500840.0,4,2,1.393384,9801,?,8,3695.628,9198.523,?,192450.7,60449.83,?,10920.05,31,30209.04,?,30209.36,424689.8,91923.45,?,60418.4,9801,8,bad
?,100,9,?,99,9,1,8,395697.2,?,38612,61355.33,66.22222,87025,101.3535,?,100,628785.8,311615.4,100,87025,?,4802.857,-1448.134,?,?,38612,?,395697.2,1.20324,47072800.0,?,9801,100,1.0,47072800.0,4,2,1.560951,9801,?,8,18251.71,74983.69,?,1.581144,395860.9,?,10920.05,37,72718.55,?,322978.6,1969674.0,630234.0,?,395697.2,9801,8,bad
?,100,9,?,99,9,1,8,167157.1,?,38612,10485.96,66.22222,87025,107.2415,?,100,261583.9,132075.6,100,87025,?,2530.451,-540.2389,?,?,38612,?,165957.0,1.103877,24800950.0,?,9801,100,1.0,24800950.0,4,2,1.406217,9801,?,8,8105.987,30315.3,?,1.374764,167297.2,?,10920.05,37,22783.74,?,144373.4,886489.6,262124.1,?,167157.1,9801,8,bad
?,100,9,?,99,9,1,8,56403.24,?,38612,46810.06,66.22222,87025,100.4695,?,100,84463.15,46810.37,100,87025,?,1667.223,-12.88893,?,?,38612,?,56403.24,1.096194,16340450.0,?,9801,100,1.0,16340450.0,4,2,1.393384,9801,?,8,3569.828,8436.874,?,179662.1,56450.71,?,10920.05,30,28201.46,?,28201.78,412120.8,84476.04,?,56403.24,9801,8,bad
?,100,9,?,99,9,1,8,56267.25,?,38612,46646.47,66.22222,87025,100.4695,?,100,84152.5,46646.78,100,87025,?,1666.789,-0.07760163,?,?,38612,?,56267.25,1.096194,16336200.0,?,9801,100,1.0,16336200.0,4,2,1.393384,9801,?,8,3565.913,8408.434,?,179234.9,56316.53,?,10920.05,35,28133.47,?,28133.78,411735.3,84152.58,?,56267.25,9801,8,bad
?,7543,15034,?,9,957,1,112,2832902000.0,?,318538,460.4027,3768.24,848553,1.501543,?,7543,2832902000.0,1416451000.0,7543,848553,?,65680850.0,-2871.582,?,?,522467,?,2832902000.0,17.45223,4.957591e+11,?,7548,7543,1.0,4.957591e+11,18,2,17.45223,7548,?,20,387112100.0,5861.791,?,2.0,2832902000.0,?,33235150.0,87,708225600.0,0.2720017,2124677000.0,34112660000.0,2832904000.0,?,2832902000.0,7548,112,bad
?,?,1,4257,1,1,1,1,1.837794e-08,?,?,2.175294e-06,?,4257,2.02497e-10,?,?,2.072385e-05,1.804897e-05,?,4257,?,3.40668e-06,5.502635e-13,?,?,?,?,2.740314e-10,12.25943,0.01450224,?,4257,?,1.0,0.01450224,1,2,12.25943,4257,?,1,5.642951e-06,?,1,1.305548,2.072385e-05,?,?,36,2.425086e-06,?,1.829876e-05,0.0004300694,2.072385e-05,?,2.072385e-05,4257,1,bad
?,267,442,1,8,27,?,10,-200936.4,?,23161,?,115.9389,51412,1.0,?,267,285463.4,?,267,51412,?,102456.8,-225016.0,?,?,23143,?,1.0,24.66798,523349100.0,?,5108,267,0.1875,-523349100.0,1,?,24.66798,5108,?,9,1458.434,1004560.0,?,805835.1,?,?,31765.17,16,100468.6,?,-100467.6,8157458.0,225016.0,?,1.0,5108,10,bad
?,202,311,4,21,13,?,3,1000.0,?,581,23638.71,102.0418,1608,2.185266e-07,?,329,2004013.0,23638.89,202,1608,?,30361.99,-30291.55,?,?,597,?,1.0,36.09691,13055660.0,?,430,329,0.9277108,13055660.0,1,1,36.09691,430,?,4,138532.3,36698.58,?,10932420.0,2001004.0,?,25586.49,83,1000533.0,5.5538,1000472.0,4138865.0,2004013.0,?,2001004.0,430,3,bad
?,202,311,4,21,13,?,3,1000.0,?,581,23638.46,102.0418,1608,0.0002002002,?,329,2004013.0,23638.89,202,1608,?,30361.99,-30291.55,?,?,597,?,1.0,36.09691,13055660.0,?,430,329,0.956044,13055660.0,1,1,36.09691,430,?,4,138532.3,36698.58,?,4692269.0,2001004.0,?,25586.49,91,1000533.0,0.4182647,1000471.0,4138865.0,2004013.0,?,2001004.0,430,3,bad
?,202,311,4,21,13,?,3,1000.0,?,581,23638.63,102.0418,1608,1.294551e-07,?,329,2004013.0,23638.89,202,1608,?,30361.99,-30291.55,?,?,597,?,1.0,36.09691,13055660.0,?,430,329,0.9534884,13055660.0,1,1,36.09691,430,?,4,138532.3,36698.43,?,7819316.0,2001004.0,?,25586.49,86,1000533.0,0.1407756,1000471.0,4138865.0,2004013.0,?,2001004.0,430,3,bad
?,85,110,?,9,26,?,7,150.4969,?,381,18.63818,50.18182,910,1.0,?,86,176.0888,19.63351,85,910,?,7.147115,-19.77558,?,?,409,?,150.3063,35.9621,857.6538,?,120,86,0.8734177,845.6538,2,?,34.47172,120,?,5,18.61355,11.72032,?,151.204,150.5063,?,5367.116,79,75.75316,1.414229,74.74373,275.7216,174.0667,?,150.4969,120,7,bad
?,202,311,4,21,13,?,3,1000.0,?,581,23638.24,102.0418,1608,8.189682e-05,?,329,2004013.0,23638.89,202,1608,?,30361.99,-30291.55,?,?,597,?,1.0,36.09691,13055660.0,?,430,329,0.9277108,13055660.0,1,1,36.09691,430,?,4,138532.3,36698.58,?,3057391.0,2001004.0,?,25586.49,83,1000532.0,3.346009,1000472.0,4138865.0,2004013.0,?,2001004.0,430,3,bad
?,16871,11519,12090,95,336,1,2,1.0,?,11359,14.46739,6005.228,37849,0.94,?,16917,2.0,9.368636,16871,37849,?,0.9999141,-277.348,?,?,9535,?,1.0,4.0,16953.54,?,16955,16917,1.0,16953.54,1,2,4.0,16955,?,7,0.00539686,109.9028,1,3.29894,15.99179,?,88007410.0,36,0.5311577,0.4368404,0.993247,170.4115,279.348,?,1.524404,16955,2,bad
?,33784,22793,25531,83,304,1,2,1.0,?,35796,13.91799,14124.42,73249,0.9469,?,8250,2.0,13.84702,33784,73249,?,0.9998241,-246.7492,?,?,3620,?,1.0,5.0,33827.05,?,33833,8250,1.0,33827.05,1,2,5.0,33833,?,5,0.005403151,159.1799,1,8.274903,15.6251,?,99566070.0,8,0.7504043,0.6873648,0.9567038,243.2728,248.7492,?,1.707107,33833,2,bad
?,1087,1643,?,4,12,?,4,-0.9535459,?,1927,29134.2,497.1564,5351,1.466976e-08,?,929,29137.14,28.59275,1087,5351,?,5.205091e-05,-29166.82,?,?,2335,?,0.04958096,10.34716,0.05668344,?,563,929,0.475,-0.05668344,2,-1,11.61732,1089,?,6,0.001715295,29135.27,?,47.95203,29135.15,?,530612.5,240,0.8522311,0.8955464,-0.1013148,29135.27,29166.82,?,0.7509164,1089,4,bad
?,1087,1643,?,4,12,?,4,-0.9535459,?,1927,29134.2,497.1564,5351,1.466976e-08,?,929,29137.14,28.59275,1087,5351,?,5.205091e-05,-29166.82,?,?,2335,?,0.04958096,10.34716,0.05668344,?,563,929,0.475,-0.05668344,2,-1,11.61732,1089,?,6,0.001715295,29135.27,?,47.95203,29135.15,?,530612.5,240,0.8522311,0.8955464,-0.1013148,29135.27,29166.82,?,0.7509164,1089,4,bad
?,13447,3247,?,57,68,?,6,-1.720123,?,18477,150.6585,2275.247,82842,-0.6577911,?,6771,386.2931,158.6486,13447,82842,?,3.527638,-349.3516,?,?,50671,?,1.0,5.590216,48307.47,?,13694,6771,0.9705882,43493.81,2,?,5.090156,13694,?,11,15.75,964.0864,?,32.03981,259.5699,?,12360330.0,34,131.995,7.57345,124.005,2120.701,470.3709,?,256.0,13694,6,bad
?,76,54,330,10,41,?,27,-4.388506,?,106763,4.438016,57.75926,328323,-4.388506,?,142,9.07655,5.629699,76,328323,?,0.6937356,-9.769133,?,?,209830,?,2.34854,19.87968,8137.518,?,11730,142,0.2916667,-3510.278,1,?,19.87968,11730,?,21,0.8842937,111.6589,?,4.419455,6.572719,?,11117.28,48,3.904626,2.860905,-1.360614,190.7227,9.769133,?,2.34854,11730,27,bad
?,?,6839,3564,1,126,?,3,?,?,?,26.03316,3554.343,34996,?,?,7337,179.0,14.43553,?,34996,?,?,-125.0,?,?,24316,?,?,0.30103,?,?,?,7337,0.5104895,?,1,10,0.30103,10680,?,10,?,150.2398,1,2.555536,27.58082,?,54945620.0,143,1.130081,1.265782,0.4048041,156.1666,125.0,?,?,10680,3,bad
?,257,72,17,14,29,?,13,-1.000739,?,19539,2.431743,89.06944,42211,-0.7071068,?,254,3.232785,2.435408,257,42211,?,0.5615694,-6.351243,?,?,19612,?,-0.7071068,25.08429,1718.402,?,3060,254,0.1333333,-1718.402,1,-2,25.08429,3060,?,11,0.2777433,36.95987,1,473.4939,2.606434,?,20696.07,15,0.8714576,0.7406906,-0.8638684,55.31727,6.351243,?,-0.0001663285,3060,13,good
?,5307,8313,?,2780,15,?,5,-41.09972,?,9764,64062.2,2427.571,28869,1.686611e-07,?,4535,49243.2,21404.59,5307,28869,?,2.379213e-05,-97101.38,?,?,13797,?,41.09655,27.83406,0.1262886,?,2797,4535,0.5,0.08386969,2,?,26.08,5308,?,6,0.001471179,248669.4,?,1.188687,64103.37,?,12699910.0,240,40.71716,36.8352,0.1740776,248669.8,97101.38,?,41.09655,5308,5,bad
?,4535,7952,?,2358,13,?,4,2.710505e-19,?,9622,2903055.0,2407.734,24809,2.710505e-19,?,5307,2306860.0,939970.9,4535,24809,?,0.03483541,-4548316.0,?,?,9879,?,2.710505e-19,28.73782,184.9063,?,2386,5307,0.4833333,184.9063,2,1,26.20832,5308,?,6,2.52404,8698384.0,?,199.3481,3003055.0,?,14946190.0,240,662.3,100000.0,-38.449,8699536.0,4548316.0,?,490.1379,5308,4,bad
?,4535,7949,?,2358,13,?,4,7.047314e-19,?,9614,2934796.0,2407.476,24791,7.047314e-19,?,5307,2331310.0,941618.5,4535,24791,?,0.03438987,-4597404.0,?,?,9869,?,7.047314e-19,29.49899,182.5414,?,2386,5307,0.4875,182.5414,2,1,30.09026,5308,?,6,2.491584,8718532.0,?,455.7726,3034796.0,?,14948290.0,240,676.463,100000.0,-51.20215,8719681.0,4597404.0,?,490.2122,5308,4,bad
?,5307,8308,?,2780,15,?,5,-38.71383,?,9762,60523.49,2427.536,28847,-2.386015e-07,?,4535,46523.68,20159.75,5307,28847,?,2.23279e-05,-91745.92,?,?,13777,?,38.71082,29.49883,0.1185165,?,2797,4535,0.5,0.07860444,2,?,27.77095,5308,?,6,0.001380082,234404.9,?,1.288774,60562.47,?,12701570.0,240,38.84442,33.76472,-0.1228329,234405.2,91745.92,?,38.71082,5308,5,bad
?,4535,7952,?,2358,13,?,4,1.246832e-18,?,9622,2922392.0,2407.734,24809,1.246832e-18,?,5307,2321754.0,940596.5,4535,24809,?,0.03460328,-4578208.0,?,?,9879,?,1.246832e-18,29.05739,183.6742,?,2386,5307,0.5,183.6742,2,1,26.68532,5308,?,6,2.507131,8672595.0,?,237.2332,3022392.0,?,14946190.0,240,661.6046,100000.0,-38.81548,8673751.0,4578208.0,?,489.7917,5308,4,bad
?,4535,7952,?,2358,13,?,4,4.87891e-19,?,9615,2922392.0,2407.734,24801,4.87891e-19,?,5307,2321754.0,940596.5,4535,24801,?,0.03460328,-4578208.0,?,?,9878,?,4.87891e-19,27.37574,183.6742,?,2386,5307,0.5,183.6742,2,1,27.43293,5308,?,6,2.507131,8672619.0,?,237.9745,3022392.0,?,14946190.0,240,661.6054,100000.0,-38.81464,8673775.0,4578208.0,?,489.7917,5308,4,bad
?,4535,7953,?,2358,13,?,4,?,?,9622,2921781.0,2408.001,24816,?,?,5307,2321284.0,1009534.0,4535,24816,?,0.03443932,-4577270.0,?,?,9886,?,?,28.90271,182.8039,?,2386,5307,0.5,182.8039,2,1,26.8236,5308,?,6,2.495187,8600378.0,?,186.7517,3021781.0,?,14946320.0,240,537.5778,100000.0,-2.26256,8601543.0,4577270.0,?,490.4894,5308,4,bad
?,4535,7951,?,2358,13,?,4,-6.505213e-19,?,9619,2921781.0,2407.453,24812,-6.505213e-19,?,5307,2321284.0,1009534.0,4535,24812,?,0.03443932,-4577270.0,?,?,9885,?,457.5238,29.65389,182.8039,?,2386,5307,0.5083333,182.8039,2,1,29.02894,5308,?,6,2.495187,8600429.0,?,186.7466,3021781.0,?,14939620.0,240,537.5907,100000.0,-2.262548,8601595.0,4577270.0,?,490.4894,5308,4,bad
?,5307,8312,?,2780,15,?,5,-29.27294,?,9766,45459.15,2427.286,28862,-1.962222e-07,?,4535,45472.32,14452.78,5307,28862,?,1.700161e-05,-68905.43,?,?,13788,?,29.27042,27.38287,0.09024454,?,2797,4535,0.5,0.06013688,2,?,27.27156,5308,?,6,0.001052389,181443.6,?,1.193763,45489.36,?,12699510.0,240,29.38235,26.10338,-0.8194466,181443.9,68905.43,?,29.27042,5308,5,bad
?,4535,7953,?,2358,13,?,4,1.409463e-18,?,9622,2934796.0,2408.001,24809,1.409463e-18,?,5307,2331310.0,1010697.0,4535,24809,?,0.03438987,-4597404.0,?,?,9879,?,1.409463e-18,29.49455,182.5414,?,2386,5307,0.55,182.5414,2,1,27.02648,5308,?,6,2.491584,8718555.0,?,195.2486,3034796.0,?,14946320.0,240,557.399,100000.0,-29.88834,8719705.0,4597404.0,?,490.2122,5308,4,bad
?,1087,1637,?,1,12,?,4,314.8703,?,1926,209020.6,496.4013,5315,-0.0001522959,?,929,300005.0,174347.2,1087,5315,?,0.0009182736,-200001.0,?,?,2300,?,314.8703,6.0,1.0,?,563,929,0.5,1.0,2,1,5.309361,1089,?,6,0.03028911,777146.5,?,2.329408,209349.7,?,526216.3,240,314.1149,308.0905,0.7554746,777151.9,200001.0,?,314.8703,1089,4,bad
?,1087,1637,?,1,12,?,4,314.8703,?,1926,209020.6,496.4013,5315,-0.0001522959,?,929,300005.0,174347.2,1087,5315,?,0.0009182736,-200001.0,?,?,2300,?,314.8703,6.0,1.0,?,563,929,0.5,1.0,2,1,5.309361,1089,?,6,0.03028911,777146.5,?,2.329408,209349.7,?,526216.3,240,314.1149,308.0905,0.7554746,777151.9,200001.0,?,314.8703,1089,4,bad
?,4259,4407,?,8485,148,?,40,-2.056688e-14,?,119972,?,3150.77,433071,-2.056688e-14,?,4291,18.43538,?,4259,433071,?,2.401156e-07,-18.43542,?,?,302494,?,-5.694618e-07,23.44316,0.002546426,?,10605,4291,0.4,-0.002546426,2,-1,23.90546,10605,?,22,5.606368e-07,0.03112951,?,1.287311,?,?,20552490.0,10,0.001543217,3.668682,-0.001137027,353.7695,18.43542,?,9.919843e-14,10605,40,bad
?,?,1198,75,1,30,1,10,3.066326e-08,?,?,7.836285e-08,1858.142,178896,1.001778e-10,?,5142,3.001561e-07,1.02315e-07,?,178896,?,4.146915e-09,-1.074196e-07,?,?,161535,?,2.067254e-10,27.79945,7.19946e-05,?,17361,5142,1.0,7.19946e-05,1,2,27.79945,17361,?,12,8.438997e-09,8.689076e-07,1,3.159291,1.294366e-07,?,15092440.0,55,2.643794e-08,8.508748e-09,4.923391e-08,1.513258e-06,2.309701e-07,?,7.567185e-08,17361,10,bad
?,864,1601,?,224,36,?,4,2.871652,?,2118,0.5370867,460.3435,5976,0.1818182,?,864,5.727274,0.9999986,864,5976,?,0.2578098,-1.0,?,?,2638,?,2.87165,77.12,314.528,?,1154,864,0.7012987,314.528,2,1,77.12,1220,?,5,0.2616686,3.583091e-05,?,6.203451,2.871652,?,475474.4,77,1.935826,?,0.9358258,18.80816,5.727273,?,2.871652,1220,4,bad
?,864,1601,?,224,36,?,4,2.871652,?,2118,0.5370867,460.3435,5976,0.1818182,?,864,5.727274,0.9999986,864,5976,?,0.2578098,-1.0,?,?,2638,?,2.87165,77.12,314.528,?,1154,864,0.7012987,314.528,2,1,77.12,1220,?,5,0.2616686,1.169915e-05,?,6.203451,2.871652,?,475474.4,77,1.935826,?,0.9358258,18.80816,5.727273,?,2.871652,1220,4,bad
?,694,1242,9443,10430,224,?,31,329369800.0,?,388309,659102600.0,315.2407,713907,-0.1802545,?,694,2667452000.0,514141300.0,694,713907,?,106216.8,-893608100.0,?,?,302763,?,81758700.0,22.18478,2425460000.0,?,22835,694,0.5263158,1263957000.0,1,?,22.25295,22835,?,52,5862827.0,3064542000.0,1,367.9052,1194120000.0,?,187703.8,57,517708500.0,16274270.0,-17309270.0,3260804000.0,893608100.0,?,500399300.0,22835,31,bad
?,2941,4546,?,1497,74,?,10,-58.8717,?,11228,8439797000.0,1381.141,30582,6.113215e-09,?,2745,12405480000.0,9607705.0,2941,30582,?,1.773047e-05,-6503089000.0,?,?,16346,?,58.8713,127.6996,0.05333324,?,1498,2745,0.5125,0.05333324,2,1,127.6996,3008,?,7,0.00097227,9482058000.0,?,3.988377,8439797000.0,?,4793380.0,240,58.87178,58.87192,-4.6875e-06,9482058000.0,6503089000.0,?,58.8717,3008,10,bad
?,2941,4546,?,1497,74,?,10,-58.8717,?,11228,8439797000.0,1381.141,30582,6.113215e-09,?,2745,12405480000.0,9607705.0,2941,30582,?,1.773047e-05,-6503089000.0,?,?,16346,?,58.8713,127.6996,0.05333324,?,1498,2745,0.5125,0.05333324,2,1,127.6996,3008,?,7,0.00097227,9482058000.0,?,3.988377,8439797000.0,?,4793380.0,240,58.87178,58.87192,-4.6875e-06,9482058000.0,6503089000.0,?,58.8717,3008,10,bad
?,3082,4682,?,1509,35,?,7,-0.01020815,?,11260,1212854000.0,1371.345,24295,6.515574e-08,?,2857,1212874000.0,755478000.0,3082,24295,?,0.0003801519,-1214889000.0,?,?,9952,?,0.01,47.45047,1.172008,?,1556,2857,0.475,1.172008,2,?,47.45047,3083,?,8,0.02090218,3428561000.0,?,3.480313,1212854000.0,?,3962256.0,240,30.71793,29.54591,-2.718866,3428561000.0,1214889000.0,?,17.6679,3083,7,bad
?,3082,4682,?,1509,35,?,7,-0.01020815,?,11260,1212854000.0,1371.345,24295,6.515574e-08,?,2857,1212874000.0,755478000.0,3082,24295,?,0.0003801519,-1214889000.0,?,?,9952,?,0.01,47.45047,1.172008,?,1556,2857,0.475,1.172008,2,?,47.45047,3083,?,8,0.02090218,3428561000.0,?,3.480313,1212854000.0,?,3962256.0,240,30.71793,29.54591,-2.718866,3428561000.0,1214889000.0,?,17.6679,3083,7,bad
?,2941,4546,?,1497,74,?,10,-5.508523,?,11228,789697200.0,1381.141,30582,2.033297e-13,?,2745,1160759000.0,898976.3,2941,30582,?,1.659009e-06,-608482800.0,?,?,16346,?,5.50852,59.49158,0.004990299,?,1498,2745,0.4958333,0.004990299,2,1,59.49158,3008,?,7,9.097361e-05,887219700.0,?,4.09768,789697200.0,?,4793380.0,240,5.508528,5.508531,-1.048422e-06,887219700.0,608482800.0,?,5.508523,3008,10,bad
?,2941,4546,?,1497,74,?,10,-5.508523,?,11228,789697200.0,1381.141,30582,2.033297e-13,?,2745,1160759000.0,898976.3,2941,30582,?,1.659009e-06,-608482800.0,?,?,16346,?,5.50852,59.49158,0.004990299,?,1498,2745,0.4958333,0.004990299,2,1,59.49158,3008,?,7,9.097361e-05,887219700.0,?,4.09768,789697200.0,?,4793380.0,240,5.508528,5.508531,-1.048422e-06,887219700.0,608482800.0,?,5.508523,3008,10,bad
?,2941,4550,?,1497,74,?,9,17419.48,?,11488,2.497242e+12,1381.255,31102,-3.423875e-06,?,3008,3.670644e+12,2842813000.0,2941,31102,?,0.004828859,-1.924191e+12,?,?,16346,?,17419.48,111.0801,15.78071,?,1498,3008,0.5166667,-15.78071,2,-1,113.3405,3268,?,7,0.2760064,2.805635e+12,?,3.812525,2.497242e+12,?,4789336.0,240,17419.53,17419.55,0.0001471878,2.805635e+12,1.924191e+12,?,17419.48,3268,9,good
?,2941,4550,?,1497,74,?,9,17419.48,?,11488,2.497242e+12,1381.255,31102,-3.423875e-06,?,3008,3.670644e+12,2842813000.0,2941,31102,?,0.004828859,-1.924191e+12,?,?,16346,?,17419.48,111.0801,15.78071,?,1498,3008,0.5166667,-15.78071,2,-1,113.3405,3268,?,7,0.2760064,2.805635e+12,?,3.812525,2.497242e+12,?,4789336.0,240,17419.53,17419.55,0.0001471878,2.805635e+12,1.924191e+12,?,17419.48,3268,9,bad
?,1801,3127,?,76,1310,?,6,1.431568,?,5681,0.1105544,793.8216,11258,0.0003510933,?,1763,2.432901,0.03170902,1801,11258,?,0.002987297,-1.012069,?,?,3764,?,1.431568,231.392,5.41597,?,1813,1763,0.5272727,5.41597,2,1,231.392,1813,?,7,0.0173775,0.0129782,?,10.0628,1.431576,?,1328154.0,55,1.215784,?,0.2157839,4.314751,2.441177,?,1.431568,1813,6,bad
?,1801,3127,?,76,1310,?,6,1.431568,?,5681,0.1105544,793.8216,11258,0.0003510933,?,1763,2.432901,0.03170902,1801,11258,?,0.002987297,-1.012069,?,?,3764,?,1.431568,231.392,5.41597,?,1813,1763,0.5272727,5.41597,2,1,231.392,1813,?,7,0.0173775,0.0129782,?,10.0628,1.431576,?,1328154.0,55,1.215784,?,0.2157839,4.314751,2.441177,?,1.431568,1813,6,bad
?,2941,4550,?,1497,74,?,9,-17419.48,?,11488,2.497242e+12,1381.255,31102,-1.789008e-10,?,3008,3.670644e+12,2842813000.0,2941,31102,?,0.004828859,-1.924191e+12,?,?,16346,?,17419.48,47.50547,15.78071,?,1498,3008,0.5,-15.78071,2,-1,49.65997,3268,?,7,0.2760064,2.805635e+12,?,3.72585,2.497242e+12,?,4789336.0,240,17419.59,17419.58,0.0001468905,2.805635e+12,1.924191e+12,?,17419.48,3268,9,good
?,2941,4550,?,1497,74,?,9,-17419.48,?,11488,2.497242e+12,1381.255,31102,-1.789008e-10,?,3008,3.670644e+12,2842813000.0,2941,31102,?,0.004828859,-1.924191e+12,?,?,16346,?,17419.48,47.50547,15.78071,?,1498,3008,0.5,-15.78071,2,-1,49.65997,3268,?,7,0.2760064,2.805635e+12,?,3.72585,2.497242e+12,?,4789336.0,240,17419.59,17419.58,0.0001468905,2.805635e+12,1.924191e+12,?,17419.48,3268,9,bad
?,13934,22373,?,7415,23,?,5,-0.0226699,?,32583,125999.9,6493.718,77610,-0.0226699,?,11975,126001.0,1.000018,13934,77610,?,3.053411e-07,-126000.1,?,?,31092,?,0.02247728,30.47297,0.004254929,?,13866,11975,0.4958333,-0.004254011,2,?,30.47297,13935,?,7,3.595469e-05,129559.5,?,2.338928,126000.0,?,86228470.0,240,0.05191932,0.02960415,-0.009845508,129559.5,126000.1,?,0.02278863,13935,5,bad
?,13934,22373,?,7415,23,?,5,-0.0226699,?,32583,125999.9,6493.718,77610,-0.0226699,?,11975,126001.0,1.000018,13934,77610,?,3.053411e-07,-126000.1,?,?,31092,?,0.02247728,30.47297,0.004254929,?,13866,11975,0.4958333,-0.004254011,2,?,30.47297,13935,?,7,3.595469e-05,129559.5,?,2.338928,126000.0,?,86228470.0,240,0.05191932,0.02960415,-0.009845508,129559.5,126000.1,?,0.02278863,13935,5,bad
?,6746,10611,?,3615,35,?,9,-622.152,?,28014,541600600.0,2954.932,62934,-622.152,?,5499,541830200.0,128105700.0,6746,62934,?,0.0001630509,-543846600.0,?,?,28173,?,640.2374,152.0121,1.100104,?,3667,5499,0.475,-1.079034,2,?,150.747,6747,?,8,0.01314314,4489867000.0,?,1.241919,541601800.0,?,17305330.0,240,1185.056,1189.775,6.999733,4489867000.0,543846600.0,?,640.2374,6747,9,bad
?,6746,10611,?,3615,35,?,9,-622.152,?,28014,541600600.0,2954.932,62934,-622.152,?,5499,541830200.0,128105700.0,6746,62934,?,0.0001630509,-543846600.0,?,?,28173,?,640.2374,152.0121,1.100104,?,3667,5499,0.475,-1.079034,2,?,150.747,6747,?,8,0.01314314,4489867000.0,?,1.241919,541601800.0,?,17305330.0,240,1185.056,1189.775,6.999733,4489867000.0,543846600.0,?,640.2374,6747,9,bad
