@relation petsc_data-weka.filters.unsupervised.attribute.RemoveUseless-M99.0

@attribute right-bandwidth numeric
@attribute n-nonzero-diags numeric
@attribute n-dummy-rows numeric
@attribute blocksize numeric
@attribute max-nnzeros-per-row numeric
@attribute avgnnzprow numeric
@attribute lambda-max-by-magnitude-re numeric
@attribute nnzup numeric
@attribute ruhe75-bound numeric
@attribute avg-diag-dist numeric
@attribute nnz numeric
@attribute lambda-min-by-magnitude-re numeric
@attribute left-bandwidth numeric
@attribute norm1 numeric
@attribute sigma-min numeric
@attribute upband numeric
@attribute nnzeros numeric
@attribute diagonal-average numeric
@attribute diagonal-dominance numeric
@attribute nnzlow numeric
@attribute lambda-max-by-im-part-re numeric
@attribute col-variability numeric
@attribute trace-abs numeric
@attribute diag-zerostart numeric
@attribute loband numeric
@attribute positive-fraction numeric
@attribute trace numeric
@attribute min-nnzeros-per-row numeric
@attribute diagonal-sign numeric
@attribute row-variability numeric
@attribute nrows numeric
@attribute n-colours numeric
@attribute diagonal-variance numeric
@attribute departure numeric
@attribute kappa numeric
@attribute sigma-max numeric
@attribute sigma-diag-dist numeric
@attribute n-ritz-values numeric
@attribute ellipse-ax numeric
@attribute ellipse-ay numeric
@attribute ellipse-cx numeric
@attribute normF numeric
@attribute normInf numeric
@attribute lambda-max-by-real-part-re numeric
@attribute nnzdia numeric
@attribute avgdistfromdiag numeric
@attribute class {good,bad}

@data
?,1,4257,1,1,1,0,?,0.000002,?,4257,0,?,0.000021,0.000018,?,4257,0.000003,0,?,0,12.25943,0.014502,4257,?,1,0.014502,1,2,12.25943,4257,1,0.000006,?,1.305548,0.000021,?,36,0.000002,?,0.000018,0.00043,0.000021,0.000021,4257,1,bad
267,442,1,8,27,10,-200936.4,23161,?,115.9389,51412,1,267,285463.4,?,267,51412,102456.8,-225016,23143,1,24.66798,523349100,5108,267,0.1875,-523349100,1,?,24.66798,5108,9,1458.434,1004560,805835.1,?,31765.17,16,100468.6,?,-100467.6,8157458,225016,1,5108,10,bad
202,311,4,21,13,3,1000,581,23638.71,102.0418,1608,0,329,2004013,23638.89,202,1608,30361.99,-30291.55,597,1,36.09691,13055660,430,329,0.927711,13055660,1,1,36.09691,430,4,138532.3,36698.58,10932420,2001004,25586.49,83,1000533,5.5538,1000472,4138865,2004013,2001004,430,3,bad
202,311,4,21,13,3,1000,581,23638.46,102.0418,1608,0.0002,329,2004013,23638.89,202,1608,30361.99,-30291.55,597,1,36.09691,13055660,430,329,0.956044,13055660,1,1,36.09691,430,4,138532.3,36698.58,4692269,2001004,25586.49,91,1000533,0.418265,1000471,4138865,2004013,2001004,430,3,bad
202,311,4,21,13,3,1000,581,23638.63,102.0418,1608,0,329,2004013,23638.89,202,1608,30361.99,-30291.55,597,1,36.09691,13055660,430,329,0.953488,13055660,1,1,36.09691,430,4,138532.3,36698.43,7819316,2001004,25586.49,86,1000533,0.140776,1000471,4138865,2004013,2001004,430,3,bad
85,110,?,9,26,7,150.4969,381,18.63818,50.18182,910,1,86,176.0888,19.63351,85,910,7.147115,-19.77558,409,150.3063,35.9621,857.6538,120,86,0.873418,845.6538,2,?,34.47172,120,5,18.61355,11.72032,151.204,150.5063,5367.116,79,75.75316,1.414229,74.74373,275.7216,174.0667,150.4969,120,7,bad
202,311,4,21,13,3,1000,581,23638.24,102.0418,1608,0.000082,329,2004013,23638.89,202,1608,30361.99,-30291.55,597,1,36.09691,13055660,430,329,0.927711,13055660,1,1,36.09691,430,4,138532.3,36698.58,3057391,2001004,25586.49,83,1000532,3.346009,1000472,4138865,2004013,2001004,430,3,bad
16871,11519,12090,95,336,2,1,11359,14.46739,6005.228,37849,0.94,16917,2,9.368636,16871,37849,0.999914,-277.348,9535,1,4,16953.54,16955,16917,1,16953.54,1,2,4,16955,7,0.005397,109.9028,3.29894,15.99179,88007410,36,0.531158,0.43684,0.993247,170.4115,279.348,1.524404,16955,2,bad
33784,22793,25531,83,304,2,1,35796,13.91799,14124.42,73249,0.9469,8250,2,13.84702,33784,73249,0.999824,-246.7492,3620,1,5,33827.05,33833,8250,1,33827.05,1,2,5,33833,5,0.005403,159.1799,8.274903,15.6251,99566070,8,0.750404,0.687365,0.956704,243.2728,248.7492,1.707107,33833,2,bad
1087,1643,?,4,12,4,-0.953546,1927,29134.2,497.1564,5351,0,929,29137.14,28.59275,1087,5351,0.000052,-29166.82,2335,0.049581,10.34716,0.056683,563,929,0.475,-0.056683,2,-1,11.61732,1089,6,0.001715,29135.27,47.95203,29135.15,530612.5,240,0.852231,0.895546,-0.101315,29135.27,29166.82,0.750916,1089,4,bad
1087,1643,?,4,12,4,-0.953546,1927,29134.2,497.1564,5351,0,929,29137.14,28.59275,1087,5351,0.000052,-29166.82,2335,0.049581,10.34716,0.056683,563,929,0.475,-0.056683,2,-1,11.61732,1089,6,0.001715,29135.27,47.95203,29135.15,530612.5,240,0.852231,0.895546,-0.101315,29135.27,29166.82,0.750916,1089,4,bad
13447,3247,?,57,68,6,-1.720123,18477,150.6585,2275.247,82842,-0.657791,6771,386.2931,158.6486,13447,82842,3.527638,-349.3516,50671,1,5.590216,48307.47,13694,6771,0.970588,43493.81,2,?,5.090156,13694,11,15.75,964.0864,32.03981,259.5699,12360330,34,131.995,7.57345,124.005,2120.701,470.3709,256,13694,6,bad
76,54,330,10,41,27,-4.388506,106763,4.438016,57.75926,328323,-4.388506,142,9.07655,5.629699,76,328323,0.693736,-9.769133,209830,2.34854,19.87968,8137.518,11730,142,0.291667,-3510.278,1,?,19.87968,11730,21,0.884294,111.6589,4.419455,6.572719,11117.28,48,3.904626,2.860905,-1.360614,190.7227,9.769133,2.34854,11730,27,bad
?,6839,3564,1,126,3,?,?,26.03316,3554.343,34996,?,7337,179,14.43553,?,34996,?,-125,24316,?,0.30103,?,?,7337,0.51049,?,1,10,0.30103,10680,10,?,150.2398,2.555536,27.58082,54945620,143,1.130081,1.265782,0.404804,156.1666,125,?,10680,3,bad
257,72,17,14,29,13,-1.000739,19539,2.431743,89.06944,42211,-0.707107,254,3.232785,2.435408,257,42211,0.561569,-6.351243,19612,-0.707107,25.08429,1718.402,3060,254,0.133333,-1718.402,1,-2,25.08429,3060,11,0.277743,36.95987,473.4939,2.606434,20696.07,15,0.871458,0.740691,-0.863868,55.31727,6.351243,-0.000166,3060,13,good
5307,8313,?,2780,15,5,-41.09972,9764,64062.2,2427.571,28869,0,4535,49243.2,21404.59,5307,28869,0.000024,-97101.38,13797,41.09655,27.83406,0.126289,2797,4535,0.5,0.08387,2,?,26.08,5308,6,0.001471,248669.4,1.188687,64103.37,12699910,240,40.71716,36.8352,0.174078,248669.8,97101.38,41.09655,5308,5,bad
4535,7952,?,2358,13,4,0,9622,2903055,2407.734,24809,0,5307,2306860,939970.9,4535,24809,0.034835,-4548316,9879,0,28.73782,184.9063,2386,5307,0.483333,184.9063,2,1,26.20832,5308,6,2.52404,8698384,199.3481,3003055,14946190,240,662.3,100000,-38.449,8699536,4548316,490.1379,5308,4,bad
4535,7949,?,2358,13,4,0,9614,2934796,2407.476,24791,0,5307,2331310,941618.5,4535,24791,0.03439,-4597404,9869,0,29.49899,182.5414,2386,5307,0.4875,182.5414,2,1,30.09026,5308,6,2.491584,8718532,455.7726,3034796,14948290,240,676.463,100000,-51.20215,8719681,4597404,490.2122,5308,4,bad
5307,8308,?,2780,15,5,-38.71383,9762,60523.49,2427.536,28847,0,4535,46523.68,20159.75,5307,28847,0.000022,-91745.92,13777,38.71082,29.49883,0.118517,2797,4535,0.5,0.078604,2,?,27.77095,5308,6,0.00138,234404.9,1.288774,60562.47,12701570,240,38.84442,33.76472,-0.122833,234405.2,91745.92,38.71082,5308,5,bad
4535,7952,?,2358,13,4,0,9622,2922392,2407.734,24809,0,5307,2321754,940596.5,4535,24809,0.034603,-4578208,9879,0,29.05739,183.6742,2386,5307,0.5,183.6742,2,1,26.68532,5308,6,2.507131,8672595,237.2332,3022392,14946190,240,661.6046,100000,-38.81548,8673751,4578208,489.7917,5308,4,bad
4535,7952,?,2358,13,4,0,9615,2922392,2407.734,24801,0,5307,2321754,940596.5,4535,24801,0.034603,-4578208,9878,0,27.37574,183.6742,2386,5307,0.5,183.6742,2,1,27.43293,5308,6,2.507131,8672619,237.9745,3022392,14946190,240,661.6054,100000,-38.81464,8673775,4578208,489.7917,5308,4,bad
4535,7953,?,2358,13,4,?,9622,2921781,2408.001,24816,?,5307,2321284,1009534,4535,24816,0.034439,-4577270,9886,?,28.90271,182.8039,2386,5307,0.5,182.8039,2,1,26.8236,5308,6,2.495187,8600378,186.7517,3021781,14946320,240,537.5778,100000,-2.26256,8601543,4577270,490.4894,5308,4,bad
4535,7951,?,2358,13,4,0,9619,2921781,2407.453,24812,0,5307,2321284,1009534,4535,24812,0.034439,-4577270,9885,457.5238,29.65389,182.8039,2386,5307,0.508333,182.8039,2,1,29.02894,5308,6,2.495187,8600429,186.7466,3021781,14939620,240,537.5907,100000,-2.262548,8601595,4577270,490.4894,5308,4,bad
5307,8312,?,2780,15,5,-29.27294,9766,45459.15,2427.286,28862,0,4535,45472.32,14452.78,5307,28862,0.000017,-68905.43,13788,29.27042,27.38287,0.090245,2797,4535,0.5,0.060137,2,?,27.27156,5308,6,0.001052,181443.6,1.193763,45489.36,12699510,240,29.38235,26.10338,-0.819447,181443.9,68905.43,29.27042,5308,5,bad
4535,7953,?,2358,13,4,0,9622,2934796,2408.001,24809,0,5307,2331310,1010697,4535,24809,0.03439,-4597404,9879,0,29.49455,182.5414,2386,5307,0.55,182.5414,2,1,27.02648,5308,6,2.491584,8718555,195.2486,3034796,14946320,240,557.399,100000,-29.88834,8719705,4597404,490.2122,5308,4,bad
1087,1637,?,1,12,4,314.8703,1926,209020.6,496.4013,5315,-0.000152,929,300005,174347.2,1087,5315,0.000918,-200001,2300,314.8703,6,1,563,929,0.5,1,2,1,5.309361,1089,6,0.030289,777146.5,2.329408,209349.7,526216.3,240,314.1149,308.0905,0.755475,777151.9,200001,314.8703,1089,4,bad
1087,1637,?,1,12,4,314.8703,1926,209020.6,496.4013,5315,-0.000152,929,300005,174347.2,1087,5315,0.000918,-200001,2300,314.8703,6,1,563,929,0.5,1,2,1,5.309361,1089,6,0.030289,777146.5,2.329408,209349.7,526216.3,240,314.1149,308.0905,0.755475,777151.9,200001,314.8703,1089,4,bad
4259,4407,?,8485,148,40,0,119972,?,3150.77,433071,0,4291,18.43538,?,4259,433071,0,-18.43542,302494,-0.000001,23.44316,0.002546,10605,4291,0.4,-0.002546,2,-1,23.90546,10605,22,0.000001,0.03113,1.287311,?,20552490,10,0.001543,3.668682,-0.001137,353.7695,18.43542,0,10605,40,bad
?,1198,75,1,30,10,0,?,0,1858.142,178896,0,5142,0,0,?,178896,0,0,161535,0,27.79945,0.000072,17361,5142,1,0.000072,1,2,27.79945,17361,12,0,0.000001,3.159291,0,15092440,55,0,0,0,0.000002,0,0,17361,10,bad
864,1601,?,224,36,4,2.871652,2118,0.537087,460.3435,5976,0.181818,864,5.727274,0.999999,864,5976,0.25781,-1,2638,2.87165,77.12,314.528,1154,864,0.701299,314.528,2,1,77.12,1220,5,0.261669,0.000036,6.203451,2.871652,475474.4,77,1.935826,?,0.935826,18.80816,5.727273,2.871652,1220,4,bad
864,1601,?,224,36,4,2.871652,2118,0.537087,460.3435,5976,0.181818,864,5.727274,0.999999,864,5976,0.25781,-1,2638,2.87165,77.12,314.528,1154,864,0.701299,314.528,2,1,77.12,1220,5,0.261669,0.000012,6.203451,2.871652,475474.4,77,1.935826,?,0.935826,18.80816,5.727273,2.871652,1220,4,bad
694,1242,9443,10430,224,31,329369800,388309,659102600,315.2407,713907,-0.180255,694,2667452000,514141300,694,713907,106216.8,-893608100,302763,81758700,22.18478,2425460000,22835,694,0.526316,1263957000,1,?,22.25295,22835,52,5862827,3064542000,367.9052,1194120000,187703.8,57,517708500,16274270,-17309270,3260804000,893608100,500399300,22835,31,bad
2941,4546,?,1497,74,10,-58.8717,11228,8439797000,1381.141,30582,0,2745,12405480000,9607705,2941,30582,0.000018,-6503089000,16346,58.8713,127.6996,0.053333,1498,2745,0.5125,0.053333,2,1,127.6996,3008,7,0.000972,9482058000,3.988377,8439797000,4793380,240,58.87178,58.87192,-0.000005,9482058000,6503089000,58.8717,3008,10,bad
2941,4546,?,1497,74,10,-58.8717,11228,8439797000,1381.141,30582,0,2745,12405480000,9607705,2941,30582,0.000018,-6503089000,16346,58.8713,127.6996,0.053333,1498,2745,0.5125,0.053333,2,1,127.6996,3008,7,0.000972,9482058000,3.988377,8439797000,4793380,240,58.87178,58.87192,-0.000005,9482058000,6503089000,58.8717,3008,10,bad
3082,4682,?,1509,35,7,-0.010208,11260,1212854000,1371.345,24295,0,2857,1212874000,755478000,3082,24295,0.00038,-1214889000,9952,0.01,47.45047,1.172008,1556,2857,0.475,1.172008,2,?,47.45047,3083,8,0.020902,3428561000,3.480313,1212854000,3962256,240,30.71793,29.54591,-2.718866,3428561000,1214889000,17.6679,3083,7,bad
3082,4682,?,1509,35,7,-0.010208,11260,1212854000,1371.345,24295,0,2857,1212874000,755478000,3082,24295,0.00038,-1214889000,9952,0.01,47.45047,1.172008,1556,2857,0.475,1.172008,2,?,47.45047,3083,8,0.020902,3428561000,3.480313,1212854000,3962256,240,30.71793,29.54591,-2.718866,3428561000,1214889000,17.6679,3083,7,bad
2941,4546,?,1497,74,10,-5.508523,11228,789697200,1381.141,30582,0,2745,1160759000,898976.3,2941,30582,0.000002,-608482800,16346,5.50852,59.49158,0.00499,1498,2745,0.495833,0.00499,2,1,59.49158,3008,7,0.000091,887219700,4.09768,789697200,4793380,240,5.508528,5.508531,-0.000001,887219700,608482800,5.508523,3008,10,bad
2941,4546,?,1497,74,10,-5.508523,11228,789697200,1381.141,30582,0,2745,1160759000,898976.3,2941,30582,0.000002,-608482800,16346,5.50852,59.49158,0.00499,1498,2745,0.495833,0.00499,2,1,59.49158,3008,7,0.000091,887219700,4.09768,789697200,4793380,240,5.508528,5.508531,-0.000001,887219700,608482800,5.508523,3008,10,bad
2941,4550,?,1497,74,9,17419.48,11488,2497242000000,1381.255,31102,-0.000003,3008,3670644000000,2842813000,2941,31102,0.004829,-1924191000000,16346,17419.48,111.0801,15.78071,1498,3008,0.516667,-15.78071,2,-1,113.3405,3268,7,0.276006,2805635000000,3.812525,2497242000000,4789336,240,17419.53,17419.55,0.000147,2805635000000,1924191000000,17419.48,3268,9,good
2941,4550,?,1497,74,9,17419.48,11488,2497242000000,1381.255,31102,-0.000003,3008,3670644000000,2842813000,2941,31102,0.004829,-1924191000000,16346,17419.48,111.0801,15.78071,1498,3008,0.516667,-15.78071,2,-1,113.3405,3268,7,0.276006,2805635000000,3.812525,2497242000000,4789336,240,17419.53,17419.55,0.000147,2805635000000,1924191000000,17419.48,3268,9,bad
1801,3127,?,76,1310,6,1.431568,5681,0.110554,793.8216,11258,0.000351,1763,2.432901,0.031709,1801,11258,0.002987,-1.012069,3764,1.431568,231.392,5.41597,1813,1763,0.527273,5.41597,2,1,231.392,1813,7,0.017378,0.012978,10.0628,1.431576,1328154,55,1.215784,?,0.215784,4.314751,2.441177,1.431568,1813,6,bad
1801,3127,?,76,1310,6,1.431568,5681,0.110554,793.8216,11258,0.000351,1763,2.432901,0.031709,1801,11258,0.002987,-1.012069,3764,1.431568,231.392,5.41597,1813,1763,0.527273,5.41597,2,1,231.392,1813,7,0.017378,0.012978,10.0628,1.431576,1328154,55,1.215784,?,0.215784,4.314751,2.441177,1.431568,1813,6,bad
2941,4550,?,1497,74,9,-17419.48,11488,2497242000000,1381.255,31102,0,3008,3670644000000,2842813000,2941,31102,0.004829,-1924191000000,16346,17419.48,47.50547,15.78071,1498,3008,0.5,-15.78071,2,-1,49.65997,3268,7,0.276006,2805635000000,3.72585,2497242000000,4789336,240,17419.59,17419.58,0.000147,2805635000000,1924191000000,17419.48,3268,9,good
2941,4550,?,1497,74,9,-17419.48,11488,2497242000000,1381.255,31102,0,3008,3670644000000,2842813000,2941,31102,0.004829,-1924191000000,16346,17419.48,47.50547,15.78071,1498,3008,0.5,-15.78071,2,-1,49.65997,3268,7,0.276006,2805635000000,3.72585,2497242000000,4789336,240,17419.59,17419.58,0.000147,2805635000000,1924191000000,17419.48,3268,9,bad
13934,22373,?,7415,23,5,-0.02267,32583,125999.9,6493.718,77610,-0.02267,11975,126001,1.000018,13934,77610,0,-126000.1,31092,0.022477,30.47297,0.004255,13866,11975,0.495833,-0.004254,2,?,30.47297,13935,7,0.000036,129559.5,2.338928,126000,86228470,240,0.051919,0.029604,-0.009846,129559.5,126000.1,0.022789,13935,5,bad
13934,22373,?,7415,23,5,-0.02267,32583,125999.9,6493.718,77610,-0.02267,11975,126001,1.000018,13934,77610,0,-126000.1,31092,0.022477,30.47297,0.004255,13866,11975,0.495833,-0.004254,2,?,30.47297,13935,7,0.000036,129559.5,2.338928,126000,86228470,240,0.051919,0.029604,-0.009846,129559.5,126000.1,0.022789,13935,5,bad
6746,10611,?,3615,35,9,-622.152,28014,541600600,2954.932,62934,-622.152,5499,541830200,128105700,6746,62934,0.000163,-543846600,28173,640.2374,152.0121,1.100104,3667,5499,0.475,-1.079034,2,?,150.747,6747,8,0.013143,4489867000,1.241919,541601800,17305330,240,1185.056,1189.775,6.999733,4489867000,543846600,640.2374,6747,9,bad
6746,10611,?,3615,35,9,-622.152,28014,541600600,2954.932,62934,-622.152,5499,541830200,128105700,6746,62934,0.000163,-543846600,28173,640.2374,152.0121,1.100104,3667,5499,0.475,-1.079034,2,?,150.747,6747,8,0.013143,4489867000,1.241919,541601800,17305330,240,1185.056,1189.775,6.999733,4489867000,543846600,640.2374,6747,9,bad
1801,3127,?,76,1310,6,1.639906,5680,0.052801,793.8216,11255,0.000351,1763,2.932791,0.0759,1801,11255,0.003658,-1.02048,3762,1.639906,248.7111,6.631616,1813,1763,0.714286,6.631616,2,1,248.7111,1813,7,0.026955,0.025801,70.99239,1.639951,1328154,98,1.319953,?,0.319953,4.420132,2.94475,1.639906,1813,6,bad
1801,3127,?,76,1310,6,1.639906,5680,0.052801,793.8216,11255,0.000351,1763,2.932791,0.0759,1801,11255,0.003658,-1.02048,3762,1.639906,248.7111,6.631616,1813,1763,0.714286,6.631616,2,1,248.7111,1813,7,0.026955,0.025801,70.99239,1.639951,1328154,98,1.319953,?,0.319953,4.420132,2.94475,1.639906,1813,6,bad
?,214,3,1,31,11,1115265,?,9421596,107.229,20516,1508.661,239,29625580,9422353,?,20516,605611.3,-6556837,18692,2769.759,17.16111,1104635000,1824,239,1,1104635000,1,2,16.90036,1824,11,1126447,34408470,14061.46,16027160,49978.51,53,5320363,920963.4,5321120,64555130,22035610,10641480,1824,11,bad
?,231,2,1,12,8,-0.620257,?,106.9526,115.0087,93781,-0.000026,231,272.2243,147.5995,?,93781,0.94053,-275.2723,82336,-0.000026,7.553177,10764.37,11445,231,?,-10764.37,1,-2,7.550828,11445,8,5.200781,400.9072,2.717751,187.6805,57356.62,48,36.6691,17.15462,-73.79904,693.1209,275.2723,-0.000011,11445,8,bad
4100,4103,?,6,4101,8,61096.82,24580,1956467,2048.003,36879,0.00001,4,2000004,1153.554,4100,36879,31.39536,-2267917,8198,61094.42,26.87428,128752.4,4101,4,0.936364,128750.4,3,?,26.87428,4101,8,1171.752,2886483,313286.2,2017564,1402885,220,30548.54,1.746391,30548.28,2887778,2353125,61096.82,4101,8,bad
?,231,2,1,12,8,0,?,0.000008,115.0087,93781,0,231,0.000018,0.000015,?,93781,0.000001,-0.000007,82336,0,13.25943,0.012246,11445,231,1,0.012246,1,2,13.25943,11445,8,0.000002,0.000138,1.672172,0.000015,57356.62,21,0.000003,0.000003,0.000009,0.000265,0.000022,0.000007,11445,8,bad
100,9,?,99,9,8,407179.3,38612,38542.61,66.22222,87025,21.55765,100,654304.8,312984.5,100,87025,4604.397,-1422.593,38612,407179.3,1.293912,45127700,9801,100,1,45127700,4,2,1.550128,9801,8,18721.31,76132.88,1.483663,407337.6,10920.05,42,66368.73,?,340810.6,2014090,655727.4,407179.3,9801,8,bad
2052,2055,?,6,2053,8,728.2939,12292,19548.87,1024.006,18447,0.00001,4,20004,22.61903,2052,18447,0.793029,-23354.17,4102,726.2121,24.46265,1628.087,2053,4,0.945055,1626.087,3,?,24.46265,2053,8,19.82917,28948.68,50605.8,20277.16,351919.7,91,364.2175,0.641014,364.0764,28967.03,24375,728.2939,2053,8,bad
4029,3899,?,993,32,4,0.057348,9462,0.056502,2455.749,23884,0.008227,4029,0.08414,0.056923,4029,23884,0.016568,0,9462,0.057111,37.70429,82.176,4960,4029,1,82.176,2,2,37.70429,4960,8,0.008282,0.0037,136.4266,0.057472,13230620,9,0.028535,?,0.028956,1.567941,0.08373,0.057493,4960,4,bad
4029,3899,?,993,32,4,0.057348,9462,0.056502,2455.749,23884,0.008227,4029,0.08414,0.056923,4029,23884,0.016568,0,9462,0.057111,37.70429,82.176,4960,4029,1,82.176,2,2,37.70429,4960,8,0.008282,0.0037,136.4266,0.057472,13230620,9,0.028535,?,0.028956,1.567941,0.08373,0.057493,4960,4,bad
100,9,?,99,9,8,3423.49,38612,2819.331,66.22222,87025,8.194403,100,5335.601,2819.352,100,87025,83.83453,-10.53806,38612,3415.834,1.037953,821662.3,9801,100,1,821662.3,4,2,1.133933,9801,8,189.9805,596.7356,164418.2,3425.682,10920.05,44,1711.735,8.295186,1711.755,21700.49,5345.362,3423.49,9801,8,bad
100,9,?,99,9,8,8109.306,38612,1158.732,66.22222,87025,9.186334,100,12789.05,6551.086,100,87025,132.5556,-28.47519,38612,8109.306,1.122296,1299177,9801,100,1,1299177,4,2,1.252157,9801,8,412.3077,1494.228,1.503853,8112.179,10920.05,38,1358.476,?,6750.83,45226.46,12815.22,8109.306,9801,8,bad
100,9,?,99,9,8,21203.13,38612,1696.718,66.22222,87025,6.470774,100,33713.19,16305.67,100,87025,281.0425,-77.24861,38612,21203.13,1.208104,2754498,9801,100,1,2754498,4,2,1.349296,9801,8,1037.492,3945.856,1.451379,21210.63,10920.05,33,3297.087,52.36234,17906.04,112253.4,33784.25,21203.13,9801,8,bad
100,9,?,99,9,8,58187.89,38612,4824.39,66.22222,87025,7.506479,100,93191.72,46272.21,100,87025,713.8749,-209.8934,38612,58187.89,1.283613,6996688,9801,100,1,6996688,4,2,1.420731,9801,8,2793.624,10784.38,1.403883,58208.59,10920.05,30,8370.036,?,49817.85,301270.9,93384.58,58187.89,9801,8,bad
100,9,?,99,9,8,1152.13,38612,948.8753,66.22222,87025,9.275703,100,1743.923,948.8962,100,87025,66.85659,-0.001237,38612,1152.13,0.964094,655261.4,9801,100,1,655261.4,4,2,1.071613,9801,8,99.6103,161.2753,55273.51,1152.457,10920.05,25,576.0546,?,576.0755,12565.5,1743.924,1152.13,9801,8,bad
100,9,?,99,9,8,26.49265,38612,24.90672,66.22222,87025,3.809618,100,39.41596,24.91021,100,87025,5.389935,-0.047725,38612,26.469,0.91895,52826.76,9801,100,1,52826.76,4,2,0.932924,9801,8,2.821983,3.12456,7591.559,26.49378,10920.05,23,13.24458,?,13.24807,638.104,39.44732,26.49265,9801,8,bad
100,9,?,99,9,8,1248.136,38612,1086.99,66.22222,87025,8.207511,100,1895.947,1087.011,100,87025,67.16301,-1.584734,38612,1242.568,0.964094,658264.6,9801,100,1,658264.6,4,2,1.071613,9801,8,101.5841,175.3775,59880.77,1248.471,10920.05,24,624.0574,?,624.0783,12753.31,1897.531,1248.136,9801,8,bad
100,9,?,99,9,8,1767.46,38612,1481.035,66.22222,87025,8.206995,100,2710.358,1481.056,100,87025,70.01528,-3.930967,38612,1754.239,0.968866,686219.8,9801,100,1,686219.8,4,2,1.071601,9801,8,118.2158,271.7994,84802.72,1768.191,10920.05,28,883.7198,?,883.7407,14377.24,2714.281,1767.46,9801,8,bad
11730,3374,?,4,120,9,1,43013,26025320,5351.887,114671,0,11751,42447280,19326120,11730,114671,52154.69,-84094940,59868,1,24.64615,614903800,11790,11751,0.142857,-614890300,2,?,19.29646,11790,18,510215.2,132371200,104713.8,37381590,78571050,28,5678206,229.902,-5678066,143608400,84094950,11.22257,11790,9,bad
100,9,?,99,9,8,36.5544,38612,31.56215,66.22222,87025,3.913838,100,55.45941,31.56564,100,87025,5.437961,-0.14431,38612,36.47509,0.958951,53297.46,9801,100,1,53297.46,4,2,1.019407,9801,8,3.038586,4.885312,10475.32,36.56305,10920.05,28,18.27546,?,18.27895,653.1746,55.54335,36.5544,9801,8,bad
694,1242,9443,20860,224,29,58420900,369252,118721100,315.2407,663643,-0.567023,694,729364000,92289400,694,663643,37591.74,-105263700,271556,58420900,20.04573,858407300,22835,694,0.48,699915300,1,?,20.96626,22835,53,933513.2,541764800,70.65166,177142000,187703.8,50,55421930,3324541,2998965,571109000,105263700,58420900,22835,29,bad
100,9,?,99,9,8,26.49265,38612,24.90672,66.22222,87025,3.914387,100,39.41596,24.91021,100,87025,5.389935,-0.047725,38612,26.469,0.91895,52826.76,9801,100,1,52826.76,4,2,0.932924,9801,8,2.821983,3.12456,7591.559,26.49378,10920.05,29,13.24458,?,13.24807,638.104,39.44732,26.49265,9801,8,bad
100,9,?,99,9,8,164.0481,38612,138.0599,66.22222,87025,3.893972,100,256.8144,138.0634,100,87025,6.626011,-1.043281,38612,164.0481,1.108804,64941.54,9801,100,1,64941.54,4,2,1.260433,9801,8,8.797672,30.26719,47165.34,164.102,10920.05,30,82.02232,?,82.0258,1151.452,257.3911,164.0481,9801,8,bad
100,9,?,99,9,8,69.74651,38612,58.74042,66.22222,87025,3.797208,100,107.8268,58.74391,100,87025,5.686379,-0.386228,38612,69.74651,1.027002,55732.2,9801,100,1,55732.2,4,2,1.144468,9801,8,4.263614,11.58623,19993.33,69.77043,10920.05,26,34.87151,?,34.875,744.4499,108.0414,69.74651,9801,8,bad
100,9,?,99,9,8,1170.333,38612,936.4265,66.22222,87025,3.644575,100,1864.36,936.4306,100,87025,19.61926,-7.691349,38612,1170.333,1.267202,192288.4,9801,100,1,192288.4,4,2,1.427216,9801,8,59.87614,222.3002,283224.2,1170.724,10920.05,27,585.1644,?,585.1685,6583.157,1868.605,1170.333,9801,8,bad
100,9,?,99,9,8,3.014252,38612,4.165618,66.22222,87025,0.001973,100,5.333333,4.167591,100,87025,2.670931,0,38612,0.001973,1.034632,26177.8,9801,100,1,26177.8,4,2,1.034632,9801,8,0.03599,0.035754,2208.528,4.357874,10920.05,12,2.178044,?,2.180018,280.263,5.333333,4.358062,9801,8,bad
100,9,?,99,9,8,24.9464,38612,22.15812,66.22222,87025,3.914103,100,36.66171,22.16161,100,87025,5.385248,-0.005284,38612,24.94597,0.908476,52780.81,9801,100,1,52780.81,4,2,0.919111,9801,8,2.801852,2.946363,7148.292,24.94704,10920.05,19,12.47147,?,12.47496,636.7134,36.66564,24.9464,9801,8,bad
105,208,1,34,27,10,1,2851,3105.807,52.25962,6346,-0.246275,104,4481.628,3106.053,105,6346,1598.457,-3483.429,2867,1,27.67633,1003831,628,104,0.166667,-1003829,1,?,27.67454,628,8,63.88782,5627.669,12642.22,3126.856,6406,12,1557.395,99.94413,-1556.395,44676,3483.429,1,628,10,good
?,6,3,1,3,2,157048600,?,?,2.5,49980,7.608556,5,441546400000,147194000000,?,49980,73622720000,-1472101,29986,19.63207,5.300943,1.472013E15,19994,5,?,1.472013E15,1,2,5.300943,19994,3,127436200000,1.040419E13,?,441200800000,27.91667,?,?,?,?,2.326635E13,441546400000,294363300000,19994,2,bad
