@relation 'petsc_data-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.Remove-R1,3,5-12,14-18,20-23,25,27-32,34-54'

@attribute avgdistfromdiag numeric
@attribute blocksize numeric
@attribute left-bandwidth numeric
@attribute diagonal-dominance numeric
@attribute col-variability numeric
@attribute nnzeros numeric
@attribute row-variability numeric
@attribute solver {RCG*CHEBYSHEV,'Pseudoblock GMRES*CHEBYSHEV','Pseudoblock CG*KRYLOV','Pseudoblock GMRES*ILUT',GCRODR*CHEBYSHEV,'Block GMRES*RILUK',PCPG*KRYLOV,'Pseudoblock GMRES*RILUK','Block GMRES*DIAGONAL',PCPG*RELAXATION,'Pseudoblock Stochastic CG*DIAGONAL',PCPG*RILUK,'Pseudoblock GMRES*RELAXATION','Hybrid Block GMRES*KRYLOV',RCG*RELAXATION,'Pseudoblock GMRES*DIAGONAL',RCG*DIAGONAL,TFQMR*ILUT,PCPG*ILUT,'Pseudoblock CG*ILUT','Block CG*DIAGONAL',GCRODR*RILUK,GCRODR*RELAXATION,TFQMR*CHEBYSHEV,TFQMR*DIAGONAL,GCRODR*DIAGONAL,TFQMR*RELAXATION,'Hybrid Block GMRES*RELAXATION','Pseudoblock CG*RILUK',GCRODR*ILUT,'Block GMRES*CHEBYSHEV',MINRES*DIAGONAL,'Pseudoblock CG*DIAGONAL','Hybrid Block GMRES*RILUK',TFQMR*RILUK,'Block CG*ILUT','Pseudoblock CG*RELAXATION',MINRES*RELAXATION,'Pseudoblock Stochastic CG*RELAXATION','Block CG*CHEBYSHEV','Hybrid Block GMRES*ILUT','Block GMRES*ILUT',GCRODR*KRYLOV,RCG*ILUT,MINRES*KRYLOV,'Block GMRES*RELAXATION',RCG*KRYLOV,'Block CG*RELAXATION',TFQMR*KRYLOV,'Pseudoblock GMRES*KRYLOV',RCG*RILUK,'Hybrid Block GMRES*CHEBYSHEV','Pseudoblock Stochastic CG*RILUK','Pseudoblock CG*CHEBYSHEV','Pseudoblock Stochastic CG*CHEBYSHEV',MINRES*ILUT,'Block GMRES*KRYLOV',PCPG*DIAGONAL,'Pseudoblock Stochastic CG*KRYLOV','Hybrid Block GMRES*DIAGONAL',PCPG*CHEBYSHEV,'Block CG*KRYLOV',MINRES*CHEBYSHEV,'Block CG*RILUK','Pseudoblock Stochastic CG*ILUT',MINRES*RILUK}
@attribute class {good,bad}

@data
2,83,8250,-246.7492,5,73249,5,'Pseudoblock Stochastic CG*DIAGONAL',bad
2,83,8250,-246.7492,5,73249,5,PCPG*RILUK,bad
2,83,8250,-246.7492,5,73249,5,'Pseudoblock GMRES*RELAXATION',bad
2,83,8250,-246.7492,5,73249,5,'Hybrid Block GMRES*KRYLOV',bad
2,83,8250,-246.7492,5,73249,5,RCG*RELAXATION,bad
2,83,8250,-246.7492,5,73249,5,'Pseudoblock GMRES*DIAGONAL',bad
2,83,8250,-246.7492,5,73249,5,RCG*DIAGONAL,bad
2,83,8250,-246.7492,5,73249,5,TFQMR*ILUT,bad
2,83,8250,-246.7492,5,73249,5,PCPG*ILUT,bad
2,83,8250,-246.7492,5,73249,5,'Pseudoblock CG*ILUT',bad
2,83,8250,-246.7492,5,73249,5,'Block CG*DIAGONAL',bad
2,83,8250,-246.7492,5,73249,5,GCRODR*RILUK,bad
2,83,8250,-246.7492,5,73249,5,GCRODR*RELAXATION,bad
2,83,8250,-246.7492,5,73249,5,TFQMR*CHEBYSHEV,good
2,83,8250,-246.7492,5,73249,5,TFQMR*DIAGONAL,good
2,83,8250,-246.7492,5,73249,5,GCRODR*DIAGONAL,bad
2,83,8250,-246.7492,5,73249,5,TFQMR*RELAXATION,good
2,83,8250,-246.7492,5,73249,5,'Hybrid Block GMRES*RELAXATION',bad
2,83,8250,-246.7492,5,73249,5,'Pseudoblock CG*RILUK',bad
2,83,8250,-246.7492,5,73249,5,GCRODR*ILUT,bad
2,83,8250,-246.7492,5,73249,5,'Block GMRES*CHEBYSHEV',bad
2,83,8250,-246.7492,5,73249,5,MINRES*DIAGONAL,bad
2,83,8250,-246.7492,5,73249,5,'Pseudoblock CG*DIAGONAL',bad
2,83,8250,-246.7492,5,73249,5,'Hybrid Block GMRES*RILUK',bad
2,83,8250,-246.7492,5,73249,5,TFQMR*RILUK,bad
2,83,8250,-246.7492,5,73249,5,'Block CG*ILUT',bad
2,83,8250,-246.7492,5,73249,5,'Pseudoblock CG*RELAXATION',bad
2,83,8250,-246.7492,5,73249,5,MINRES*RELAXATION,bad
2,83,8250,-246.7492,5,73249,5,'Pseudoblock Stochastic CG*RELAXATION',bad
2,83,8250,-246.7492,5,73249,5,'Block CG*CHEBYSHEV',bad
2,83,8250,-246.7492,5,73249,5,'Hybrid Block GMRES*ILUT',bad
2,83,8250,-246.7492,5,73249,5,'Block GMRES*ILUT',bad
2,83,8250,-246.7492,5,73249,5,RCG*ILUT,bad
2,83,8250,-246.7492,5,73249,5,MINRES*KRYLOV,bad
2,83,8250,-246.7492,5,73249,5,'Block GMRES*RELAXATION',bad
2,83,8250,-246.7492,5,73249,5,RCG*KRYLOV,bad
2,83,8250,-246.7492,5,73249,5,'Block CG*RELAXATION',bad
2,83,8250,-246.7492,5,73249,5,TFQMR*KRYLOV,bad
2,83,8250,-246.7492,5,73249,5,'Pseudoblock GMRES*KRYLOV',bad
2,83,8250,-246.7492,5,73249,5,RCG*RILUK,bad
2,83,8250,-246.7492,5,73249,5,'Hybrid Block GMRES*CHEBYSHEV',bad
2,83,8250,-246.7492,5,73249,5,'Pseudoblock Stochastic CG*RILUK',bad
2,83,8250,-246.7492,5,73249,5,'Pseudoblock CG*CHEBYSHEV',bad
2,83,8250,-246.7492,5,73249,5,'Pseudoblock Stochastic CG*CHEBYSHEV',bad
2,83,8250,-246.7492,5,73249,5,MINRES*ILUT,bad
2,83,8250,-246.7492,5,73249,5,'Block GMRES*KRYLOV',bad
2,83,8250,-246.7492,5,73249,5,PCPG*DIAGONAL,bad
2,83,8250,-246.7492,5,73249,5,'Pseudoblock Stochastic CG*KRYLOV',bad
2,83,8250,-246.7492,5,73249,5,'Hybrid Block GMRES*DIAGONAL',bad
2,83,8250,-246.7492,5,73249,5,PCPG*CHEBYSHEV,bad
2,83,8250,-246.7492,5,73249,5,'Block CG*KRYLOV',bad
2,83,8250,-246.7492,5,73249,5,MINRES*CHEBYSHEV,bad
2,83,8250,-246.7492,5,73249,5,'Block CG*RILUK',bad
2,83,8250,-246.7492,5,73249,5,'Pseudoblock Stochastic CG*ILUT',bad
2,83,8250,-246.7492,5,73249,5,MINRES*RILUK,bad
4,1,35,-5957639,3.753629,224,4.262814,RCG*CHEBYSHEV,bad
4,1,35,-5957639,3.753629,224,4.262814,'Pseudoblock GMRES*CHEBYSHEV',bad
4,1,35,-5957639,3.753629,224,4.262814,'Pseudoblock CG*KRYLOV',bad
4,1,35,-5957639,3.753629,224,4.262814,'Pseudoblock GMRES*ILUT',bad
4,1,35,-5957639,3.753629,224,4.262814,GCRODR*CHEBYSHEV,bad
4,1,35,-5957639,3.753629,224,4.262814,'Block GMRES*RILUK',bad
4,1,35,-5957639,3.753629,224,4.262814,PCPG*KRYLOV,bad
4,1,35,-5957639,3.753629,224,4.262814,'Pseudoblock GMRES*RILUK',bad
4,1,35,-5957639,3.753629,224,4.262814,'Block GMRES*DIAGONAL',bad
4,1,35,-5957639,3.753629,224,4.262814,PCPG*RELAXATION,bad
4,1,35,-5957639,3.753629,224,4.262814,'Pseudoblock Stochastic CG*DIAGONAL',good
4,1,35,-5957639,3.753629,224,4.262814,PCPG*RILUK,bad
4,1,35,-5957639,3.753629,224,4.262814,'Pseudoblock GMRES*RELAXATION',bad
4,1,35,-5957639,3.753629,224,4.262814,'Hybrid Block GMRES*KRYLOV',bad
4,1,35,-5957639,3.753629,224,4.262814,RCG*RELAXATION,bad
4,1,35,-5957639,3.753629,224,4.262814,'Pseudoblock GMRES*DIAGONAL',bad
4,1,35,-5957639,3.753629,224,4.262814,RCG*DIAGONAL,bad
4,1,35,-5957639,3.753629,224,4.262814,TFQMR*ILUT,bad
4,1,35,-5957639,3.753629,224,4.262814,PCPG*ILUT,bad
4,1,35,-5957639,3.753629,224,4.262814,'Pseudoblock CG*ILUT',good
4,1,35,-5957639,3.753629,224,4.262814,'Block CG*DIAGONAL',good
4,1,35,-5957639,3.753629,224,4.262814,GCRODR*RILUK,bad
4,1,35,-5957639,3.753629,224,4.262814,GCRODR*RELAXATION,bad
4,1,35,-5957639,3.753629,224,4.262814,TFQMR*CHEBYSHEV,bad
4,1,35,-5957639,3.753629,224,4.262814,TFQMR*DIAGONAL,bad
4,1,35,-5957639,3.753629,224,4.262814,GCRODR*DIAGONAL,bad
4,1,35,-5957639,3.753629,224,4.262814,TFQMR*RELAXATION,bad
4,1,35,-5957639,3.753629,224,4.262814,'Hybrid Block GMRES*RELAXATION',bad
4,1,35,-5957639,3.753629,224,4.262814,'Pseudoblock CG*RILUK',good
4,1,35,-5957639,3.753629,224,4.262814,GCRODR*ILUT,bad
4,1,35,-5957639,3.753629,224,4.262814,'Block GMRES*CHEBYSHEV',bad
4,1,35,-5957639,3.753629,224,4.262814,MINRES*DIAGONAL,good
4,1,35,-5957639,3.753629,224,4.262814,'Pseudoblock CG*DIAGONAL',good
4,1,35,-5957639,3.753629,224,4.262814,'Hybrid Block GMRES*RILUK',bad
4,1,35,-5957639,3.753629,224,4.262814,TFQMR*RILUK,bad
4,1,35,-5957639,3.753629,224,4.262814,'Block CG*ILUT',good
4,1,35,-5957639,3.753629,224,4.262814,'Pseudoblock CG*RELAXATION',good
4,1,35,-5957639,3.753629,224,4.262814,MINRES*RELAXATION,good
4,1,35,-5957639,3.753629,224,4.262814,'Pseudoblock Stochastic CG*RELAXATION',good
4,1,35,-5957639,3.753629,224,4.262814,'Block CG*CHEBYSHEV',good
4,1,35,-5957639,3.753629,224,4.262814,'Hybrid Block GMRES*ILUT',bad
4,1,35,-5957639,3.753629,224,4.262814,'Block GMRES*ILUT',bad
4,1,35,-5957639,3.753629,224,4.262814,RCG*ILUT,bad
4,1,35,-5957639,3.753629,224,4.262814,MINRES*KRYLOV,bad
4,1,35,-5957639,3.753629,224,4.262814,'Block GMRES*RELAXATION',bad
4,1,35,-5957639,3.753629,224,4.262814,RCG*KRYLOV,bad
4,1,35,-5957639,3.753629,224,4.262814,'Block CG*RELAXATION',good
4,1,35,-5957639,3.753629,224,4.262814,TFQMR*KRYLOV,bad
4,1,35,-5957639,3.753629,224,4.262814,'Pseudoblock GMRES*KRYLOV',bad
4,1,35,-5957639,3.753629,224,4.262814,RCG*RILUK,bad
4,1,35,-5957639,3.753629,224,4.262814,'Hybrid Block GMRES*CHEBYSHEV',bad
4,1,35,-5957639,3.753629,224,4.262814,'Pseudoblock Stochastic CG*RILUK',good
4,1,35,-5957639,3.753629,224,4.262814,'Pseudoblock CG*CHEBYSHEV',bad
4,1,35,-5957639,3.753629,224,4.262814,'Pseudoblock Stochastic CG*CHEBYSHEV',bad
4,1,35,-5957639,3.753629,224,4.262814,MINRES*ILUT,good
4,1,35,-5957639,3.753629,224,4.262814,'Block GMRES*KRYLOV',bad
4,1,35,-5957639,3.753629,224,4.262814,PCPG*DIAGONAL,bad
4,1,35,-5957639,3.753629,224,4.262814,'Pseudoblock Stochastic CG*KRYLOV',bad
4,1,35,-5957639,3.753629,224,4.262814,'Hybrid Block GMRES*DIAGONAL',bad
4,1,35,-5957639,3.753629,224,4.262814,PCPG*CHEBYSHEV,bad
4,1,35,-5957639,3.753629,224,4.262814,'Block CG*KRYLOV',bad
4,1,35,-5957639,3.753629,224,4.262814,MINRES*CHEBYSHEV,good
4,1,35,-5957639,3.753629,224,4.262814,'Block CG*RILUK',good
4,1,35,-5957639,3.753629,224,4.262814,'Pseudoblock Stochastic CG*ILUT',good
4,1,35,-5957639,3.753629,224,4.262814,MINRES*RILUK,good
3,1,7,-4411067000,13.95856,376,15.29486,RCG*CHEBYSHEV,bad
3,1,7,-4411067000,13.95856,376,15.29486,'Pseudoblock GMRES*CHEBYSHEV',bad
3,1,7,-4411067000,13.95856,376,15.29486,'Pseudoblock CG*KRYLOV',bad
3,1,7,-4411067000,13.95856,376,15.29486,'Pseudoblock GMRES*ILUT',bad
3,1,7,-4411067000,13.95856,376,15.29486,GCRODR*CHEBYSHEV,bad
3,1,7,-4411067000,13.95856,376,15.29486,'Block GMRES*RILUK',bad
3,1,7,-4411067000,13.95856,376,15.29486,PCPG*KRYLOV,bad
3,1,7,-4411067000,13.95856,376,15.29486,'Pseudoblock GMRES*RILUK',bad
3,1,7,-4411067000,13.95856,376,15.29486,'Block GMRES*DIAGONAL',bad
3,1,7,-4411067000,13.95856,376,15.29486,PCPG*RELAXATION,bad
3,1,7,-4411067000,13.95856,376,15.29486,'Pseudoblock Stochastic CG*DIAGONAL',bad
3,1,7,-4411067000,13.95856,376,15.29486,PCPG*RILUK,bad
3,1,7,-4411067000,13.95856,376,15.29486,'Pseudoblock GMRES*RELAXATION',bad
3,1,7,-4411067000,13.95856,376,15.29486,'Hybrid Block GMRES*KRYLOV',bad
3,1,7,-4411067000,13.95856,376,15.29486,RCG*RELAXATION,bad
3,1,7,-4411067000,13.95856,376,15.29486,'Pseudoblock GMRES*DIAGONAL',bad
3,1,7,-4411067000,13.95856,376,15.29486,RCG*DIAGONAL,bad
3,1,7,-4411067000,13.95856,376,15.29486,TFQMR*ILUT,bad
3,1,7,-4411067000,13.95856,376,15.29486,PCPG*ILUT,bad
3,1,7,-4411067000,13.95856,376,15.29486,'Pseudoblock CG*ILUT',good
3,1,7,-4411067000,13.95856,376,15.29486,'Block CG*DIAGONAL',bad
3,1,7,-4411067000,13.95856,376,15.29486,GCRODR*RILUK,bad
3,1,7,-4411067000,13.95856,376,15.29486,GCRODR*RELAXATION,bad
3,1,7,-4411067000,13.95856,376,15.29486,TFQMR*CHEBYSHEV,bad
3,1,7,-4411067000,13.95856,376,15.29486,TFQMR*DIAGONAL,bad
3,1,7,-4411067000,13.95856,376,15.29486,GCRODR*DIAGONAL,bad
3,1,7,-4411067000,13.95856,376,15.29486,TFQMR*RELAXATION,bad
3,1,7,-4411067000,13.95856,376,15.29486,'Hybrid Block GMRES*RELAXATION',good
3,1,7,-4411067000,13.95856,376,15.29486,'Pseudoblock CG*RILUK',bad
3,1,7,-4411067000,13.95856,376,15.29486,GCRODR*ILUT,bad
3,1,7,-4411067000,13.95856,376,15.29486,'Block GMRES*CHEBYSHEV',bad
3,1,7,-4411067000,13.95856,376,15.29486,MINRES*DIAGONAL,bad
3,1,7,-4411067000,13.95856,376,15.29486,'Pseudoblock CG*DIAGONAL',bad
3,1,7,-4411067000,13.95856,376,15.29486,'Hybrid Block GMRES*RILUK',good
3,1,7,-4411067000,13.95856,376,15.29486,TFQMR*RILUK,bad
3,1,7,-4411067000,13.95856,376,15.29486,'Block CG*ILUT',bad
3,1,7,-4411067000,13.95856,376,15.29486,'Pseudoblock CG*RELAXATION',bad
3,1,7,-4411067000,13.95856,376,15.29486,MINRES*RELAXATION,bad
3,1,7,-4411067000,13.95856,376,15.29486,'Pseudoblock Stochastic CG*RELAXATION',bad
3,1,7,-4411067000,13.95856,376,15.29486,'Block CG*CHEBYSHEV',bad
3,1,7,-4411067000,13.95856,376,15.29486,'Hybrid Block GMRES*ILUT',good
3,1,7,-4411067000,13.95856,376,15.29486,'Block GMRES*ILUT',bad
3,1,7,-4411067000,13.95856,376,15.29486,RCG*ILUT,bad
3,1,7,-4411067000,13.95856,376,15.29486,MINRES*KRYLOV,bad
3,1,7,-4411067000,13.95856,376,15.29486,'Block GMRES*RELAXATION',bad
3,1,7,-4411067000,13.95856,376,15.29486,RCG*KRYLOV,bad
3,1,7,-4411067000,13.95856,376,15.29486,'Block CG*RELAXATION',bad
3,1,7,-4411067000,13.95856,376,15.29486,TFQMR*KRYLOV,bad
3,1,7,-4411067000,13.95856,376,15.29486,'Pseudoblock GMRES*KRYLOV',bad
3,1,7,-4411067000,13.95856,376,15.29486,RCG*RILUK,bad
3,1,7,-4411067000,13.95856,376,15.29486,'Hybrid Block GMRES*CHEBYSHEV',good
3,1,7,-4411067000,13.95856,376,15.29486,'Pseudoblock Stochastic CG*RILUK',good
3,1,7,-4411067000,13.95856,376,15.29486,'Pseudoblock CG*CHEBYSHEV',bad
3,1,7,-4411067000,13.95856,376,15.29486,'Pseudoblock Stochastic CG*CHEBYSHEV',bad
3,1,7,-4411067000,13.95856,376,15.29486,MINRES*ILUT,good
3,1,7,-4411067000,13.95856,376,15.29486,'Block GMRES*KRYLOV',bad
3,1,7,-4411067000,13.95856,376,15.29486,PCPG*DIAGONAL,bad
3,1,7,-4411067000,13.95856,376,15.29486,'Pseudoblock Stochastic CG*KRYLOV',bad
3,1,7,-4411067000,13.95856,376,15.29486,'Hybrid Block GMRES*DIAGONAL',good
3,1,7,-4411067000,13.95856,376,15.29486,PCPG*CHEBYSHEV,bad
3,1,7,-4411067000,13.95856,376,15.29486,'Block CG*KRYLOV',bad
3,1,7,-4411067000,13.95856,376,15.29486,MINRES*CHEBYSHEV,bad
3,1,7,-4411067000,13.95856,376,15.29486,'Block CG*RILUK',good
3,1,7,-4411067000,13.95856,376,15.29486,'Pseudoblock Stochastic CG*ILUT',bad
3,1,7,-4411067000,13.95856,376,15.29486,MINRES*RILUK,good
8,1,28,-690135.7,15.36249,1288,14.47991,RCG*CHEBYSHEV,bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Pseudoblock GMRES*CHEBYSHEV',bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Pseudoblock CG*KRYLOV',bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Pseudoblock GMRES*ILUT',bad
8,1,28,-690135.7,15.36249,1288,14.47991,GCRODR*CHEBYSHEV,bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Block GMRES*RILUK',bad
8,1,28,-690135.7,15.36249,1288,14.47991,PCPG*KRYLOV,bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Pseudoblock GMRES*RILUK',bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Block GMRES*DIAGONAL',bad
8,1,28,-690135.7,15.36249,1288,14.47991,PCPG*RELAXATION,bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Pseudoblock Stochastic CG*DIAGONAL',bad
8,1,28,-690135.7,15.36249,1288,14.47991,PCPG*RILUK,bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Pseudoblock GMRES*RELAXATION',bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Hybrid Block GMRES*KRYLOV',bad
8,1,28,-690135.7,15.36249,1288,14.47991,RCG*RELAXATION,bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Pseudoblock GMRES*DIAGONAL',bad
8,1,28,-690135.7,15.36249,1288,14.47991,RCG*DIAGONAL,bad
8,1,28,-690135.7,15.36249,1288,14.47991,TFQMR*ILUT,bad
8,1,28,-690135.7,15.36249,1288,14.47991,PCPG*ILUT,bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Pseudoblock CG*ILUT',bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Block CG*DIAGONAL',bad
8,1,28,-690135.7,15.36249,1288,14.47991,GCRODR*RILUK,bad
8,1,28,-690135.7,15.36249,1288,14.47991,GCRODR*RELAXATION,bad
8,1,28,-690135.7,15.36249,1288,14.47991,TFQMR*CHEBYSHEV,bad
8,1,28,-690135.7,15.36249,1288,14.47991,TFQMR*DIAGONAL,bad
8,1,28,-690135.7,15.36249,1288,14.47991,GCRODR*DIAGONAL,bad
8,1,28,-690135.7,15.36249,1288,14.47991,TFQMR*RELAXATION,bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Hybrid Block GMRES*RELAXATION',good
8,1,28,-690135.7,15.36249,1288,14.47991,'Pseudoblock CG*RILUK',bad
8,1,28,-690135.7,15.36249,1288,14.47991,GCRODR*ILUT,bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Block GMRES*CHEBYSHEV',bad
8,1,28,-690135.7,15.36249,1288,14.47991,MINRES*DIAGONAL,bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Pseudoblock CG*DIAGONAL',bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Hybrid Block GMRES*RILUK',good
8,1,28,-690135.7,15.36249,1288,14.47991,TFQMR*RILUK,bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Block CG*ILUT',bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Pseudoblock CG*RELAXATION',bad
8,1,28,-690135.7,15.36249,1288,14.47991,MINRES*RELAXATION,bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Pseudoblock Stochastic CG*RELAXATION',bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Block CG*CHEBYSHEV',bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Hybrid Block GMRES*ILUT',good
8,1,28,-690135.7,15.36249,1288,14.47991,'Block GMRES*ILUT',bad
8,1,28,-690135.7,15.36249,1288,14.47991,RCG*ILUT,bad
8,1,28,-690135.7,15.36249,1288,14.47991,MINRES*KRYLOV,bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Block GMRES*RELAXATION',bad
8,1,28,-690135.7,15.36249,1288,14.47991,RCG*KRYLOV,bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Block CG*RELAXATION',bad
8,1,28,-690135.7,15.36249,1288,14.47991,TFQMR*KRYLOV,bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Pseudoblock GMRES*KRYLOV',bad
8,1,28,-690135.7,15.36249,1288,14.47991,RCG*RILUK,bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Hybrid Block GMRES*CHEBYSHEV',good
8,1,28,-690135.7,15.36249,1288,14.47991,'Pseudoblock Stochastic CG*RILUK',bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Pseudoblock CG*CHEBYSHEV',bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Pseudoblock Stochastic CG*CHEBYSHEV',bad
8,1,28,-690135.7,15.36249,1288,14.47991,MINRES*ILUT,bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Block GMRES*KRYLOV',bad
8,1,28,-690135.7,15.36249,1288,14.47991,PCPG*DIAGONAL,bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Pseudoblock Stochastic CG*KRYLOV',bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Hybrid Block GMRES*DIAGONAL',good
8,1,28,-690135.7,15.36249,1288,14.47991,PCPG*CHEBYSHEV,bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Block CG*KRYLOV',bad
8,1,28,-690135.7,15.36249,1288,14.47991,MINRES*CHEBYSHEV,bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Block CG*RILUK',bad
8,1,28,-690135.7,15.36249,1288,14.47991,'Pseudoblock Stochastic CG*ILUT',bad
8,1,28,-690135.7,15.36249,1288,14.47991,MINRES*RILUK,bad
9,1,47,-748269000,41.74447,4140,40.1175,RCG*CHEBYSHEV,bad
9,1,47,-748269000,41.74447,4140,40.1175,'Pseudoblock GMRES*CHEBYSHEV',bad
9,1,47,-748269000,41.74447,4140,40.1175,'Pseudoblock CG*KRYLOV',bad
9,1,47,-748269000,41.74447,4140,40.1175,'Pseudoblock GMRES*ILUT',bad
9,1,47,-748269000,41.74447,4140,40.1175,GCRODR*CHEBYSHEV,bad
9,1,47,-748269000,41.74447,4140,40.1175,'Block GMRES*RILUK',bad
9,1,47,-748269000,41.74447,4140,40.1175,PCPG*KRYLOV,bad
9,1,47,-748269000,41.74447,4140,40.1175,'Pseudoblock GMRES*RILUK',bad
9,1,47,-748269000,41.74447,4140,40.1175,'Block GMRES*DIAGONAL',bad
9,1,47,-748269000,41.74447,4140,40.1175,PCPG*RELAXATION,bad
9,1,47,-748269000,41.74447,4140,40.1175,'Pseudoblock Stochastic CG*DIAGONAL',bad
9,1,47,-748269000,41.74447,4140,40.1175,'Pseudoblock GMRES*RELAXATION',bad
9,1,47,-748269000,41.74447,4140,40.1175,'Hybrid Block GMRES*KRYLOV',bad
9,1,47,-748269000,41.74447,4140,40.1175,RCG*RELAXATION,bad
9,1,47,-748269000,41.74447,4140,40.1175,'Pseudoblock GMRES*DIAGONAL',bad
9,1,47,-748269000,41.74447,4140,40.1175,RCG*DIAGONAL,bad
9,1,47,-748269000,41.74447,4140,40.1175,TFQMR*ILUT,bad
9,1,47,-748269000,41.74447,4140,40.1175,'Block CG*DIAGONAL',bad
9,1,47,-748269000,41.74447,4140,40.1175,GCRODR*RILUK,bad
9,1,47,-748269000,41.74447,4140,40.1175,GCRODR*RELAXATION,bad
9,1,47,-748269000,41.74447,4140,40.1175,TFQMR*CHEBYSHEV,bad
9,1,47,-748269000,41.74447,4140,40.1175,TFQMR*DIAGONAL,bad
9,1,47,-748269000,41.74447,4140,40.1175,GCRODR*DIAGONAL,bad
9,1,47,-748269000,41.74447,4140,40.1175,TFQMR*RELAXATION,bad
9,1,47,-748269000,41.74447,4140,40.1175,'Hybrid Block GMRES*RELAXATION',good
9,1,47,-748269000,41.74447,4140,40.1175,GCRODR*ILUT,bad
9,1,47,-748269000,41.74447,4140,40.1175,'Block GMRES*CHEBYSHEV',bad
9,1,47,-748269000,41.74447,4140,40.1175,MINRES*DIAGONAL,bad
9,1,47,-748269000,41.74447,4140,40.1175,'Pseudoblock CG*DIAGONAL',bad
9,1,47,-748269000,41.74447,4140,40.1175,'Hybrid Block GMRES*RILUK',good
9,1,47,-748269000,41.74447,4140,40.1175,TFQMR*RILUK,bad
9,1,47,-748269000,41.74447,4140,40.1175,'Pseudoblock CG*RELAXATION',bad
9,1,47,-748269000,41.74447,4140,40.1175,MINRES*RELAXATION,bad
9,1,47,-748269000,41.74447,4140,40.1175,'Pseudoblock Stochastic CG*RELAXATION',bad
9,1,47,-748269000,41.74447,4140,40.1175,'Block CG*CHEBYSHEV',bad
9,1,47,-748269000,41.74447,4140,40.1175,'Hybrid Block GMRES*ILUT',good
9,1,47,-748269000,41.74447,4140,40.1175,'Block GMRES*ILUT',bad
9,1,47,-748269000,41.74447,4140,40.1175,RCG*ILUT,bad
9,1,47,-748269000,41.74447,4140,40.1175,MINRES*KRYLOV,bad
9,1,47,-748269000,41.74447,4140,40.1175,'Block GMRES*RELAXATION',bad
9,1,47,-748269000,41.74447,4140,40.1175,RCG*KRYLOV,bad
9,1,47,-748269000,41.74447,4140,40.1175,'Block CG*RELAXATION',bad
9,1,47,-748269000,41.74447,4140,40.1175,TFQMR*KRYLOV,bad
9,1,47,-748269000,41.74447,4140,40.1175,'Pseudoblock GMRES*KRYLOV',bad
9,1,47,-748269000,41.74447,4140,40.1175,RCG*RILUK,bad
9,1,47,-748269000,41.74447,4140,40.1175,'Hybrid Block GMRES*CHEBYSHEV',good
9,1,47,-748269000,41.74447,4140,40.1175,'Pseudoblock CG*CHEBYSHEV',bad
9,1,47,-748269000,41.74447,4140,40.1175,'Pseudoblock Stochastic CG*CHEBYSHEV',bad
9,1,47,-748269000,41.74447,4140,40.1175,'Block GMRES*KRYLOV',bad
9,1,47,-748269000,41.74447,4140,40.1175,PCPG*DIAGONAL,bad
9,1,47,-748269000,41.74447,4140,40.1175,'Pseudoblock Stochastic CG*KRYLOV',bad
9,1,47,-748269000,41.74447,4140,40.1175,'Hybrid Block GMRES*DIAGONAL',good
9,1,47,-748269000,41.74447,4140,40.1175,PCPG*CHEBYSHEV,bad
9,1,47,-748269000,41.74447,4140,40.1175,'Block CG*KRYLOV',bad
9,1,47,-748269000,41.74447,4140,40.1175,MINRES*CHEBYSHEV,bad
9,1,47,-748269000,41.74447,4140,40.1175,RCG*CHEBYSHEV,bad
