avg-diag-dist,norm1,col-variability,min-nnzeros-per-row,row-variability,kappa,solver,class,matrix_name,solver_time,predicted-class,default_time,Time Difference,Comparison,SpeedUp,
1068.327,1347558,8.405513,56,9.03683,1288.836,95762353,good,heart2,0.030882,good,0.074416,-58.5,-58.5 % less time of default solver time,2.409688492,
1068.327,1347558,8.405513,56,9.03683,1288.836,95762352,good,heart2,0.031073,good,0.074416,-58.24,-58.24 % less time of default solver time,2.394876581,
1068.327,1347558,8.405513,56,9.03683,1288.836,95762354,good,heart2,0.031176,good,0.074416,-58.11,-58.11 % less time of default solver time,2.386964332,
20.59524,0.171015,6.981426,1,6.981426,1.036928,37052868,good,nemeth03,0.000309,good,0.000712,-56.6,-56.6 % less time of default solver time,2.30420712,
8446.742,7312655,21.00991,1,20.51548,827.7749,32874610,bad,smt,0.004177,good,0.008338,-49.9,-49.9 % less time of default solver time,1.9961695,
751.1841,1.221141,18.62187,1,18.62187,4986.502,88865077,good,t3dl,0.025193,good,0.043827,-42.52,-42.52 % less time of default solver time,1.739649903,
9428.732,5289.496,10.16634,2,10.16634,2.519126,37052868,good,TSOPF_RS_b300_c1,0.002034,good,0.003537,-42.49,-42.49 % less time of default solver time,1.738938053,
9428.732,5289.496,10.16634,2,10.16634,2.519126,36564232,good,TSOPF_RS_b300_c1,0.00207,good,0.003537,-41.48,-41.48 % less time of default solver time,1.708695652,
751.1841,1.221141,18.62187,1,18.62187,4986.502,85483012,good,t3dl,0.02568,good,0.043827,-41.41,-41.41 % less time of default solver time,1.706658879,
7534.972,4.12E+11,26.04305,2,33.68628,5.967977,11256941,good,Zd_Jac3,0.00267,good,0.004462,-40.16,-40.16 % less time of default solver time,1.671161049,
7553.024,3.45E+11,29.52899,2,33.84115,6.975639,36564232,good,Zd_Jac2,0.002342,good,0.003849,-39.15,-39.15 % less time of default solver time,1.643467122,
1913.373,6743057000,27.93371,1,27.42213,1173.671,88865077,good,gyro,0.032698,good,0.053408,-38.78,-38.78 % less time of default solver time,1.633372072,
751.1841,1.221141,18.62187,1,18.62187,4986.502,45869640,good,t3dl,0.027513,good,0.043827,-37.22,-37.22 % less time of default solver time,1.592956057,
751.1841,1.221141,18.62187,1,18.62187,4986.502,37052869,good,t3dl,0.027524,good,0.043827,-37.2,-37.2 % less time of default solver time,1.59231943,
6125.161,19.2483,19.79436,8,19.79436,1.404683,36564232,good,e40r0100,0.000948,good,0.001481,-35.99,-35.99 % less time of default solver time,1.562236287,
1913.373,6743057000,27.93371,1,27.42213,1173.671,45869638,good,gyro,0.034416,good,0.053408,-35.56,-35.56 % less time of default solver time,1.551836355,
965.1585,7.989125,23.85648,32,23.85648,49365.92,95762355,good,raefsky3,0.11879,good,0.18363,-35.31,-35.31 % less time of default solver time,1.545837192,
751.1841,1.221141,18.62187,1,18.62187,4986.502,45869637,good,t3dl,0.028455,good,0.043827,-35.07,-35.07 % less time of default solver time,1.540221402,
751.1841,1.221141,18.62187,1,18.62187,4986.502,45869638,good,t3dl,0.029422,good,0.043827,-32.87,-32.87 % less time of default solver time,1.489599619,
751.1841,1.221141,18.62187,1,18.62187,4986.502,37052870,good,t3dl,0.029445,good,0.043827,-32.82,-32.82 % less time of default solver time,1.488436067,
1913.373,6743057000,27.93371,1,27.42213,1173.671,45869637,good,gyro,0.03618,good,0.053408,-32.26,-32.26 % less time of default solver time,1.476174682,
3481.943,34.01084,225.8378,1,225.8378,1.311844,36564232,bad,lhr14,0.000659,good,0.00097,-32.06,-32.06 % less time of default solver time,1.471927162,
751.1841,1.221141,18.62187,1,18.62187,4986.502,7285383,good,t3dl,0.029889,good,0.043827,-31.8,-31.8 % less time of default solver time,1.466325404,
751.1841,1.221141,18.62187,1,18.62187,4986.502,37052871,good,t3dl,0.0299,good,0.043827,-31.78,-31.78 % less time of default solver time,1.465785953,
1766.2,34.00427,300.1218,1,300.1485,2.024221,37052868,good,lhr07c,0.000233,good,0.00034,-31.47,-31.47 % less time of default solver time,1.459227468,
315.2407,729364000,20.04573,1,20.96626,70.65166,36564232,good,Zd_Jac6_db,0.001002,good,0.001451,-30.94,-30.94 % less time of default solver time,1.448103792,
1913.373,6743057000,27.93371,1,27.42213,1173.671,45869640,good,gyro,0.03692,good,0.053408,-30.87,-30.87 % less time of default solver time,1.446587216,
10434.39,696.3039,8.814721,1,8.842271,102.5906,88865077,good,pdb1HYS,0.094459,good,0.134905,-29.98,-29.98 % less time of default solver time,1.428185774,
280.8856,4.24E+11,21.95572,1,22.47418,410.9239,11256941,good,std1_Jac3_db,0.000797,good,0.001126,-29.22,-29.22 % less time of default solver time,1.412797992,
6125.161,19.2483,19.79436,8,19.79436,1.404683,37052868,good,e40r0100,0.001052,good,0.001481,-28.97,-28.97 % less time of default solver time,1.407794677,
2384.389,28.84677,12.3596,1,12.3596,3.272459,36025721,good,Si10H16,0.001291,good,0.001817,-28.95,-28.95 % less time of default solver time,1.407436096,
1913.373,6743057000,27.93371,1,27.42213,1173.671,45869639,good,gyro,0.03814,good,0.053408,-28.59,-28.59 % less time of default solver time,1.40031463,
751.1841,1.221141,18.62187,1,18.62187,4986.502,32168838,bad,t3dl,0.031546,good,0.043827,-28.02,-28.02 % less time of default solver time,1.389304508,
10434.39,696.3039,8.814721,1,8.842271,102.5906,45869640,good,pdb1HYS,0.09718,good,0.134905,-27.96,-27.96 % less time of default solver time,1.38819716,
751.1841,1.221141,18.62187,1,18.62187,4986.502,36025721,bad,t3dl,0.031613,good,0.043827,-27.87,-27.87 % less time of default solver time,1.386360042,
7534.972,4.12E+11,26.04305,2,33.68628,5.967977,37052868,good,Zd_Jac3,0.003256,good,0.004462,-27.03,-27.03 % less time of default solver time,1.37039312,
751.1841,1.221141,18.62187,1,18.62187,4986.502,7285384,bad,t3dl,0.031984,good,0.043827,-27.02,-27.02 % less time of default solver time,1.370278889,
4068.339,3.46E+11,34.81199,2,37.23341,10.55739,36564232,good,std1_Jac2,0.001775,good,0.002412,-26.41,-26.41 % less time of default solver time,1.358873239,
10434.39,696.3039,8.814721,1,8.842271,102.5906,45869638,good,pdb1HYS,0.09948,good,0.134905,-26.26,-26.26 % less time of default solver time,1.356101729,
4273.444,34.01084,319.1313,1,319.1313,1.07371,36564232,good,lhr17,0.000801,good,0.00108,-25.83,-25.83 % less time of default solver time,1.348314607,
4441.235,5.05E+11,18.3202,1,18.20671,2.747541,36564232,good,raefsky4,0.002618,good,0.003524,-25.71,-25.71 % less time of default solver time,1.346065699,
7534.972,4.12E+11,26.04305,2,33.68628,5.967977,36564232,good,Zd_Jac3,0.003334,good,0.004462,-25.28,-25.28 % less time of default solver time,1.338332334,
965.1585,7.989125,23.85648,32,23.85648,49365.92,7285384,good,raefsky3,0.138311,good,0.18363,-24.68,-24.68 % less time of default solver time,1.327660128,
1913.373,6743057000,27.93371,1,27.42213,1173.671,32168838,good,gyro,0.040778,good,0.053408,-23.65,-23.65 % less time of default solver time,1.309725833,
1913.373,6743057000,27.93371,1,27.42213,1173.671,32168837,bad,gyro,0.040876,good,0.053408,-23.46,-23.46 % less time of default solver time,1.306585772,
751.1841,1.221141,18.62187,1,18.62187,4986.502,36025724,bad,t3dl,0.033622,good,0.043827,-23.28,-23.28 % less time of default solver time,1.303521504,
4690.226,1.35E+12,36.1545,2,28.3416,14.50935,81986705,good,igbt3,0.026706,good,0.034771,-23.19,-23.19 % less time of default solver time,1.301992062,
751.1841,1.221141,18.62187,1,18.62187,1.532423,29030070,good,t3dl_a,0.000761,good,0.000978,-22.19,-22.19 % less time of default solver time,1.285151117,
4273.444,34.01184,319.1313,1,319.1317,1.073752,36564232,good,lhr17c,0.000783,good,0.001003,-21.93,-21.93 % less time of default solver time,1.280970626,
1913.373,6743057000,27.93371,1,27.42213,1173.671,36025721,bad,gyro,0.04202,good,0.053408,-21.32,-21.32 % less time of default solver time,1.271013803,
10434.39,696.3039,8.814721,1,8.842271,102.5906,45869637,good,pdb1HYS,0.107468,good,0.134905,-20.34,-20.34 % less time of default solver time,1.255303904,
296.5,1.26E+12,15.91356,1,15.9278,305.7557,36025721,good,olafu,0.001529,good,0.001916,-20.2,-20.2 % less time of default solver time,1.253106606,
10434.39,696.3039,8.814721,1,8.842271,102.5906,88865079,good,pdb1HYS,0.107773,good,0.134905,-20.11,-20.11 % less time of default solver time,1.251751366,
315.2407,729364000,20.04573,1,20.96626,70.65166,37052868,good,Zd_Jac6_db,0.001163,good,0.001451,-19.85,-19.85 % less time of default solver time,1.247635426,
751.1841,1.221141,18.62187,1,18.62187,4986.502,88865079,bad,t3dl,0.035131,good,0.043827,-19.84,-19.84 % less time of default solver time,1.247530671,
4068.339,3.46E+11,34.81199,2,37.23341,10.55739,37052868,good,std1_Jac2,0.001935,good,0.002412,-19.78,-19.78 % less time of default solver time,1.246511628,
12537.49,200542.3,10.28527,3,10.28527,7.260631,36564232,good,TSOPF_RS_b2052_c1,0.009046,good,0.011267,-19.71,-19.71 % less time of default solver time,1.245522883,
14332.1,2942.475,13.4054,3,13.4054,3.39934,36564232,good,TSOPF_RS_b162_c4,0.00118,good,0.001469,-19.67,-19.67 % less time of default solver time,1.244915254,
10434.39,696.3039,8.814721,1,8.842271,102.5906,45869639,good,pdb1HYS,0.108634,good,0.134905,-19.47,-19.47 % less time of default solver time,1.241830366,
10434.39,696.3039,8.814721,1,8.842271,102.5906,88865076,good,pdb1HYS,0.109452,good,0.134905,-18.87,-18.87 % less time of default solver time,1.232549428,
1913.373,6743057000,27.93371,1,27.42213,1173.671,88865076,bad,gyro,0.043521,good,0.053408,-18.51,-18.51 % less time of default solver time,1.227177684,
1913.373,6743057000,27.93371,1,27.42213,1173.671,36025724,bad,gyro,0.043753,good,0.053408,-18.08,-18.08 % less time of default solver time,1.220670583,
30028.92,5289.496,11.07357,2,11.07357,2.309542,36564232,good,TSOPF_RS_b300_c3,0.006047,good,0.00734,-17.62,-17.62 % less time of default solver time,1.213825037,
19705.94,5289.496,10.16634,2,10.16634,6.102445,37052868,good,TSOPF_RS_b300_c2,0.004137,good,0.004954,-16.49,-16.49 % less time of default solver time,1.197486101,
10434.39,696.3039,8.814721,1,8.842271,102.5906,12321508,good,pdb1HYS,0.112941,good,0.134905,-16.28,-16.28 % less time of default solver time,1.194473221,
1913.373,6743057000,27.93371,1,27.42213,1173.671,7285384,bad,gyro,0.044954,good,0.053408,-15.83,-15.83 % less time of default solver time,1.188058905,
4280.93,34.01184,300.0004,1,300.0004,1.086155,37052868,good,lhr34c,0.001244,good,0.001476,-15.72,-15.72 % less time of default solver time,1.186495177,
1913.373,6743057000,27.93371,1,27.42213,1173.671,88865079,bad,gyro,0.045168,good,0.053408,-15.43,-15.43 % less time of default solver time,1.182430039,
849.6811,8129.613,59.48493,2,57.87321,4.90858,36564232,good,onetone2,0.000587,good,0.000688,-14.68,-14.68 % less time of default solver time,1.172061329,
7558.659,8.87E+11,22.54758,2,30.24526,5.138528,37052868,good,Zd_Jac6,0.00294,good,0.003437,-14.46,-14.46 % less time of default solver time,1.169047619,
13734.69,237.0262,22.96035,2,22.96046,1.121331,36564232,good,av41092,0.00281,good,0.003284,-14.43,-14.43 % less time of default solver time,1.168683274,
13734.69,237.0262,22.96035,2,22.96046,1.121331,37052868,good,av41092,0.002828,good,0.003284,-13.89,-13.89 % less time of default solver time,1.161244696,
10596.47,2942.475,13.4054,3,13.4054,3.497701,37052868,good,TSOPF_RS_b162_c3,0.000989,good,0.001141,-13.32,-13.32 % less time of default solver time,1.153690597,
16155.4,6438.955,20.67733,6,21.68499,2.027133,7285384,good,bbmat,0.108128,good,0.123987,-12.79,-12.79 % less time of default solver time,1.146668763,
7558.659,8.87E+11,22.54758,2,30.24526,5.138528,36564232,good,Zd_Jac6,0.003027,good,0.003437,-11.93,-11.93 % less time of default solver time,1.135447638,
836.108,340858.3,10.57672,1,10.58338,250639.5,36025721,good,airfoil_2d,0.019613,good,0.022197,-11.64,-11.64 % less time of default solver time,1.13174935,
10434.39,696.3039,8.814721,1,8.842271,102.5906,7285384,bad,pdb1HYS,0.119229,good,0.134905,-11.62,-11.62 % less time of default solver time,1.13147808,
14332.1,2942.475,13.4054,3,13.4054,3.39934,37052868,good,TSOPF_RS_b162_c4,0.001301,good,0.001469,-11.44,-11.44 % less time of default solver time,1.129131437,
10434.39,696.3039,8.814721,1,8.842271,102.5906,7285383,bad,pdb1HYS,0.119862,good,0.134905,-11.15,-11.15 % less time of default solver time,1.125502661,
315.2407,2667452000,22.18478,1,22.25295,367.9052,36564232,good,Zd_Jac3_db,0.001077,good,0.001207,-10.77,-10.77 % less time of default solver time,1.120705664,
10434.39,696.3039,8.814721,1,8.842271,102.5906,32168837,bad,pdb1HYS,0.123125,good,0.134905,-8.73,-8.73 % less time of default solver time,1.095675127,
10434.39,696.3039,8.814721,1,8.842271,102.5906,32168838,bad,pdb1HYS,0.123242,good,0.134905,-8.65,-8.65 % less time of default solver time,1.094634946,
10434.39,696.3039,8.814721,1,8.842271,102.5906,36025721,bad,pdb1HYS,0.123411,good,0.134905,-8.52,-8.52 % less time of default solver time,1.093135944,
16155.4,6438.955,20.67733,6,21.68499,2.027133,95762355,good,bbmat,0.115089,good,0.123987,-7.18,-7.18 % less time of default solver time,1.077314079,
10434.39,696.3039,8.814721,1,8.842271,102.5906,36025724,bad,pdb1HYS,0.125306,good,0.134905,-7.12,-7.12 % less time of default solver time,1.076604472,
346.8,0,27.69476,1,27.69476,39.64705,37052868,good,crystk03,0.002916,good,0.003133,-6.93,-6.93 % less time of default solver time,1.07441701,
16155.4,6438.955,20.67733,6,21.68499,2.027133,95762354,good,bbmat,0.116236,good,0.123987,-6.25,-6.25 % less time of default solver time,1.066683299,
1913.373,6743057000,27.93371,1,27.42213,1174.046,36025721,good,gyro_k,0.001495,good,0.001594,-6.21,-6.21 % less time of default solver time,1.066220736,
1145.818,22.89451,16.67064,1,16.66817,2.87792,59072883,good,Na5,0.000414,good,0.000438,-5.48,-5.48 % less time of default solver time,1.057971014,
10434.39,696.3039,8.814721,1,8.842271,102.5906,95762354,bad,pdb1HYS,0.128887,good,0.134905,-4.46,-4.46 % less time of default solver time,1.046692064,
2001.442,106752800,9.833284,2,5.777977,2.713555,36564232,good,sinc12,0.000565,good,0.000591,-4.4,-4.4 % less time of default solver time,1.046017699,
16155.4,6438.955,20.67733,6,21.68499,2.027133,36025724,good,bbmat,0.120317,good,0.123987,-2.96,-2.96 % less time of default solver time,1.030502755,
30028.92,5289.496,11.07357,2,11.07357,2.309542,37052868,good,TSOPF_RS_b300_c3,0.0072,good,0.00734,-1.91,-1.91 % less time of default solver time,1.019444444,
4273.444,34.01084,319.1313,1,319.1313,1.07371,29030070,bad,lhr17,0.00106,good,0.00108,-1.85,-1.85 % less time of default solver time,1.018867925,
10596.47,2942.475,13.4054,3,13.4054,3.497701,36564232,good,TSOPF_RS_b162_c3,0.001123,good,0.001141,-1.58,-1.58 % less time of default solver time,1.016028495,
12537.49,200542.3,10.28527,3,10.28527,7.260631,37052868,good,TSOPF_RS_b2052_c1,0.011175,good,0.011267,-0.82,-0.82 % less time of default solver time,1.008232662,
19705.94,5289.496,10.16634,2,10.16634,6.102445,36564232,good,TSOPF_RS_b300_c2,0.004924,good,0.004954,-0.61,-0.61 % less time of default solver time,1.006092608,
751.1841,1.221141,18.62187,1,18.62187,1.532423,36025721,bad,t3dl_a,0.000973,good,0.000978,-0.51,-0.51 % less time of default solver time,1.005138746,
102,1050,0,1,0,3.337764,36564232,fair,t520,0.000601,fair,0.000602,-0.17,-0.17 % less time of default solver time,1.001663894,
102,1050,0,1,0,3.337764,32168839,fair,t520,0.000602,fair,0.000602,0,0.0 % less time of default solver time,1,
2073.186,1,1.823749,5,1.823749,10.06163,32168839,good,cage10,0.001304,good,0.001304,0,0.0 % less time of default solver time,1,
1766.2,34.00427,300.1218,1,300.1485,2.024221,32168839,fair,lhr07c,0.00034,fair,0.00034,0,0.0 % less time of default solver time,1,
1766.2,34.00327,115.0295,1,115.0295,2.234751,32168839,good,lhr07,0.000225,good,0.000225,0,0.0 % less time of default solver time,1,
593.2381,0.337057,6.527448,4,6.527448,3957.661,32168839,good,wang3,0.024596,good,0.024596,0,0.0 % less time of default solver time,1,
621.3043,0.172714,10.49759,4,10.49759,1474.289,32168839,good,wang4,0.018522,good,0.018522,0,0.0 % less time of default solver time,1,
9171.338,3379670000,255.4039,2,257.1909,9.845392,32168839,good,bayer04,0.001025,good,0.001025,0,0.0 % less time of default solver time,1,
22713.02,5362.887,27.4413,1,27.33239,145.5021,32168839,bad,c-53,0.000794,fair,0.000794,0,0.0 % less time of default solver time,1,
3190.871,2942.475,6.730955,3,6.730955,3.396799,32168839,good,TSOPF_RS_b162_c1,0.00027,good,0.00027,0,0.0 % less time of default solver time,1,
4690.226,1.35E+12,36.1545,2,28.3416,14.50935,32168839,bad,igbt3,0.034771,good,0.034771,0,0.0 % less time of default solver time,1,
153.7477,328.0752,5.424376,1,5.392618,2898.812,32168839,good,wathen100,0.000942,good,0.000942,0,0.0 % less time of default solver time,1,
849.6811,8129.613,59.48493,2,57.87321,4.90858,32168839,good,onetone2,0.000688,good,0.000688,0,0.0 % less time of default solver time,1,
836.108,340858.3,10.57672,1,10.58338,250639.5,32168839,good,airfoil_2d,0.022197,good,0.022197,0,0.0 % less time of default solver time,1,
751.1841,1.221141,18.62187,1,18.62187,1.532423,32168839,bad,t3dl_a,0.000978,fair,0.000978,0,0.0 % less time of default solver time,1,
531.1134,2097152,9.976185,2,13.15285,7249.37,32168839,good,mark3jac100sc,0.003188,good,0.003188,0,0.0 % less time of default solver time,1,
207.3176,6.137601,21.88374,24,21.88374,7001.199,32168839,good,raefsky1,0.007827,good,0.007827,0,0.0 % less time of default solver time,1,
207.3176,6.921513,21.49807,24,21.49807,3465.853,32168839,good,raefsky2,0.013656,good,0.013656,0,0.0 % less time of default solver time,1,
153.7477,328.0009,4.723987,1,4.78357,1282.281,32168839,good,wathen120,0.000884,good,0.000884,0,0.0 % less time of default solver time,1,
2001.442,106752800,9.833284,2,5.777977,2.713555,32168839,good,sinc12,0.000591,good,0.000591,0,0.0 % less time of default solver time,1,
57.75926,9.07655,19.87968,1,19.87968,4.419455,32168839,good,inlet,0.000568,good,0.000568,0,0.0 % less time of default solver time,1,
2493.753,8130.323,59.48493,2,57.87321,4.908819,32168839,good,onetone1,0.000785,good,0.000785,0,0.0 % less time of default solver time,1,
4273.444,34.01184,319.1313,1,319.1317,1.073752,32168839,bad,lhr17c,0.001003,good,0.001003,0,0.0 % less time of default solver time,1,
4273.444,34.01084,319.1313,1,319.1313,1.07371,32168839,bad,lhr17,0.00108,good,0.00108,0,0.0 % less time of default solver time,1,
4354.824,197392.6,67.92974,1,65.96292,7.032876,32168839,good,GT01R,0.004259,good,0.004259,0,0.0 % less time of default solver time,1,
7787.034,168,0,1,0,10.72919,32168839,good,tube2,0.001447,good,0.001447,0,0.0 % less time of default solver time,1,
296.5,1.26E+12,15.91356,1,15.9278,305.7557,32168839,bad,olafu,0.001916,good,0.001916,0,0.0 % less time of default solver time,1,
1913.373,6743057000,27.93371,1,27.42213,1174.046,32168839,good,gyro_k,0.001594,good,0.001594,0,0.0 % less time of default solver time,1,
6737.537,1,1.865141,3,1.865141,10.06588,32168839,good,cage11,0.005368,good,0.005368,0,0.0 % less time of default solver time,1,
10596.47,2942.475,13.4054,3,13.4054,3.497701,32168839,good,TSOPF_RS_b162_c3,0.001141,good,0.001141,0,0.0 % less time of default solver time,1,
4441.235,5.05E+11,18.3202,1,18.20671,2.747541,32168839,bad,raefsky4,0.003524,good,0.003524,0,0.0 % less time of default solver time,1,
315.424,2683045000,24.49135,1,24.45394,703.2754,32168839,good,Zd_Jac2_db,0.001087,good,0.001087,0,0.0 % less time of default solver time,1,
315.2407,2667452000,22.18478,1,22.25295,367.9052,32168839,good,Zd_Jac3_db,0.001207,good,0.001207,0,0.0 % less time of default solver time,1,
4280.93,34.01184,300.0004,1,300.0004,1.086155,32168839,good,lhr34c,0.001476,good,0.001476,0,0.0 % less time of default solver time,1,
14332.1,2942.475,13.4054,3,13.4054,3.39934,32168839,good,TSOPF_RS_b162_c4,0.001469,good,0.001469,0,0.0 % less time of default solver time,1,
346.8,0,27.69476,1,27.69476,39.64705,32168839,good,crystk03,0.003133,good,0.003133,0,0.0 % less time of default solver time,1,
4387.688,758857600,10.74783,2,6.742047,1.970566,32168839,good,sinc18,0.00154,good,0.00154,0,0.0 % less time of default solver time,1,
4068.339,3.46E+11,34.81199,2,37.23341,10.55739,32168839,bad,std1_Jac2,0.002412,good,0.002412,0,0.0 % less time of default solver time,1,
4050.567,4.53E+11,25.17313,2,31.30681,6.333863,32168839,good,std1_Jac3,0.002031,good,0.002031,0,0.0 % less time of default solver time,1,
10168.16,1.939552,32.95973,10,32.95973,178.3352,32168839,good,ns3Da,0.67185,good,0.67185,0,0.0 % less time of default solver time,1,
13734.69,237.0262,22.96035,2,22.96046,1.121331,32168839,good,av41092,0.003284,good,0.003284,0,0.0 % less time of default solver time,1,
7558.659,8.87E+11,22.54758,2,30.24526,5.138528,32168839,good,Zd_Jac6,0.003437,good,0.003437,0,0.0 % less time of default solver time,1,
16155.4,6438.955,20.67733,6,21.68499,2.027133,32168839,good,bbmat,0.123987,good,0.123987,0,0.0 % less time of default solver time,1,
19705.94,5289.496,10.16634,2,10.16634,6.102445,32168839,good,TSOPF_RS_b300_c2,0.004954,good,0.004954,0,0.0 % less time of default solver time,1,
11121.76,200000,18.4023,3,18.4023,5.92892,32168839,good,TSOPF_RS_b678_c1,0.006199,good,0.006199,0,0.0 % less time of default solver time,1,
30028.92,5289.496,11.07357,2,11.07357,2.309542,32168839,good,TSOPF_RS_b300_c3,0.00734,good,0.00734,0,0.0 % less time of default solver time,1,
12537.49,200542.3,10.28527,3,10.28527,7.260631,32168839,good,TSOPF_RS_b2052_c1,0.011267,good,0.011267,0,0.0 % less time of default solver time,1,
315.2407,2667452000,22.18478,1,22.25295,367.9052,37052868,good,Zd_Jac3_db,0.001211,good,0.001207,0.33,0.33 % more time of default solver time,0.996696945,
2493.753,8130.323,59.48493,2,57.87321,4.908819,36564232,good,onetone1,0.000788,good,0.000785,0.38,0.38 % more time of default solver time,0.996192893,
4050.567,4.53E+11,25.17313,2,31.30681,6.333863,36564232,good,std1_Jac3,0.002051,good,0.002031,0.98,0.98 % more time of default solver time,0.990248659,
16155.4,6438.955,20.67733,6,21.68499,2.027133,30870720,good,bbmat,0.125627,good,0.123987,1.32,1.32 % more time of default solver time,0.986945481,
16155.4,6438.955,20.67733,6,21.68499,2.027133,89269801,good,bbmat,0.125953,good,0.123987,1.59,1.59 % more time of default solver time,0.984391003,
4280.93,34.01184,300.0004,1,300.0004,1.086155,36564232,good,lhr34c,0.001503,good,0.001476,1.83,1.83 % more time of default solver time,0.982035928,
849.6811,8129.613,59.48493,2,57.87321,4.90858,37052868,good,onetone2,0.000701,good,0.000688,1.89,1.89 % more time of default solver time,0.981455064,
16155.4,6438.955,20.67733,6,21.68499,2.027133,95762352,good,bbmat,0.127411,good,0.123987,2.76,2.76 % more time of default solver time,0.973126339,
16155.4,6438.955,20.67733,6,21.68499,2.027133,95762353,good,bbmat,0.128475,good,0.123987,3.62,3.62 % more time of default solver time,0.965067134,
296.5,1.26E+12,15.91356,1,15.9278,305.7557,36564232,bad,olafu,0.001986,good,0.001916,3.65,3.65 % more time of default solver time,0.964753273,
836.108,340858.3,10.57672,1,10.58338,250639.5,69654763,good,airfoil_2d,0.023143,good,0.022197,4.26,4.26 % more time of default solver time,0.959123709,
16155.4,6438.955,20.67733,6,21.68499,2.027133,42851841,good,bbmat,0.129313,good,0.123987,4.3,4.3 % more time of default solver time,0.958813112,
836.108,340858.3,10.57672,1,10.58338,250639.5,81986705,good,airfoil_2d,0.023205,good,0.022197,4.54,4.54 % more time of default solver time,0.956561086,
4690.226,1.35E+12,36.1545,2,28.3416,14.50935,29030070,bad,igbt3,0.036497,good,0.034771,4.96,4.96 % more time of default solver time,0.952708442,
4273.444,34.01184,319.1313,1,319.1317,1.073752,29030070,bad,lhr17c,0.001054,good,0.001003,5.08,5.08 % more time of default solver time,0.951612903,
16155.4,6438.955,20.67733,6,21.68499,2.027133,89269802,good,bbmat,0.130703,good,0.123987,5.42,5.42 % more time of default solver time,0.948616329,
16155.4,6438.955,20.67733,6,21.68499,2.027133,30870722,good,bbmat,0.130716,good,0.123987,5.43,5.43 % more time of default solver time,0.948521987,
16155.4,6438.955,20.67733,6,21.68499,2.027133,30870723,good,bbmat,0.130761,good,0.123987,5.46,5.46 % more time of default solver time,0.948195563,
16155.4,6438.955,20.67733,6,21.68499,2.027133,99720138,good,bbmat,0.131023,good,0.123987,5.67,5.67 % more time of default solver time,0.946299505,
4387.688,758857600,10.74783,2,6.742047,1.970566,37052868,good,sinc18,0.001636,good,0.00154,6.23,6.23 % more time of default solver time,0.941320293,
16155.4,6438.955,20.67733,6,21.68499,2.027133,89269804,good,bbmat,0.132031,good,0.123987,6.49,6.49 % more time of default solver time,0.939074914,
16155.4,6438.955,20.67733,6,21.68499,2.027133,30870721,good,bbmat,0.132189,good,0.123987,6.62,6.62 % more time of default solver time,0.937952477,
621.3043,0.172714,10.49759,4,10.49759,1474.289,36025721,good,wang4,0.019812,good,0.018522,6.96,6.96 % more time of default solver time,0.934887947,
16155.4,6438.955,20.67733,6,21.68499,2.027133,89269803,good,bbmat,0.132966,good,0.123987,7.24,7.24 % more time of default solver time,0.932471459,
16155.4,6438.955,20.67733,6,21.68499,2.027133,91845162,good,bbmat,0.134784,good,0.123987,8.71,8.71 % more time of default solver time,0.919894053,
346.8,0,27.69476,1,27.69476,39.64705,36564232,good,crystk03,0.003407,good,0.003133,8.75,8.75 % more time of default solver time,0.919577341,
10168.16,1.939552,32.95973,10,32.95973,178.3352,36564232,good,ns3Da,0.7349,good,0.67185,9.38,9.38 % more time of default solver time,0.914206014,
593.2381,0.337057,6.527448,4,6.527448,3957.661,36564232,good,wang3,0.027134,good,0.024596,10.32,10.32 % more time of default solver time,0.906464215,
16155.4,6438.955,20.67733,6,21.68499,2.027133,81986705,bad,bbmat,0.140703,good,0.123987,13.48,13.48 % more time of default solver time,0.881196563,
11121.76,200000,18.4023,3,18.4023,5.92892,37052868,good,TSOPF_RS_b678_c1,0.007138,good,0.006199,15.15,15.15 % more time of default solver time,0.868450546,
11121.76,200000,18.4023,3,18.4023,5.92892,36564232,good,TSOPF_RS_b678_c1,0.00723,good,0.006199,16.63,16.63 % more time of default solver time,0.857399723,
836.108,340858.3,10.57672,1,10.58338,250639.5,36564232,bad,airfoil_2d,0.025954,good,0.022197,16.93,16.93 % more time of default solver time,0.855243893,
836.108,340858.3,10.57672,1,10.58338,250639.5,11256941,bad,airfoil_2d,0.026097,good,0.022197,17.57,17.57 % more time of default solver time,0.850557535,
57.75926,9.07655,19.87968,1,19.87968,4.419455,36564232,good,inlet,0.000668,good,0.000568,17.61,17.61 % more time of default solver time,0.850299401,
315.424,2683045000,24.49135,1,24.45394,703.2754,37052868,good,Zd_Jac2_db,0.001294,good,0.001087,19.04,19.04 % more time of default solver time,0.840030912,
9171.338,3379670000,255.4039,2,257.1909,9.845392,37052868,good,bayer04,0.001222,good,0.001025,19.22,19.22 % more time of default solver time,0.838788871,
2493.753,8130.323,59.48493,2,57.87321,4.908819,37052868,good,onetone1,0.000941,good,0.000785,19.87,19.87 % more time of default solver time,0.834218916,
315.424,2683045000,24.49135,1,24.45394,703.2754,36564232,good,Zd_Jac2_db,0.001308,good,0.001087,20.33,20.33 % more time of default solver time,0.831039755,
621.3043,0.172714,10.49759,4,10.49759,1474.289,36564232,good,wang4,0.022604,good,0.018522,22.04,22.04 % more time of default solver time,0.819412493,
