@relation solver_pc_separate4648

@attribute lambda-max-by-magnitude-im numeric
@attribute right-bandwidth numeric
@attribute avgdistfromdiag numeric
@attribute symmetry numeric
@attribute n-dummy-rows numeric
@attribute blocksize numeric
@attribute max-nnzeros-per-row numeric
@attribute diag-definite numeric
@attribute avgnnzprow numeric
@attribute lambda-max-by-magnitude-re numeric
@attribute ellipse-cy numeric
@attribute nnzup numeric
@attribute ruhe75-bound numeric
@attribute avg-diag-dist numeric
@attribute nnz numeric
@attribute lambda-min-by-magnitude-re numeric
@attribute lambda-max-by-im-part-im numeric
@attribute left-bandwidth numeric
@attribute norm1 numeric
@attribute sigma-min numeric
@attribute upband numeric
@attribute n-struct-unsymm numeric
@attribute lambda-min-by-magnitude-im numeric
@attribute diagonal-average numeric
@attribute diagonal-dominance numeric
@attribute dummy-rows numeric
@attribute ritz-values-r numeric
@attribute symmetry-snorm numeric
@attribute symmetry-fanorm numeric
@attribute symmetry-fsnorm numeric
@attribute colours numeric
@attribute lambda-max-by-im-part-re numeric
@attribute col-variability numeric
@attribute trace-abs numeric
@attribute ritz-values-c numeric
@attribute nnzeros numeric
@attribute diag-zerostart numeric
@attribute loband numeric
@attribute positive-fraction numeric
@attribute trace numeric
@attribute min-nnzeros-per-row numeric
@attribute diagonal-sign numeric
@attribute row-variability numeric
@attribute nrows numeric
@attribute lambda-max-by-real-part-im numeric
@attribute colour-offsets numeric
@attribute n-colours numeric
@attribute relsymm numeric
@attribute diagonal-variance numeric
@attribute departure numeric
@attribute nnzlow numeric
@attribute n-nonzero-diags numeric
@attribute sigma-max numeric
@attribute dummy-rows-kind numeric
@attribute kappa numeric
@attribute n-ritz-values numeric
@attribute colour-set-sizes numeric
@attribute sigma-diag-dist numeric
@attribute symmetry-anorm numeric
@attribute ellipse-ax numeric
@attribute ellipse-ay numeric
@attribute ellipse-cx numeric
@attribute normF numeric
@attribute normInf numeric
@attribute lee95-bound numeric
@attribute lambda-max-by-real-part-re numeric
@attribute nnzdia numeric
@attribute trace-asquared numeric
@attribute ' solver' numeric
@attribute solver_name {bcgs,bicg,ibcgs,lsqr,chebyshev,gmres,lgmres,cg,tcqmr,fgmres,tfqmr}
@attribute pc_name {asm,'bjacobi ',ilu,'jacobi ',icc}
@attribute ' class' {good,bad}

@data
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,17887723,tcqmr,'jacobi ',bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,29030069,lsqr,ilu,good
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,29030070,lsqr,ilu,good
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,29030072,lsqr,ilu,good
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,85490469,chebyshev,ilu,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,30870722,gmres,asm,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,30870721,gmres,asm,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,30870720,gmres,asm,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,26415433,fgmres,icc,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,13323659,bicg,'bjacobi ',bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,45869640,fgmres,asm,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,44114479,bicg,icc,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,68908713,chebyshev,'jacobi ',bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,59072883,bcgs,icc,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,36564232,bicg,asm,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,36564235,bicg,asm,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,29553941,bcgs,ilu,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,29553943,bcgs,ilu,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,29553942,bcgs,ilu,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,29553944,bcgs,ilu,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,69654763,tfqmr,ilu,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,32874609,lgmres,icc,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,18524981,ibcgs,'bjacobi ',bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,90197664,lsqr,icc,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,90197665,lsqr,icc,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,69654760,tfqmr,ilu,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,37052870,lsqr,asm,good
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,37052871,lsqr,asm,good
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,19932322,tcqmr,ilu,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,19932324,tcqmr,ilu,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,80361466,bcgs,asm,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,80361467,bcgs,asm,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,80361464,bcgs,asm,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,80361465,bcgs,asm,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,49834420,tcqmr,asm,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,1216556,ibcgs,'jacobi ',bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,38678404,bicg,ilu,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,38678401,bicg,ilu,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,38678402,bicg,ilu,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,38678403,bicg,ilu,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,32874610,lgmres,icc,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,44114477,bicg,icc,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,44114476,bicg,icc,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,36564233,bicg,asm,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,44114478,bicg,icc,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,75830645,ibcgs,asm,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,75830644,ibcgs,asm,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,75830647,ibcgs,asm,bad
?,497,14,?,18,6,30,?,14,-1.040077,?,38667,2.376319,173.5139,83842,-0.707107,?,494,3.224218,2.378574,497,36688,?,0.611889,-5.954728,?,?,3.758131,35.71104,68.29877,?,0.016327,25.16861,3634.623,?,83842,5940,494,0.25,-3634.478,1,?,25.16861,5940,?,?,11,0.562415,0.260006,46.74308,39235,72,2.51975,1,768.1103,12,?,79039.03,2.363506,0.874277,0.814149,-0.857954,77.0714,5.954728,50.50303,0.016327,5940,3389.444,75830646,ibcgs,asm,bad
